Lflavo2a000001P1 lcl|NW_015149102.1_prot_XP_015187713.1_18870
Lflavo2a004444P1 lcl|NW_015149127.1_prot_XP_015188536.1_19600
Lflavo2a004445P1 lcl|NW_015149002.1_prot_XP_015177328.1_9513
Lflavo2a004447P1 lcl|NW_015148999.1_prot_XP_015176999.1_9104
Lflavo2a004448P1 lcl|NW_015149081.1_prot_XP_015186559.1_17863
Lflavo2a004450P1 lcl|NW_015148997.1_prot_XP_015176363.1_8605
Lflavo2a004451P1 lcl|NW_015148987.1_prot_XP_015174070.1_6468
Lflavo2a004451P4 lcl|NW_015148987.1_prot_XP_015174072.1_6470
Lflavo2a004451P5 lcl|NW_015148987.1_prot_XP_015174071.1_6469
Lflavo2a004451P6 lcl|NW_015148987.1_prot_XP_015174067.1_6475
Lflavo2a004452P1 lcl|NW_015148973.1_prot_XP_015190482.1_2105
Lflavo2a004453P1 lcl|NW_015148987.1_prot_XP_015173981.1_6448
Lflavo2a004454P1 lcl|NW_015148970.1_prot_XP_015190057.1_256
Lflavo2a004455P1 lcl|NW_015148982.1_prot_XP_015172639.1_5424
Lflavo2a004456P1 lcl|NW_015149127.1_prot_XP_015188528.1_19604
Lflavo2a004456P10 lcl|NW_015149127.1_prot_XP_015188530.1_19602
Lflavo2a004456P11 lcl|NW_015149127.1_prot_XP_015188527.1_19605
Lflavo2a004457P1 lcl|NW_015149011.1_prot_XP_015179294.1_11108
Lflavo2a004459P1 lcl|NW_015149057.1_prot_XP_015184910.1_16380
Lflavo2a004460P1 lcl|NW_015149081.1_prot_XP_015186560.1_17866
Lflavo2a004461P1 lcl|NW_015149127.1_prot_XP_015188496.1_19597
Lflavo2a004462P1 lcl|NW_015149009.1_prot_XP_015178642.1_10764
Lflavo2a004467P1 lcl|NW_015148997.1_prot_XP_015176325.1_8609
Lflavo2a004468P2 lcl|NW_015149020.1_prot_XP_015181023.1_12826
Lflavo2a004469P1 lcl|NW_015149011.1_prot_XP_015179126.1_11245
Lflavo2a004470P1 lcl|NW_015149127.1_prot_XP_015188537.1_19595
Lflavo2a004471P1 lcl|NW_015149011.1_prot_XP_015179271.1_11255
Lflavo2a004472P1 lcl|NW_015149011.1_prot_XP_015179119.1_11243
Lflavo2a004474P1 lcl|NW_015148973.1_prot_XP_015189126.1_2281
Lflavo2a004475P1 lcl|NW_015148975.1_prot_XP_015191171.1_3532
Lflavo2a004476P1 lcl|NW_015149002.1_prot_XP_015177402.1_9510
Lflavo2a004477P1 lcl|NW_015149002.1_prot_XP_015177325.1_9512
Lflavo2a004478P1 lcl|NW_015149011.1_prot_XP_015179121.1_11250
Lflavo2a004480P1 lcl|NW_015148987.1_prot_XP_015173985.1_6452
Lflavo2a004481P1 lcl|NW_015149002.1_prot_XP_015177405.1_9520
Lflavo2a004482P1 lcl|NW_015148997.1_prot_XP_015176323.1_8610
Lflavo2a004483P1 lcl|NW_015149009.1_prot_XP_015178637.1_10756
Lflavo2a004484P1 lcl|NW_015148987.1_prot_XP_015173982.1_6449
Lflavo2a004485P3 lcl|NW_015149011.1_prot_XP_015179120.1_11244
Lflavo2a004486P1 lcl|NW_015149081.1_prot_XP_015186562.1_17864
Lflavo2a004487P1 lcl|NW_015149057.1_prot_XP_015184913.1_16382
Lflavo2a004488P1 lcl|NW_015149062.1_prot_XP_015185311.1_16686
Lflavo2a004489P1 lcl|NW_015148997.1_prot_XP_015176321.1_8611
Lflavo2a004490P1 lcl|NW_015148970.1_prot_XP_015190894.1_413
Lflavo2a004492P1 lcl|NW_015148978.1_prot_XP_015171459.1_4257
Lflavo2a004493P1 lcl|NW_015148979.1_prot_XP_015171910.1_4592
Lflavo2a004493P2 lcl|NW_015148979.1_prot_XP_015171911.1_4591
Lflavo2a004494P1 lcl|NW_015149110.1_prot_XP_015187925.1_19096
Lflavo2a004495P1 lcl|NW_015149022.1_prot_XP_015181212.1_13081
Lflavo2a004497P2 lcl|NW_015149022.1_prot_XP_015181211.1_13080
Lflavo2a004499P1 lcl|NW_015149016.1_prot_XP_015180362.1_12192
Lflavo2a004500P1 lcl|NW_015148978.1_prot_XP_015171729.1_4371
Lflavo2a004501P2 lcl|NW_015148979.1_prot_XP_015172059.1_4589
Lflavo2a004502P1 lcl|NW_015149110.1_prot_XP_015187928.1_19099
Lflavo2a004504P1 lcl|NW_015149110.1_prot_XP_015187930.1_19100
Lflavo2a004507P1 lcl|NW_015149031.1_prot_XP_015182352.1_14049
Lflavo2a004508P1 lcl|NW_015149110.1_prot_XP_015187959.1_19089
Lflavo2a004509P2 lcl|NW_015148975.1_prot_XP_015191193.1_3110
Lflavo2a004510P1 lcl|NW_015149022.1_prot_XP_015181276.1_13084
Lflavo2a004511P1 lcl|NW_015149045.1_prot_XP_015183884.1_15401
Lflavo2a004513P1 lcl|NW_015149022.1_prot_XP_015181273.1_13088
Lflavo2a004514P1 lcl|NW_015148991.1_prot_XP_015175129.1_7454
Lflavo2a004515P1 lcl|NW_015149110.1_prot_XP_015187923.1_19094
Lflavo2a004516P1 lcl|NW_015148978.1_prot_XP_015171728.1_4370
Lflavo2a004516P2 lcl|NW_015148978.1_prot_XP_015171727.1_4369
Lflavo2a004517P1 lcl|NW_015149110.1_prot_XP_015187934.1_19102
Lflavo2a004517P3 lcl|NW_015149110.1_prot_XP_015187938.1_19103
Lflavo2a004517P8 lcl|NW_015149110.1_prot_XP_015187936.1_19107
Lflavo2a004518P1 lcl|NW_015148986.1_prot_XP_015173620.1_6219
Lflavo2a004522P1 lcl|NW_015148986.1_prot_XP_015173619.1_6218
Lflavo2a004523P1 lcl|NW_015148986.1_prot_XP_015173825.1_6225
Lflavo2a004523P2 lcl|NW_015148986.1_prot_XP_015173828.1_6227
Lflavo2a004526P1 lcl|NW_015148986.1_prot_XP_015173635.1_6220
Lflavo2a004530P1 lcl|NW_015148978.1_prot_XP_015171541.1_4307
Lflavo2a004535P2 lcl|NW_015148978.1_prot_XP_015171543.1_4308
Lflavo2a004536P1 lcl|NW_015148978.1_prot_XP_015171540.1_4306
Lflavo2a004537P2 lcl|NW_015148978.1_prot_XP_015171539.1_4305
Lflavo2a004542P1 lcl|NW_015148979.1_prot_XP_015171964.1_4665
Lflavo2a004543P1 lcl|NW_015148979.1_prot_XP_015171965.1_4664
Lflavo2a004544P1 lcl|NW_015149052.1_prot_XP_015184500.1_15994
Lflavo2a004546P1 lcl|NW_015149054.1_prot_XP_015184637.1_16111
Lflavo2a004547P1 lcl|NW_015148979.1_prot_XP_015172087.1_4669
Lflavo2a004548P1 lcl|NW_015149034.1_prot_XP_015182612.1_14315
Lflavo2a004549P1 lcl|NW_015148979.1_prot_XP_015172016.1_4671
Lflavo2a004553P2 lcl|NW_015149023.1_prot_XP_015181417.1_13281
Lflavo2a004554P1 lcl|NW_015149157.1_prot_XP_015189120.1_20099
Lflavo2a004556P1 lcl|NW_015149023.1_prot_XP_015181419.1_13283
Lflavo2a004559P1 lcl|NW_015149038.1_prot_XP_015183101.1_14674
Lflavo2a004560P2 lcl|NW_015149038.1_prot_XP_015183114.1_14677
Lflavo2a004561P2 lcl|NW_015149052.1_prot_XP_015184501.1_15993
Lflavo2a004564P1 lcl|NW_015149034.1_prot_XP_015182611.1_14318
Lflavo2a004565P1 lcl|NW_015149038.1_prot_XP_015183019.1_14676
Lflavo2a004567P1 lcl|NW_015149038.1_prot_XP_015183120.1_14675
Lflavo2a004568P1 lcl|NW_015148970.1_prot_XP_015172705.1_153
Lflavo2a004569P1 lcl|NW_015148979.1_prot_XP_015172015.1_4670
Lflavo2a004571P1 lcl|NW_015149052.1_prot_XP_015184502.1_15992
Lflavo2a004572P1 lcl|NW_015149052.1_prot_XP_015184503.1_15995
Lflavo2a004574P1 lcl|NW_015149016.1_prot_XP_015180455.1_12240
Lflavo2a004576P1 lcl|NW_015149039.1_prot_XP_015183231.1_14817
Lflavo2a004577P1 lcl|NW_015149036.1_prot_XP_015182905.1_14543
Lflavo2a004578P1 lcl|NW_015149007.1_prot_XP_015178274.1_10264
Lflavo2a004579P1 lcl|NW_015149016.1_prot_XP_015180437.1_12232
Lflavo2a004580P1 lcl|NW_015148972.1_prot_XP_015186211.1_1649
Lflavo2a004581P1 lcl|NW_015148993.1_prot_XP_015175468.1_7931
Lflavo2a004582P1 lcl|NW_015149007.1_prot_XP_015178185.1_10262
Lflavo2a004583P1 lcl|NW_015148971.1_prot_XP_015180641.1_933
Lflavo2a004584P1 lcl|NW_015149049.1_prot_XP_015184192.1_15738
Lflavo2a004585P1 lcl|NW_015148972.1_prot_XP_015185919.1_1536
Lflavo2a004586P1 lcl|NW_015149014.1_prot_XP_015179935.1_11866
Lflavo2a004586P4 lcl|NW_015149014.1_prot_XP_015179936.1_11867
Lflavo2a004587P1 lcl|NW_015149068.1_prot_XP_015185742.1_17062
Lflavo2a004588P1 lcl|NW_015149049.1_prot_XP_015184187.1_15736
Lflavo2a004589P3 lcl|NW_015149049.1_prot_XP_015184193.1_15746
Lflavo2a004591P1 lcl|NW_015149039.1_prot_XP_015183228.1_14814
Lflavo2a004592P1 lcl|NW_015148972.1_prot_XP_015181603.1_1648
Lflavo2a004593P2 lcl|NW_015148971.1_prot_XP_015179499.1_943
Lflavo2a004594P1 lcl|NW_015149014.1_prot_XP_015179932.1_11863
Lflavo2a004595P1 lcl|NW_015149068.1_prot_XP_015185750.1_17068
Lflavo2a004597P1 lcl|NW_015148971.1_prot_XP_015180563.1_936
Lflavo2a004598P1 lcl|NW_015149016.1_prot_XP_015180457.1_12241
Lflavo2a004600P1 lcl|NW_015149016.1_prot_XP_015180364.1_12235
Lflavo2a004601P1 lcl|NW_015149036.1_prot_XP_015182791.1_14540
Lflavo2a004603P1 lcl|NW_015149049.1_prot_XP_015184186.1_15735
Lflavo2a004604P1 lcl|NW_015148980.1_prot_XP_015172228.1_4921
Lflavo2a004606P1 lcl|NW_015149068.1_prot_XP_015185747.1_17070
Lflavo2a004606P2 lcl|NW_015149068.1_prot_XP_015185746.1_17069
Lflavo2a004608P1 lcl|NW_015148972.1_prot_XP_015185900.1_1534
Lflavo2a004609P1 lcl|NW_015149143.1_prot_XP_015188833.1_19869
Lflavo2a004610P1 lcl|NW_015149014.1_prot_XP_015179933.1_11864
Lflavo2a004611P1 lcl|NW_015149049.1_prot_XP_015184197.1_15740
Lflavo2a004611P2 lcl|NW_015149049.1_prot_XP_015184196.1_15739
Lflavo2a004614P1 lcl|NW_015149007.1_prot_XP_015178039.1_10263
Lflavo2a004615P1 lcl|NW_015149039.1_prot_XP_015183230.1_14816
Lflavo2a004616P1 lcl|NW_015149016.1_prot_XP_015180452.1_12236
Lflavo2a004617P1 lcl|NW_015149068.1_prot_XP_015185748.1_17066
Lflavo2a004618P1 lcl|NW_015149036.1_prot_XP_015182902.1_14538
Lflavo2a004620P1 lcl|NW_015149016.1_prot_XP_015180418.1_12233
Lflavo2a004621P1 lcl|NW_015148972.1_prot_XP_015186172.1_1650
Lflavo2a004622P1 lcl|NW_015149039.1_prot_XP_015183232.1_14818
Lflavo2a004623P1 lcl|NW_015149068.1_prot_XP_015185745.1_17065
Lflavo2a004624P1 lcl|NW_015149036.1_prot_XP_015182904.1_14542
Lflavo2a004625P1 lcl|NW_015148971.1_prot_XP_015179511.1_941
Lflavo2a004627P1 lcl|NW_015149036.1_prot_XP_015182901.1_14541
Lflavo2a004628P1 lcl|NW_015148971.1_prot_XP_015179524.1_942
Lflavo2a004629P1 lcl|NW_015149014.1_prot_XP_015179974.1_11869
Lflavo2a004630P1 lcl|NW_015149036.1_prot_XP_015182792.1_14544
Lflavo2a004631P1 lcl|NW_015149049.1_prot_XP_015184198.1_15741
Lflavo2a004632P3 lcl|NW_015149045.1_prot_XP_015183900.1_15365
Lflavo2a004633P1 lcl|NW_015149013.1_prot_XP_015179737.1_11642
Lflavo2a004634P1 lcl|NW_015148979.1_prot_XP_015171876.1_4763
Lflavo2a004635P3 lcl|NW_015149055.1_prot_XP_015184742.1_16246
Lflavo2a004640P1 lcl|NW_015148979.1_prot_XP_015171970.1_4759
Lflavo2a004641P1 lcl|NW_015148979.1_prot_XP_015172012.1_4765
Lflavo2a004644P1 lcl|NW_015149009.1_prot_XP_015178686.1_10735
Lflavo2a004645P1 lcl|NW_015149055.1_prot_XP_015184730.1_16238
Lflavo2a004646P2 lcl|NW_015148996.1_prot_XP_015176207.1_8365
Lflavo2a004647P2 lcl|NW_015148979.1_prot_XP_015172075.1_4792
Lflavo2a004648P2 lcl|NW_015149013.1_prot_XP_015179756.1_11660
Lflavo2a004649P1 lcl|NW_015148979.1_prot_XP_015171823.1_4781
Lflavo2a004650P1 lcl|NW_015148985.1_prot_XP_015173504.1_5995
Lflavo2a004651P1 lcl|NW_015148979.1_prot_XP_015171828.1_4783
Lflavo2a004652P1 lcl|NW_015148979.1_prot_XP_015171830.1_4785
Lflavo2a004653P1 lcl|NW_015149013.1_prot_XP_015179740.1_11654
Lflavo2a004654P1 lcl|NW_015148996.1_prot_XP_015176131.1_8366
Lflavo2a004655P1 lcl|NW_015149055.1_prot_XP_015184745.1_16248
Lflavo2a004657P1 lcl|NW_015148985.1_prot_XP_015173478.1_5986
Lflavo2a004658P1 lcl|NW_015148979.1_prot_XP_015172051.1_4774
Lflavo2a004659P2 lcl|NW_015149055.1_prot_XP_015184716.1_16214
Lflavo2a004660P1 lcl|NW_015148979.1_prot_XP_015172050.1_4772
Lflavo2a004661P1 lcl|NW_015149013.1_prot_XP_015179743.1_11652
Lflavo2a004662P1 lcl|NW_015149013.1_prot_XP_015179759.1_11658
Lflavo2a004663P1 lcl|NW_015149055.1_prot_XP_015184719.1_16216
Lflavo2a004664P1 lcl|NW_015148985.1_prot_XP_015173499.1_5991
Lflavo2a004667P1 lcl|NW_015149013.1_prot_XP_015179747.1_11641
Lflavo2a004668P1 lcl|NW_015149013.1_prot_XP_015179804.1_11656
Lflavo2a004669P2 lcl|NW_015148985.1_prot_XP_015173547.1_5990
Lflavo2a004669P3 lcl|NW_015148985.1_prot_XP_015173546.1_5989
Lflavo2a004671P1 lcl|NW_015148979.1_prot_XP_015172056.1_4778
Lflavo2a004672P1 lcl|NW_015149055.1_prot_XP_015184718.1_16213
Lflavo2a004673P1 lcl|NW_015148979.1_prot_XP_015171941.1_4757
Lflavo2a004675P1 lcl|NW_015148985.1_prot_XP_015173492.1_5996
Lflavo2a004676P1 lcl|NW_015148979.1_prot_XP_015171825.1_4780
Lflavo2a004678P1 lcl|NW_015149013.1_prot_XP_015179805.1_11655
Lflavo2a004679P1 lcl|NW_015148979.1_prot_XP_015171877.1_4760
Lflavo2a004682P3 lcl|NW_015149055.1_prot_XP_015184746.1_16249
Lflavo2a004684P1 lcl|NW_015148979.1_prot_XP_015172113.1_4794
Lflavo2a004686P1 lcl|NW_015148979.1_prot_XP_015171937.1_4758
Lflavo2a004687P1 lcl|NW_015149013.1_prot_XP_015179760.1_11659
Lflavo2a004689P1 lcl|NW_015148979.1_prot_XP_015171831.1_4786
Lflavo2a004690P1 lcl|NW_015148979.1_prot_XP_015171938.1_4754
Lflavo2a004691P1 lcl|NW_015148979.1_prot_XP_015172006.1_4766
Lflavo2a004692P1 lcl|NW_015148979.1_prot_XP_015171827.1_4782
Lflavo2a004701P1 lcl|NW_015148970.1_prot_XP_015173121.1_269
Lflavo2a004702P1 lcl|NW_015148970.1_prot_XP_015174868.1_271
Lflavo2a004703P1 lcl|NW_015148970.1_prot_XP_015171025.1_263
Lflavo2a004710P5 lcl|NW_015148970.1_prot_XP_015173134.1_270
Lflavo2a004714P1 lcl|NW_015148970.1_prot_XP_015171037.1_265
Lflavo2a004717P1 lcl|NW_015148970.1_prot_XP_015177815.1_262
Lflavo2a004718P1 lcl|NW_015148970.1_prot_XP_015172729.1_282
Lflavo2a004719P1 lcl|NW_015148970.1_prot_XP_015172715.1_284
Lflavo2a004720P1 lcl|NW_015149019.1_prot_XP_015180929.1_12741
Lflavo2a004721P1 lcl|NW_015149220.1_prot_XP_015189624.1_20563
Lflavo2a004726P1 lcl|NW_015148990.1_prot_XP_015174530.1_7001
Lflavo2a004730P1 lcl|NW_015148997.1_prot_XP_015176242.1_8637
Lflavo2a004732P1 lcl|NW_015148971.1_prot_XP_015176802.1_1238
Lflavo2a004733P1 lcl|NW_015148982.1_prot_XP_015172990.1_5523
Lflavo2a004735P1 lcl|NW_015149019.1_prot_XP_015180945.1_12764
Lflavo2a004738P1 lcl|NW_015149019.1_prot_XP_015180939.1_12759
Lflavo2a004741P2 lcl|NW_015149019.1_prot_XP_015180943.1_12763
Lflavo2a004742P1 lcl|NW_015149045.1_prot_XP_015183802.1_15402
Lflavo2a004747P1 lcl|NW_015149045.1_prot_XP_015183882.1_15400
Lflavo2a004748P1 lcl|NW_015149118.1_prot_XP_015188285.1_19381
Lflavo2a004750P1 lcl|NW_015148986.1_prot_XP_015173728.1_6395
Lflavo2a004751P2 lcl|NW_015148985.1_prot_XP_015173591.1_6060
Lflavo2a004753P1 lcl|NW_015148988.1_prot_XP_015174139.1_6795
Lflavo2a004754P1 lcl|NW_015149183.1_prot_XP_015189437.1_20406
Lflavo2a004755P1 lcl|NW_015149144.1_prot_XP_015188891.1_19887
Lflavo2a004756P1 lcl|NW_015149068.1_prot_XP_015185790.1_17143
Lflavo2a004757P1 lcl|NW_015149044.1_prot_XP_015183622.1_15301
Lflavo2a004758P1 lcl|NW_015148988.1_prot_XP_015174140.1_6791
Lflavo2a004760P5 lcl|NW_015149210.1_prot_XP_015189568.1_20516
Lflavo2a004761P1 lcl|NW_015149068.1_prot_XP_015185795.1_17145
Lflavo2a004762P1 lcl|NW_015148971.1_prot_XP_015180073.1_1271
Lflavo2a004764P1 lcl|NW_015149111.1_prot_XP_015187984.1_19125
Lflavo2a004765P1 lcl|NW_015149049.1_prot_XP_015184216.1_15717
Lflavo2a004767P1 lcl|NW_015149000.1_prot_XP_015177116.1_9302
Lflavo2a004770P1 lcl|NW_015149024.1_prot_XP_015181640.1_13355
Lflavo2a004772P1 lcl|NW_015148972.1_prot_XP_015184394.1_1708
Lflavo2a004773P1 lcl|NW_015149044.1_prot_XP_015183599.1_15284
Lflavo2a004774P1 lcl|NW_015149100.1_prot_XP_015187684.1_18785
Lflavo2a004774P2 lcl|NW_015149100.1_prot_XP_015187681.1_18786
Lflavo2a004776P1 lcl|NW_015148975.1_prot_XP_015191527.1_3350
Lflavo2a004777P1 lcl|NW_015149183.1_prot_XP_015189442.1_20407
Lflavo2a004778P1 lcl|NW_015149144.1_prot_XP_015188892.1_19888
Lflavo2a004779P2 lcl|NW_015149074.1_prot_XP_015186144.1_17463
Lflavo2a004780P1 lcl|NW_015149075.1_prot_XP_015186276.1_17526
Lflavo2a004782P1 lcl|NW_015149022.1_prot_XP_015181194.1_12988
Lflavo2a004784P1 lcl|NW_015149012.1_prot_XP_015179415.1_11308
Lflavo2a004785P1 lcl|NW_015148998.1_prot_XP_015176574.1_8780
Lflavo2a004786P1 lcl|NW_015149065.1_prot_XP_015185492.1_16869
Lflavo2a004788P1 lcl|NW_015149111.1_prot_XP_015187987.1_19126
Lflavo2a004789P1 lcl|NW_015149007.1_prot_XP_015178054.1_10342
Lflavo2a004790P1 lcl|NW_015149028.1_prot_XP_015182103.1_13812
Lflavo2a004791P1 lcl|NW_015148988.1_prot_XP_015174410.1_6798
Lflavo2a004792P1 lcl|NW_015149185.1_prot_XP_015189485.1_20446
Lflavo2a004793P1 lcl|NW_015148975.1_prot_XP_015191359.1_3351
Lflavo2a004794P1 lcl|NW_015149018.1_prot_XP_015180909.1_12722
Lflavo2a004795P1 lcl|NW_015149036.1_prot_XP_015182804.1_14501
Lflavo2a004796P2 lcl|NW_015148990.1_prot_XP_015174855.1_7082
Lflavo2a004797P1 lcl|NW_015149183.1_prot_XP_015189447.1_20402
Lflavo2a004798P1 lcl|NW_015149142.1_prot_XP_015188817.1_19847
Lflavo2a004799P1 lcl|NW_015149075.1_prot_XP_015186244.1_17552
Lflavo2a004800P1 lcl|NW_015149027.1_prot_XP_015182056.1_13743
Lflavo2a004801P1 lcl|NW_015149024.1_prot_XP_015181661.1_13419
Lflavo2a004803P1 lcl|NW_015149036.1_prot_XP_015182808.1_14502
Lflavo2a004804P1 lcl|NW_015149183.1_prot_XP_015189439.1_20408
Lflavo2a004805P1 lcl|NW_015149066.1_prot_XP_015185550.1_16909
Lflavo2a004806P1 lcl|NW_015148982.1_prot_XP_015172943.1_5383
Lflavo2a004807P1 lcl|NW_015149044.1_prot_XP_015183614.1_15294
Lflavo2a004808P1 lcl|NW_015149023.1_prot_XP_015181453.1_13132
Lflavo2a004809P1 lcl|NW_015149027.1_prot_XP_015182052.1_13744
Lflavo2a004810P1 lcl|NW_015148975.1_prot_XP_015191360.1_3353
Lflavo2a004811P2 lcl|NW_015148998.1_prot_XP_015176577.1_8783
Lflavo2a004812P1 lcl|NW_015148985.1_prot_XP_015173577.1_6057
Lflavo2a004813P1 lcl|NW_015149030.1_prot_XP_015182267.1_13930
Lflavo2a004814P1 lcl|NW_015149075.1_prot_XP_015186249.1_17554
Lflavo2a004815P1 lcl|NW_015149074.1_prot_XP_015186177.1_17500
Lflavo2a004816P3 lcl|NW_015148998.1_prot_XP_015176505.1_8794
Lflavo2a004818P1 lcl|NW_015148989.1_prot_XP_015174494.1_6930
Lflavo2a004819P1 lcl|NW_015148975.1_prot_XP_015191368.1_3360
Lflavo2a004820P1 lcl|NW_015149033.1_prot_XP_015182517.1_14219
Lflavo2a004821P1 lcl|NW_015149075.1_prot_XP_015186277.1_17527
Lflavo2a004822P1 lcl|NW_015149049.1_prot_XP_015184219.1_15719
Lflavo2a004823P1 lcl|NW_015149074.1_prot_XP_015186178.1_17501
Lflavo2a004824P1 lcl|NW_015148989.1_prot_XP_015174491.1_6928
Lflavo2a004825P1 lcl|NW_015149002.1_prot_XP_015177374.1_9505
Lflavo2a004826P1 lcl|NW_015148970.1_prot_XP_015172193.1_420
Lflavo2a004827P1 lcl|NW_015149054.1_prot_XP_015184633.1_16082
Lflavo2a004828P1 lcl|NW_015149012.1_prot_XP_015179423.1_11313
Lflavo2a004831P1 lcl|NW_015148980.1_prot_XP_015172245.1_4936
Lflavo2a004832P1 lcl|NW_015149044.1_prot_XP_015183628.1_15292
Lflavo2a004834P1 lcl|NW_015149183.1_prot_XP_015189440.1_20409
Lflavo2a004835P1 lcl|NW_015148972.1_prot_XP_015184343.1_1703
Lflavo2a004837P1 lcl|NW_015148970.1_prot_XP_015172173.1_422
Lflavo2a004838P1 lcl|NW_015149012.1_prot_XP_015179333.1_11360
Lflavo2a004842P2 lcl|NW_015149044.1_prot_XP_015183608.1_15286
Lflavo2a004843P1 lcl|NW_015149027.1_prot_XP_015182058.1_13749
Lflavo2a004844P1 lcl|NW_015149027.1_prot_XP_015181998.1_13750
Lflavo2a004845P1 lcl|NW_015149007.1_prot_XP_015178042.1_10365
Lflavo2a004846P1 lcl|NW_015148988.1_prot_XP_015174409.1_6797
Lflavo2a004847P1 lcl|NW_015149022.1_prot_XP_015181314.1_12985
Lflavo2a004848P2 lcl|NW_015149075.1_prot_XP_015186273.1_17528
Lflavo2a004849P1 lcl|NW_015149044.1_prot_XP_015183603.1_15282
Lflavo2a004851P4 lcl|NW_015148971.1_prot_XP_015179140.1_1274
Lflavo2a004852P2 lcl|NW_015148998.1_prot_XP_015176506.1_8799
Lflavo2a004853P1 lcl|NW_015149002.1_prot_XP_015177377.1_9506
Lflavo2a004854P6 lcl|NW_015149075.1_prot_XP_015186260.1_17521
Lflavo2a004855P2 lcl|NW_015148976.1_prot_XP_015191703.1_3672
Lflavo2a004856P1 lcl|NW_015149007.1_prot_XP_015178217.1_10364
Lflavo2a004857P2 lcl|NW_015148988.1_prot_XP_015174138.1_6796
Lflavo2a004858P1 lcl|NW_015149100.1_prot_XP_015187678.1_18783
Lflavo2a004859P1 lcl|NW_015149012.1_prot_XP_015179421.1_11307
Lflavo2a004860P1 lcl|NW_015149012.1_prot_XP_015179424.1_11314
Lflavo2a004861P1 lcl|NW_015148973.1_prot_XP_015189656.1_2398
Lflavo2a004869P1 lcl|NW_015148973.1_prot_XP_015190416.1_2411
Lflavo2a004871P1 lcl|NW_015148973.1_prot_XP_015190489.1_2421
Lflavo2a004873P1 lcl|NW_015148974.1_prot_XP_015190811.1_2907
Lflavo2a004874P1 lcl|NW_015148972.1_prot_XP_015183325.1_1749
Lflavo2a004875P1 lcl|NW_015149151.1_prot_XP_015189035.1_20032
Lflavo2a004876P1 lcl|NW_015148995.1_prot_XP_015175952.1_8280
Lflavo2a004877P2 lcl|NW_015149001.1_prot_XP_015177156.1_9363
Lflavo2a004879P5 lcl|NW_015148974.1_prot_XP_015190716.1_2637
Lflavo2a004879P7 lcl|NW_015148974.1_prot_XP_015190718.1_2636
Lflavo2a004879P9 lcl|NW_015148974.1_prot_XP_015190720.1_2635
Lflavo2a004880P2 lcl|NW_015149010.1_prot_XP_015179003.1_10958
Lflavo2a004882P1 lcl|NW_015149088.1_prot_XP_015186957.1_18177
Lflavo2a004885P1 lcl|NW_015149916.1_prot_XP_015189921.1_20804
Lflavo2a004886P2 lcl|NW_015148970.1_prot_XP_015175664.1_627
Lflavo2a004886P3 lcl|NW_015148970.1_prot_XP_015175409.1_624
Lflavo2a004886P4 lcl|NW_015148970.1_prot_XP_015175493.1_625
Lflavo2a004887P1 lcl|NW_015149010.1_prot_XP_015179002.1_10956
Lflavo2a004888P1 lcl|NW_015148972.1_prot_XP_015185149.1_1438
Lflavo2a004890P1 lcl|NW_015148970.1_prot_XP_015175277.1_623
Lflavo2a004892P1 lcl|NW_015149115.1_prot_XP_015188192.1_19276
Lflavo2a004893P1 lcl|NW_015148972.1_prot_XP_015185350.1_1290
Lflavo2a004894P1 lcl|NW_015149030.1_prot_XP_015182259.1_13943
Lflavo2a004895P1 lcl|NW_015148995.1_prot_XP_015175971.1_8288
Lflavo2a004897P1 lcl|NW_015149162.1_prot_XP_015189225.1_20213
Lflavo2a004898P1 lcl|NW_015148973.1_prot_XP_015187891.1_2417
Lflavo2a004900P1 lcl|NW_015149037.1_prot_XP_015182964.1_14575
Lflavo2a004901P2 lcl|NW_015149162.1_prot_XP_015189229.1_20215
Lflavo2a004902P1 lcl|NW_015148995.1_prot_XP_015175814.1_8284
Lflavo2a004903P2 lcl|NW_015148995.1_prot_XP_015175946.1_8292
Lflavo2a004904P1 lcl|NW_015149010.1_prot_XP_015178943.1_10950
Lflavo2a004906P2 lcl|NW_015148974.1_prot_XP_015190953.1_2905
Lflavo2a004906P3 lcl|NW_015148974.1_prot_XP_015190951.1_2906
Lflavo2a004907P1 lcl|NW_015149010.1_prot_XP_015178862.1_10947
Lflavo2a004907P2 lcl|NW_015149010.1_prot_XP_015178863.1_10948
Lflavo2a004908P1 lcl|NW_015149132.1_prot_XP_015188682.1_19722
Lflavo2a004911P2 lcl|NW_015148972.1_prot_XP_015185338.1_1291
Lflavo2a004912P1 lcl|NW_015148995.1_prot_XP_015175809.1_8287
Lflavo2a004914P2 lcl|NW_015149162.1_prot_XP_015189232.1_20217
Lflavo2a004915P1 lcl|NW_015149100.1_prot_XP_015187666.1_18776
Lflavo2a004916P1 lcl|NW_015148973.1_prot_XP_015190422.1_2414
Lflavo2a004917P1 lcl|NW_015149010.1_prot_XP_015178946.1_10953
Lflavo2a004918P1 lcl|NW_015148973.1_prot_XP_015190490.1_2420
Lflavo2a004920P1 lcl|NW_015148974.1_prot_XP_015190783.1_2632
Lflavo2a004921P1 lcl|NW_015148995.1_prot_XP_015175869.1_8281
Lflavo2a004922P1 lcl|NW_015148978.1_prot_XP_015171642.1_4378
Lflavo2a004923P1 lcl|NW_015148973.1_prot_XP_015190486.1_2418
