Lflavo2a000001P1 NP_001014747.1
Lflavo2a004843P1 NP_650948.2
Lflavo2a004844P1 NP_652614.1
Lflavo2a004846P1 NP_611074.1
Lflavo2a004847P1 NP_001260711.1
Lflavo2a004848P1 NP_001286573.1
Lflavo2a004849P1 NP_649889.1
Lflavo2a004851P4 NP_001097681.2
Lflavo2a004852P2 NP_647852.1
Lflavo2a004853P1 NP_650205.1
Lflavo2a004854P6 NP_572273.2
Lflavo2a004855P1 NP_001262904.1
Lflavo2a004855P2 NP_001247280.1
Lflavo2a004856P1 NP_647837.2
Lflavo2a004857P1 NP_649898.1
Lflavo2a004859P1 NP_572373.1
Lflavo2a004860P1 NP_001286949.1
Lflavo2a004861P1 NP_651237.1
Lflavo2a004869P1 NP_001286978.1
Lflavo2a004871P1 NP_001163078.1
Lflavo2a004873P1 NP_001261078.1
Lflavo2a004874P1 NP_001286540.1
Lflavo2a004875P1 NP_648377.1
Lflavo2a004876P1 NP_001261849.1
Lflavo2a004877P2 NP_523476.1
Lflavo2a004879P1 NP_001036588.2
Lflavo2a004885P1 NP_647679.1
Lflavo2a004886P1 NP_001285952.1
Lflavo2a004887P1 NP_001015405.3
Lflavo2a004888P1 NP_651118.1
Lflavo2a004890P1 NP_611374.1
Lflavo2a004892P1 NP_001286840.1
Lflavo2a004893P1 NP_572307.1
Lflavo2a004894P1 NP_001260853.1
Lflavo2a004897P1 NP_001245568.1
Lflavo2a004898P1 NP_724244.1
Lflavo2a004900P1 NP_649000.1
Lflavo2a004901P2 NP_001260255.1
Lflavo2a004904P1 NP_001163740.1
Lflavo2a004906P2 NP_609886.1
Lflavo2a004907P1 NP_649812.2
Lflavo2a004908P1 NP_524858.1
Lflavo2a004911P2 NP_572308.3
Lflavo2a004914P2 NP_001260142.1
Lflavo2a004915P1 NP_001287092.1
Lflavo2a004916P1 NP_001097001.1
Lflavo2a004918P1 NP_649645.1
Lflavo2a004920P1 NP_476816.1
Lflavo2a004921P1 NP_001262108.1
Lflavo2a004922P1 NP_001246867.1
Lflavo2a004923P1 NP_610020.1
Lflavo2a004924P1 NP_001014482.2
Lflavo2a004926P1 NP_648745.1
Lflavo2a004927P1 NP_524221.1
Lflavo2a004930P1 NP_610086.3
Lflavo2a004931P1 NP_001261722.1
Lflavo2a004932P1 NP_001260674.1
Lflavo2a004934P1 NP_001262080.1
Lflavo2a004935P1 NP_611258.2
Lflavo2a004939P1 NP_724916.1
Lflavo2a004942P1 NP_648222.3
Lflavo2a004943P2 NP_001261247.1
Lflavo2a004945P1 NP_610503.1
Lflavo2a004946P1 NP_001033852.1
Lflavo2a004947P1 NP_001303420.1
Lflavo2a004949P1 NP_650893.2
Lflavo2a004952P1 NP_523751.2
Lflavo2a004953P1 NP_733209.1
Lflavo2a004954P1 NP_651968.1
Lflavo2a004955P1 NP_001162697.1
Lflavo2a004956P1 NP_001246104.1
Lflavo2a004957P1 NP_477223.2
Lflavo2a004959P1 NP_610452.2
Lflavo2a004960P1 NP_001014495.1
Lflavo2a004961P1 NP_651887.1
Lflavo2a004962P1 NP_001097847.1
Lflavo2a004963P1 NP_524191.1
Lflavo2a004964P1 NP_001286102.1
Lflavo2a004965P1 NP_001284884.1
Lflavo2a004968P1 NP_523662.1
Lflavo2a004970P1 NP_611300.2
Lflavo2a004971P1 NP_731905.1
Lflavo2a004972P1 NP_727772.3
Lflavo2a004974P3 NP_648048.1
Lflavo2a004975P1 NP_001262835.1
Lflavo2a004976P1 NP_650120.1
Lflavo2a004977P1 NP_651251.3
Lflavo2a004978P1 NP_648161.1
Lflavo2a004979P1 NP_001263116.1
Lflavo2a004980P2 NP_001097136.2
Lflavo2a004982P1 NP_001262131.1
Lflavo2a004985P1 NP_729092.1
Lflavo2a004991P1 NP_649386.1
Lflavo2a004992P1 NP_610379.2
Lflavo2a004998P1 NP_725798.1
Lflavo2a005004P1 NP_001137797.1
Lflavo2a005007P1 NP_001286257.1
Lflavo2a005008P1 NP_001260806.1
Lflavo2a005009P1 NP_001138016.1
Lflavo2a005012P1 NP_001260530.1
Lflavo2a005016P1 NP_573334.1
Lflavo2a005017P1 NP_001262365.1
Lflavo2a005019P1 NP_611731.1
Lflavo2a005020P1 NP_572529.2
Lflavo2a005021P1 NP_001259525.1
Lflavo2a005022P1 NP_001285193.1
Lflavo2a005024P1 NP_996208.1
Lflavo2a005026P1 NP_001285396.1
Lflavo2a005027P1 NP_647768.3
Lflavo2a005028P2 NP_996246.1
Lflavo2a005029P1 NP_001189215.1
Lflavo2a005030P1 NP_608336.1
Lflavo2a005033P1 NP_001188976.1
Lflavo2a005034P2 NP_648324.1
Lflavo2a005035P1 NP_611881.1
Lflavo2a005036P1 NP_648507.1
Lflavo2a005037P1 NP_610712.1
Lflavo2a005038P1 NP_650499.1
Lflavo2a005040P1 NP_611346.1
Lflavo2a005041P1 NP_001287061.1
Lflavo2a005042P1 NP_001261726.1
Lflavo2a005043P2 NP_001260339.1
Lflavo2a005044P1 NP_609888.2
Lflavo2a005045P1 NP_476866.1
Lflavo2a005046P1 NP_524085.2
Lflavo2a005048P1 NP_648669.1
Lflavo2a005049P1 NP_001285953.1
Lflavo2a005052P1 NP_610526.1
Lflavo2a005053P1 NP_572194.1
Lflavo2a005054P1 NP_001245567.1
Lflavo2a005055P1 NP_524776.1
Lflavo2a005058P1 NP_001097215.1
Lflavo2a005071P1 NP_611187.1
Lflavo2a005077P1 NP_572965.1
Lflavo2a005079P1 NP_572372.1
Lflavo2a005080P1 NP_722679.1
Lflavo2a005081P1 NP_001261404.1
Lflavo2a005082P1 NP_477210.1
Lflavo2a005084P1 NP_001286616.1
Lflavo2a005087P1 NP_001245510.1
Lflavo2a005088P1 NP_648520.1
Lflavo2a005089P1 NP_001138167.1
Lflavo2a005091P1 NP_572170.1
Lflavo2a005092P1 NP_001261067.1
Lflavo2a005093P4 NP_001259321.1
Lflavo2a005096P1 NP_001260771.1
Lflavo2a005097P1 NP_001188662.1
Lflavo2a005099P1 NP_001262324.1
Lflavo2a005103P1 NP_524214.1
Lflavo2a005107P1 NP_001260414.1
Lflavo2a005109P2 NP_477187.1
Lflavo2a005110P1 NP_001260629.1
Lflavo2a005111P1 NP_523502.1
Lflavo2a005113P1 NP_001260188.1
Lflavo2a005116P1 NP_001036448.1
Lflavo2a005118P1 NP_523503.2
Lflavo2a005120P1 NP_609564.1
Lflavo2a005123P1 NP_001163649.1
Lflavo2a005126P1 NP_001287316.1
Lflavo2a005127P1 NP_648500.1
Lflavo2a005128P1 NP_001260626.1
Lflavo2a005129P1 NP_609109.3
Lflavo2a005130P1 NP_001262714.1
Lflavo2a005132P1 NP_650754.2
Lflavo2a005133P1 NP_650781.2
Lflavo2a005134P1 NP_648204.1
Lflavo2a005138P1 NP_001260868.1
Lflavo2a005139P1 NP_001262441.1
Lflavo2a005144P1 NP_611467.1
Lflavo2a005150P3 NP_609703.2
Lflavo2a005154P1 NP_001286407.1
Lflavo2a005155P1 NP_001303349.1
Lflavo2a005156P1 NP_001246488.1
Lflavo2a005157P1 NP_610325.1
Lflavo2a005159P1 NP_001368999.1
Lflavo2a005160P1 NP_649886.1
Lflavo2a005163P1 NP_611400.1
Lflavo2a005165P1 NP_524673.3
Lflavo2a005167P1 NP_001260445.1
Lflavo2a005179P1 NP_722915.1
Lflavo2a005181P1 NP_001163577.1
Lflavo2a005182P1 NP_523364.2
Lflavo2a005186P1 NP_001260819.1
Lflavo2a005187P1 NP_647939.1
Lflavo2a005188P5 NP_996434.2
Lflavo2a005189P1 NP_001287613.1
Lflavo2a005190P1 NP_611494.1
Lflavo2a005191P2 NP_001303491.1
Lflavo2a005192P1 NP_788494.1
Lflavo2a005194P1 NP_647948.1
Lflavo2a005195P1 NP_001286579.1
Lflavo2a005196P1 NP_609382.1
Lflavo2a005198P1 NP_610048.2
Lflavo2a005199P1 NP_001097646.1
Lflavo2a005199P2 NP_001262055.1
Lflavo2a005200P1 NP_609325.2
Lflavo2a005202P1 NP_001260304.1
Lflavo2a005203P1 NP_609837.1
Lflavo2a005204P1 NP_001259809.1
Lflavo2a005206P1 NP_001285042.1
Lflavo2a005208P1 NP_001245709.1
Lflavo2a005209P1 NP_476710.2
Lflavo2a005211P1 NP_610724.1
Lflavo2a005212P1 NP_611695.1
Lflavo2a005214P2 NP_650208.1
Lflavo2a005215P1 NP_001261696.1
Lflavo2a005216P2 NP_647746.1
Lflavo2a005217P1 NP_001261876.1
Lflavo2a005219P2 NP_731632.1
Lflavo2a005220P1 NP_573231.2
Lflavo2a005221P1 NP_476684.1
Lflavo2a005222P1 NP_001285282.1
Lflavo2a005224P1 NP_001247208.1
Lflavo2a005225P4 NP_001261630.1
Lflavo2a005225P5 NP_001261629.1
Lflavo2a005228P1 NP_001259817.1
Lflavo2a005233P1 NP_651753.2
Lflavo2a005234P1 NP_651170.1
Lflavo2a005236P1 NP_001285757.1
Lflavo2a005238P1 NP_001246815.1
Lflavo2a005239P2 NP_001261425.1
Lflavo2a005240P1 NP_001261340.1
Lflavo2a005242P1 NP_610314.1
Lflavo2a005243P1 NP_001286174.1
Lflavo2a005244P1 NP_001259563.2
Lflavo2a005245P2 NP_001163075.1
Lflavo2a005245P5 NP_001260788.1
Lflavo2a005247P1 NP_001246753.1
Lflavo2a005248P1 NP_572245.1
Lflavo2a005249P1 NP_001259853.1
Lflavo2a005250P1 NP_648499.1
Lflavo2a005252P1 NP_001245821.1
Lflavo2a005253P3 NP_001097570.2
Lflavo2a005254P2 NP_001163068.1
Lflavo2a005254P3 NP_001188868.1
Lflavo2a005255P1 NP_001260909.1
Lflavo2a005260P1 NP_477507.1
Lflavo2a005262P1 NP_611677.1
Lflavo2a005263P1 NP_001259504.1
Lflavo2a005263P2 NP_001285196.1
Lflavo2a005264P1 NP_610675.1
Lflavo2a005266P3 NP_001259895.1
Lflavo2a005271P1 NP_611652.2
Lflavo2a005274P1 NP_001285340.1
Lflavo2a005275P4 NP_572573.1
Lflavo2a005277P1 NP_572526.1
Lflavo2a005281P1 NP_649565.1
Lflavo2a005284P1 NP_001259961.1
Lflavo2a005288P1 NP_648769.2
Lflavo2a005289P1 NP_001260192.1
Lflavo2a005292P1 NP_648712.1
Lflavo2a005293P1 NP_477283.1
Lflavo2a005294P1 NP_001163283.1
Lflavo2a005296P1 NP_001285737.1
Lflavo2a005297P2 NP_723806.1
Lflavo2a005298P1 NP_001247300.1
Lflavo2a005302P1 NP_001262263.1
Lflavo2a005303P2 NP_608804.1
Lflavo2a005304P1 NP_001261833.1
Lflavo2a005306P1 NP_001261668.1
Lflavo2a005307P2 NP_477442.1
Lflavo2a005308P1 NP_610223.1
Lflavo2a005312P1 NP_609178.1
Lflavo2a005314P1 NP_572535.1
Lflavo2a005316P1 NP_001259520.1
Lflavo2a005317P1 NP_001162634.1
Lflavo2a005318P1 NP_001163000.1
Lflavo2a005320P1 NP_001261707.1
Lflavo2a005321P1 NP_001260558.1
Lflavo2a005324P1 NP_001245590.1
Lflavo2a005324P2 NP_001096918.1
Lflavo2a005330P1 NP_523420.1
Lflavo2a005331P1 NP_649570.1
Lflavo2a005344P1 NP_001286852.1
Lflavo2a005345P1 NP_001188718.1
Lflavo2a005346P1 NP_650703.1
Lflavo2a005349P1 NP_650836.1
Lflavo2a005350P1 NP_572262.1
Lflavo2a005352P1 NP_001285692.1
Lflavo2a005354P1 NP_609500.1
Lflavo2a005356P1 NP_476656.1
Lflavo2a005359P6 NP_001163569.1
Lflavo2a005366P1 NP_649788.2
Lflavo2a005367P2 NP_001286637.1
Lflavo2a005368P1 NP_001286503.1
Lflavo2a005369P1 NP_729680.1
Lflavo2a005370P1 NP_611597.1
Lflavo2a005374P1 NP_001303396.1
Lflavo2a005375P1 NP_001286640.1
Lflavo2a005376P1 NP_650708.1
Lflavo2a005377P1 NP_730334.2
Lflavo2a005382P1 NP_001285427.1
Lflavo2a005383P1 NP_611973.2
Lflavo2a005384P1 NP_649341.1
Lflavo2a005385P1 NP_001097599.1
Lflavo2a005388P1 NP_477159.1
Lflavo2a005390P1 NP_524494.1
Lflavo2a005391P1 NP_723790.2
Lflavo2a005395P3 NP_001284986.1
Lflavo2a005396P1 NP_726589.2
Lflavo2a005397P6 NP_001287403.1
Lflavo2a005398P1 NP_650787.1
Lflavo2a005399P1 NP_001163069.1
Lflavo2a005400P3 NP_609441.1
Lflavo2a005401P1 NP_001138024.2
Lflavo2a005403P1 NP_573111.1
Lflavo2a005404P2 NP_001368968.1
Lflavo2a005407P1 NP_652380.2
Lflavo2a005408P1 NP_611501.1
Lflavo2a005409P1 NP_650609.1
Lflavo2a005414P1 NP_727364.1
Lflavo2a005415P1 NP_001137822.1
Lflavo2a005416P1 NP_650565.2
Lflavo2a005418P1 NP_001189170.1
Lflavo2a005419P3 NP_573128.2
Lflavo2a005420P1 NP_732137.1
Lflavo2a005423P1 NP_610349.1
Lflavo2a005425P1 NP_649130.2
Lflavo2a005426P1 NP_523957.1
Lflavo2a005427P1 NP_001259362.1
Lflavo2a005430P1 NP_001096862.1
Lflavo2a005431P2 NP_001286823.1
Lflavo2a005432P1 NP_611787.2
Lflavo2a005433P1 NP_477392.1
Lflavo2a005437P1 NP_001189159.1
Lflavo2a005438P1 NP_001260557.1
Lflavo2a005439P1 NP_001260511.1
Lflavo2a005440P1 NP_001287592.1
Lflavo2a005444P1 NP_610940.1
Lflavo2a005445P1 NP_727668.2
Lflavo2a005446P1 NP_001286416.1
Lflavo2a005448P1 NP_647799.1
Lflavo2a005450P1 NP_001286908.1
Lflavo2a005451P1 NP_611453.2
Lflavo2a005454P1 NP_001350855.1
Lflavo2a005456P3 NP_610695.1
Lflavo2a005460P2 NP_001036333.1
Lflavo2a005461P1 NP_001247104.1
Lflavo2a005462P1 NP_572695.2
Lflavo2a005466P2 NP_724606.1
Lflavo2a005467P1 NP_001262242.1
Lflavo2a005468P2 NP_001260843.1
Lflavo2a005468P3 NP_001286262.1
Lflavo2a005470P1 NP_477162.1
Lflavo2a005474P1 NP_726568.2
Lflavo2a005476P2 NP_647932.1
Lflavo2a005477P1 NP_001286116.1
Lflavo2a005478P1 NP_477482.2
Lflavo2a005479P1 NP_647800.1
Lflavo2a005483P1 NP_001163218.1
Lflavo2a005487P1 NP_608738.1
Lflavo2a005488P1 NP_649015.2
Lflavo2a005489P2 NP_001287223.1
Lflavo2a005493P1 NP_649202.1
Lflavo2a005495P1 NP_647796.2
Lflavo2a005497P1 NP_649946.1
Lflavo2a005498P1 NP_726372.1
Lflavo2a005499P1 NP_001015100.2
Lflavo2a005500P1 NP_001096927.2
Lflavo2a005501P1 NP_648728.2
Lflavo2a005502P1 NP_649455.1
Lflavo2a005503P1 NP_001287249.1
Lflavo2a005504P1 NP_788448.1
Lflavo2a005508P1 NP_610454.2
Lflavo2a005509P1 NP_523444.1
Lflavo2a005510P1 NP_610305.1
Lflavo2a005512P1 NP_996198.2
Lflavo2a005513P1 NP_001097303.2
Lflavo2a005514P1 NP_001259951.1
Lflavo2a005515P1 NP_001097414.1
Lflavo2a005520P1 NP_477009.1
Lflavo2a005523P1 NP_650126.2
Lflavo2a005524P1 NP_001261387.1
Lflavo2a005526P1 NP_610730.1
Lflavo2a005527P1 NP_652724.1
Lflavo2a005528P1 NP_001246597.1
Lflavo2a005530P1 NP_523943.1
Lflavo2a005531P1 NP_001261560.1
Lflavo2a005535P1 NP_511106.1
Lflavo2a005536P1 NP_001286894.1
Lflavo2a005539P15 NP_001260772.1
Lflavo2a005540P1 NP_610324.2
Lflavo2a005543P1 NP_001285636.1
Lflavo2a005544P1 NP_612060.2
Lflavo2a005545P1 NP_995833.1
Lflavo2a005549P1 NP_001137706.1
Lflavo2a005554P1 NP_001036552.1
Lflavo2a005555P1 NP_001287054.1
Lflavo2a005559P1 NP_523805.1
Lflavo2a005560P1 NP_649494.1
Lflavo2a005561P1 NP_787990.1
Lflavo2a005563P1 NP_524363.3
Lflavo2a005564P1 NP_612032.1
Lflavo2a005566P1 NP_001260340.1
Lflavo2a005567P1 NP_524464.1
Lflavo2a005568P1 NP_611609.1
Lflavo2a005569P1 NP_610828.2
Lflavo2a005572P1 NP_524359.2
Lflavo2a005575P1 NP_996357.1
Lflavo2a005577P1 NP_573034.1
Lflavo2a005579P3 NP_524233.1
Lflavo2a005579P5 NP_730928.2
Lflavo2a005580P1 NP_725114.1
Lflavo2a005582P1 NP_001287185.1
Lflavo2a005583P1 NP_573161.1
Lflavo2a005584P1 NP_477101.1
Lflavo2a005585P3 NP_608780.1
Lflavo2a005591P1 NP_572836.1
Lflavo2a005592P1 NP_648642.1
Lflavo2a005596P1 NP_650021.1
Lflavo2a005599P1 NP_476895.1
Lflavo2a005600P1 NP_651289.1
Lflavo2a005601P1 NP_001260127.1
Lflavo2a005605P1 NP_001246747.1
Lflavo2a005608P1 NP_647763.1
Lflavo2a005610P1 NP_477339.1
Lflavo2a005612P1 NP_610754.1
Lflavo2a005613P1 NP_731491.2
Lflavo2a005614P1 NP_650541.1
Lflavo2a005615P1 NP_001261563.1
Lflavo2a005616P1 NP_611028.1
Lflavo2a005620P1 NP_001261903.1
Lflavo2a005621P1 NP_001262661.1
Lflavo2a005623P1 NP_524131.1
Lflavo2a005625P1 NP_608375.1
Lflavo2a005628P1 NP_523541.2
Lflavo2a005634P1 NP_608791.2
Lflavo2a005635P2 NP_728264.1
Lflavo2a005635P3 NP_001162798.1
Lflavo2a005636P1 NP_476787.1
Lflavo2a005637P1 NP_001262062.1
Lflavo2a005639P1 NP_572875.1
Lflavo2a005641P1 NP_001162809.1
Lflavo2a005643P1 NP_001262885.1
Lflavo2a005644P1 NP_611979.1
Lflavo2a005647P1 NP_608995.2
Lflavo2a005648P1 NP_001262035.1
Lflavo2a005649P1 NP_001262770.1
Lflavo2a005650P2 NP_524108.1
Lflavo2a005651P1 NP_001287243.1
Lflavo2a005652P1 NP_001163469.1
Lflavo2a005653P1 NP_001260885.1
Lflavo2a005662P1 NP_001285729.1
Lflavo2a005686P2 NP_001262135.1
Lflavo2a005688P1 NP_001138026.1
Lflavo2a005699P1 NP_476873.2
Lflavo2a005700P1 NP_650325.1
Lflavo2a005702P1 NP_731873.1
Lflavo2a005704P1 NP_651600.1
Lflavo2a005705P1 NP_001260333.1
Lflavo2a005707P1 NP_001287428.1
Lflavo2a005709P1 NP_649973.1
Lflavo2a005711P1 NP_523415.1
Lflavo2a005712P1 NP_001027283.1
Lflavo2a005713P1 NP_001245797.1
Lflavo2a005716P1 NP_001163751.1
Lflavo2a005717P1 NP_647660.1
Lflavo2a005721P1 NP_001097943.1
Lflavo2a005724P1 NP_001247301.1
Lflavo2a005725P1 NP_001259835.1
Lflavo2a005726P1 NP_001286751.1
Lflavo2a005728P1 NP_001262556.1
Lflavo2a005729P2 NP_001263068.1
Lflavo2a005731P1 NP_001285509.1
Lflavo2a005740P1 NP_001287587.1
Lflavo2a005741P1 NP_001263131.1
Lflavo2a005743P1 NP_651040.3
Lflavo2a005744P1 NP_001263013.1
Lflavo2a005746P1 NP_524493.1
Lflavo2a005748P1 NP_477468.1
Lflavo2a005750P1 NP_001097713.1
Lflavo2a005752P2 NP_651540.1
Lflavo2a005753P1 NP_001284752.1
Lflavo2a005755P1 NP_001262598.1
Lflavo2a005756P1 NP_476661.1
Lflavo2a005758P1 NP_001285325.1
Lflavo2a005759P1 NP_723578.1
Lflavo2a005760P1 NP_001188701.2
Lflavo2a005771P1 NP_524408.1
Lflavo2a005775P1 NP_476819.2
Lflavo2a005776P2 NP_001015359.1
Lflavo2a005777P2 NP_001097778.1
Lflavo2a005779P1 NP_001137911.1
Lflavo2a005780P1 NP_001246016.1
Lflavo2a005781P1 NP_476957.1
Lflavo2a005782P2 NP_001245690.1
Lflavo2a005782P3 NP_727848.3
Lflavo2a005783P1 NP_569980.1
Lflavo2a005784P1 NP_001137614.1
Lflavo2a005785P1 NP_001189177.2
Lflavo2a005787P1 NP_001285310.1
Lflavo2a005792P1 NP_001285000.1
Lflavo2a005793P1 NP_649212.2
Lflavo2a005794P2 NP_001015221.1
Lflavo2a005796P1 NP_001287091.1
Lflavo2a005800P1 NP_650310.2
Lflavo2a005801P1 NP_001287612.1
Lflavo2a005802P6 NP_001261779.1
Lflavo2a005803P1 NP_001260811.1
Lflavo2a005805P1 NP_001260990.1
Lflavo2a005807P1 NP_001247347.1
Lflavo2a005808P1 NP_608323.1
Lflavo2a005809P1 NP_650314.1
Lflavo2a005811P1 NP_001285446.1
Lflavo2a005812P1 NP_001303317.1
Lflavo2a005813P2 NP_523935.1
Lflavo2a005815P1 NP_001163639.1
Lflavo2a005816P2 NP_651456.1
Lflavo2a005819P1 NP_610441.2
Lflavo2a005821P1 NP_609401.2
Lflavo2a005825P1 NP_523969.1
Lflavo2a005826P1 NP_610075.2
Lflavo2a005827P1 NP_477420.1
Lflavo2a005828P1 NP_001262530.1
Lflavo2a005837P1 NP_612053.1
Lflavo2a005839P3 NP_001260910.1
Lflavo2a005840P1 NP_610099.1
Lflavo2a005841P1 NP_611251.2
Lflavo2a005842P1 NP_001162716.1
Lflavo2a005843P1 NP_001246713.1
Lflavo2a005844P4 NP_001303418.1
Lflavo2a005848P1 NP_650328.1
Lflavo2a005849P1 NP_608656.1
Lflavo2a005850P1 NP_001097115.1
Lflavo2a005851P1 NP_649067.2
Lflavo2a005852P1 NP_523598.2
Lflavo2a005853P1 NP_523834.1
Lflavo2a005854P1 NP_650264.1
Lflavo2a005856P1 NP_001260196.1
Lflavo2a005857P1 NP_649529.1
Lflavo2a005888P1 NP_723992.1
Lflavo2a005889P1 NP_652046.1
Lflavo2a005891P1 NP_001285279.1
Lflavo2a005892P1 NP_572947.1
Lflavo2a005895P1 NP_476772.1
Lflavo2a005896P1 NP_524429.1
Lflavo2a005899P1 NP_610188.2
Lflavo2a005900P1 NP_001260637.1
Lflavo2a005901P1 NP_001246283.1
Lflavo2a005903P1 NP_651319.2
Lflavo2a005905P1 NP_001014629.1
Lflavo2a005906P1 NP_001189230.1
Lflavo2a005909P1 NP_608954.1
Lflavo2a005912P1 NP_001287386.1
Lflavo2a005913P1 NP_523929.2
Lflavo2a005913P2 NP_001261430.1
Lflavo2a005915P1 NP_001262834.1
Lflavo2a005916P1 NP_610111.3
Lflavo2a005918P1 NP_001247189.1
Lflavo2a005919P1 NP_733077.3
Lflavo2a005920P1 NP_001163323.1
Lflavo2a005921P1 NP_572658.2
Lflavo2a005926P1 NP_476850.1
Lflavo2a005927P1 NP_524533.1
Lflavo2a005928P1 NP_001163282.1
Lflavo2a005929P1 NP_001260128.1
Lflavo2a005930P1 NP_649703.1
Lflavo2a005931P1 NP_001246519.1
Lflavo2a005934P1 NP_524871.1
Lflavo2a005936P1 NP_609313.2
Lflavo2a005937P1 NP_611390.2
Lflavo2a005938P1 NP_649937.1
Lflavo2a005941P2 NP_608574.2
Lflavo2a005946P1 NP_610527.1
Lflavo2a005947P1 NP_610997.1
Lflavo2a005948P2 NP_524182.3
Lflavo2a005952P2 NP_001260097.1
Lflavo2a005954P1 NP_651240.1
Lflavo2a005956P1 NP_610854.1
Lflavo2a005957P1 NP_651682.1
Lflavo2a005960P1 NP_570080.1
Lflavo2a005962P1 NP_476708.1
Lflavo2a005963P1 NP_608608.2
Lflavo2a005964P1 NP_001162966.2
Lflavo2a005965P1 NP_649101.2
Lflavo2a005967P1 NP_524848.1
Lflavo2a005968P1 NP_572504.1
Lflavo2a005969P1 NP_730944.2
Lflavo2a005971P1 NP_001262995.1
Lflavo2a005973P1 NP_722959.1
Lflavo2a005974P1 NP_650582.1
Lflavo2a005976P1 NP_001097962.1
Lflavo2a005978P1 NP_649253.1
Lflavo2a005979P1 NP_001284987.1
Lflavo2a005982P1 NP_001287349.1
Lflavo2a005983P1 NP_648026.1
Lflavo2a005985P1 NP_524238.1
Lflavo2a005986P1 NP_648572.1
Lflavo2a005987P1 NP_610875.1
Lflavo2a005988P2 NP_001036460.1
Lflavo2a005991P1 NP_524185.1
Lflavo2a005992P1 NP_651198.1
Lflavo2a005994P1 NP_650590.1
Lflavo2a005997P1 NP_001262759.1
Lflavo2a005999P2 NP_001284810.1
Lflavo2a006000P1 NP_001285721.1
Lflavo2a006001P1 NP_995925.2
Lflavo2a006003P2 NP_001286972.1
Lflavo2a006006P2 NP_650583.1
Lflavo2a006007P3 NP_651665.2
Lflavo2a006008P2 NP_524448.3
Lflavo2a006010P1 NP_001286589.1
Lflavo2a006013P1 NP_001163686.1
Lflavo2a006014P1 NP_001247048.1
Lflavo2a006017P1 NP_001259823.1
Lflavo2a006018P1 NP_001015122.1
Lflavo2a006020P1 NP_001261065.1
Lflavo2a006022P1 NP_001033941.1
Lflavo2a006023P1 NP_611064.2
Lflavo2a006025P1 NP_477136.1
Lflavo2a006026P1 NP_647756.1
Lflavo2a006027P1 NP_731223.1
Lflavo2a006028P1 NP_001262942.1
Lflavo2a006029P1 NP_608449.1
Lflavo2a006031P1 NP_650191.1
Lflavo2a006032P1 NP_611419.1
Lflavo2a006033P1 NP_001262722.1
Lflavo2a006034P1 NP_001286707.1
Lflavo2a006035P1 NP_001262996.1
Lflavo2a006036P2 NP_610765.1
Lflavo2a006037P1 NP_570081.2
Lflavo2a006038P1 NP_001260017.1
Lflavo2a006039P1 NP_001262599.1
Lflavo2a006040P1 NP_001356954.1
Lflavo2a006043P1 NP_001285198.1
Lflavo2a006047P1 NP_651031.1
Lflavo2a006048P1 NP_649139.1
Lflavo2a006056P1 NP_001188815.1
Lflavo2a006057P3 NP_536756.1
Lflavo2a006058P1 NP_001246983.1
Lflavo2a006063P1 NP_610115.2
Lflavo2a006065P1 NP_573217.1
Lflavo2a006066P5 NP_001137625.1
Lflavo2a006067P1 NP_609103.1
Lflavo2a006069P1 NP_524074.1
Lflavo2a006071P1 NP_001014543.1
Lflavo2a006072P1 NP_001245541.1
Lflavo2a006074P1 NP_524551.2
Lflavo2a006076P3 NP_996275.2
Lflavo2a006078P1 NP_651681.2
Lflavo2a006079P1 NP_001356972.1
Lflavo2a006083P1 NP_650382.3
Lflavo2a006084P1 NP_001163489.1
Lflavo2a006085P1 NP_001287361.1
Lflavo2a006087P1 NP_524167.1
Lflavo2a006088P1 NP_001260777.1
Lflavo2a006090P1 NP_001260556.1
Lflavo2a006091P1 NP_001287216.1
Lflavo2a006094P1 NP_723549.1
Lflavo2a006096P1 NP_727976.1
Lflavo2a006097P1 NP_649255.1
Lflavo2a006102P1 NP_001027401.1
Lflavo2a006110P1 NP_001245943.1
Lflavo2a006113P1 NP_001014592.1
Lflavo2a006118P1 NP_523613.4
Lflavo2a006124P1 NP_001097437.1
Lflavo2a006127P1 NP_001163336.1
Lflavo2a006128P1 NP_652032.1
Lflavo2a006129P1 NP_476837.1
Lflavo2a006130P1 NP_001262056.1
Lflavo2a006132P1 NP_001286808.1
Lflavo2a006136P2 NP_476602.1
Lflavo2a006137P1 NP_724878.2
Lflavo2a006140P1 NP_001247153.1
Lflavo2a006141P1 NP_001096854.1
Lflavo2a006143P1 NP_001027578.1
Lflavo2a006144P1 NP_001188779.1
Lflavo2a006145P1 NP_001097527.1
Lflavo2a006146P1 NP_731252.1
Lflavo2a006147P1 NP_001027230.1
Lflavo2a006148P1 NP_732771.2
Lflavo2a006149P1 NP_609767.2
Lflavo2a006152P1 NP_609926.1
Lflavo2a006155P1 NP_536735.2
Lflavo2a006157P1 NP_651725.1
Lflavo2a006158P6 NP_649352.1
Lflavo2a006159P1 NP_001285948.1
Lflavo2a006162P1 NP_649025.1
Lflavo2a006163P1 NP_525092.1
Lflavo2a006165P1 NP_001163135.1
Lflavo2a006167P1 NP_650367.1
Lflavo2a006169P1 NP_001163553.1
Lflavo2a006170P1 NP_001245762.1
Lflavo2a006171P1 NP_001261843.1
