Geneid	gene_name	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106793330	LOC106793330	1799	3415	4383	4924	1699	3591	4290	1221	4122	1495
gene-LOC106793327	LOC106793327	788	2163	2662	2214	732	2712	2376	983	1773	1019
gene-LOC106793329	LOC106793329	368	1217	1550	1824	453	1367	1624	466	1431	544
gene-LOC106793328	LOC106793328	25	30	69	8	53	37	56	55	31	34
gene-LOC106793367	LOC106793367	2891	3090	3644	2617	1896	3092	3055	1311	2313	1445
gene-LOC106793388	LOC106793388	630	535	603	548	500	514	595	338	565	370
gene-LOC106793411	LOC106793411	93	161	164	288	105	118	152	120	152	137
gene-LOC106793303	LOC106793303	3216	4915	5828	4556	2342	5648	4865	2464	4203	3000
gene-LOC106793376	LOC106793376	897	2096	2492	2618	770	1620	3024	897	2442	979
gene-LOC106793371	LOC106793371	720	701	655	493	955	491	472	360	675	665
gene-LOC106793370	LOC106793370	252	570	704	638	225	622	649	279	507	347
gene-LOC106793304	LOC106793304	5	2	15	1	0	2	3	0	2	0
gene-LOC106793375	LOC106793375	1195	2283	2277	1317	1037	2071	1932	1150	1785	1205
gene-LOC106793406	LOC106793406	144	197	373	321	109	285	265	172	222	135
gene-LOC106793392	LOC106793392	213	123	131	100	129	60	38	148	64	184
gene-LOC106793393	LOC106793393	269	437	338	158	179	332	262	193	150	251
gene-LOC106793347	LOC106793347	408	770	1199	1203	364	864	886	383	877	431
gene-LOC106793305	LOC106793305	7	4	6	2	1	12	0	5	5	5
gene-LOC106793306	LOC106793306	5	9	5	3	6	4	9	0	5	2
gene-LOC106793348	LOC106793348	1	3	10	9	2	14	5	5	12	42
gene-LOC106793319	LOC106793319	743	1310	1777	1893	834	1514	1739	614	1229	727
gene-LOC106793318	LOC106793318	4425	7810	9449	11315	2746	7622	8374	2518	5893	3870
gene-LOC106793387	LOC106793387	53	107	209	225	81	117	136	102	103	78
gene-LOC106793342	LOC106793342	956	1609	1859	1544	765	1541	1384	916	1191	960
gene-LOC106793343	LOC106793343	1532	1931	2031	2129	991	1807	2125	1004	1769	1112
gene-LOC106793308	LOC106793308	61	146	195	213	90	181	149	69	159	72
gene-LOC106793403	LOC106793403	451	828	927	1187	409	783	876	421	864	548
gene-LOC106793335	LOC106793335	823	1575	2156	1720	665	1829	1464	767	1309	790
gene-LOC106793336	LOC106793336	99	265	221	190	98	172	201	153	174	154
gene-LOC106793410	LOC106793410	143	247	272	464	116	216	234	125	230	119
gene-LOC106793378	LOC106793378	120	520	488	161	169	895	735	506	350	274
gene-LOC106793379	LOC106793379	416	590	732	834	496	430	502	399	702	555
gene-LOC106793377	LOC106793377	477	1254	1459	2062	649	1613	1265	793	1123	735
gene-LOC106793309	LOC106793309	596	891	1256	934	480	1138	807	450	747	555
gene-LOC106793341	LOC106793341	97	135	164	129	61	143	114	74	84	82
gene-LOC106793340	LOC106793340	297	527	763	608	346	611	621	295	582	363
gene-LOC106793339	LOC106793339	1570	4908	4690	4405	1794	4494	4914	2167	4098	2438
gene-LOC106793316	LOC106793316	323	545	598	571	363	519	488	411	535	487
gene-LOC106793390	LOC106793390	263	616	550	667	295	575	518	304	562	376
gene-LOC106793391	LOC106793391	633	2096	2314	2263	881	2068	2810	830	1837	991
gene-LOC106793324	LOC106793324	131	94	64	142	177	75	33	193	128	134
gene-LOC106793325	LOC106793325	10	21	24	28	15	27	22	15	26	7
gene-LOC106793322	LOC106793322	741	1152	1158	922	633	1065	1170	628	954	796
gene-LOC106793321	LOC106793321	575	1001	1014	955	535	959	1031	601	818	611
gene-LOC106793366	LOC106793366	436	129	99	220	368	13	19	375	205	463
gene-LOC106793364	LOC106793364	54	92	70	55	52	15	17	52	66	65
gene-LOC106793363	LOC106793363	402	1173	1250	1485	470	1290	1300	379	679	490
gene-LOC106793365	LOC106793365	107	185	212	299	110	184	232	120	185	118
gene-LOC106793404	LOC106793404	286	718	736	747	354	642	764	353	626	325
gene-LOC106793405	LOC106793405	121	208	203	222	178	214	196	170	166	200
gene-LOC106793315	LOC106793315	115	284	380	343	166	224	296	152	299	176
gene-LOC106793372	LOC106793372	1645	4038	5369	4730	1503	4580	4335	1446	3382	1881
gene-LOC106793409	LOC106793409	94	236	276	299	101	240	252	125	227	154
gene-LOC106793358	LOC106793358	34	39	38	65	46	41	41	53	46	40
gene-LOC106793357	LOC106793357	240	539	609	636	296	654	606	322	583	272
gene-LOC106793351	LOC106793351	841	2367	2607	2358	924	2811	2778	1227	2145	1081
gene-LOC106793350	LOC106793350	89	124	109	121	63	124	101	76	120	112
gene-LOC106793352	LOC106793352	38	130	186	141	66	133	174	119	123	122
gene-LOC106793349	LOC106793349	282	332	477	397	187	497	528	113	299	251
gene-LOC106793402	LOC106793402	16	52	59	42	7	43	27	27	34	15
gene-LOC106793353	LOC106793353	893	2539	3068	2343	915	3311	2656	1330	1847	1107
gene-LOC106793356	LOC106793356	22	148	124	225	34	77	91	57	83	61
gene-LOC106793355	LOC106793355	1	16	6	19	4	9	8	17	3	1
gene-LOC106793381	LOC106793381	49	77	105	98	57	81	76	76	93	105
gene-LOC106793384	LOC106793384	65	68	68	46	58	62	33	84	48	79
gene-LOC106793383	LOC106793383	146	308	381	457	161	314	420	165	330	171
gene-LOC106793369	LOC106793369	671	1058	1388	1531	712	1204	1157	688	1035	694
gene-LOC106793310	LOC106793310	0	1	0	0	0	0	2	0	0	0
gene-LOC106793386	LOC106793386	545	521	604	658	992	527	452	616	876	330
gene-LOC106793401	LOC106793401	1252	1514	862	1434	553	813	1091	113	513	207
gene-LOC106793337	LOC106793337	904	2398	2846	3083	961	2779	3119	1197	1968	1137
gene-LOC106793317	LOC106793317	60	113	103	68	73	96	78	65	47	38
gene-LOC106793311	LOC106793311	361	1283	1057	428	406	1604	4164	380	237	617
gene-LOC106793412	LOC106793412	32	131	144	60	52	127	100	103	98	86
gene-LOC106793400	LOC106793400	493	534	558	473	428	408	354	449	506	490
gene-LOC106793360	LOC106793360	696	1218	1489	1352	607	1333	1397	699	1119	889
gene-LOC106793362	LOC106793362	216	67	76	103	163	19	9	199	67	205
gene-LOC106793359	LOC106793359	381	646	547	530	375	448	433	381	414	516
gene-LOC106793408	LOC106793408	377	1645	1887	1755	536	1977	1902	624	1166	695
gene-LOC106793395	LOC106793395	0	6	3	0	0	2	1	1	1	0
gene-LOC106793312	LOC106793312	100	124	107	84	112	99	61	121	95	135
gene-LOC106793394	LOC106793394	233	172	205	279	297	143	85	270	254	311
gene-LOC106793407	LOC106793407	356	374	370	341	349	247	205	368	323	482
gene-LOC106793345	LOC106793345	44	118	17	42	41	23	25	10	13	37
gene-LOC106793344	LOC106793344	1217	2200	2228	1915	1068	2029	1934	1078	1731	1275
gene-LOC106793346	LOC106793346	916	3046	2418	1635	1266	3545	2903	1274	1940	1597
gene-LOC106793331	LOC106793331	200	250	309	337	155	244	318	166	204	195
gene-LOC106793313	LOC106793313	1	1	4	3	0	2	0	0	1	0
gene-LOC106793314	LOC106793314	0	0	0	2	1	1	1	1	1	1
gene-Trnar-acg	Trnar-acg	0	0	0	0	0	0	0	0	0	0
gene-LOC106793333	LOC106793333	3060	6777	7391	5268	2911	6770	7198	2565	5244	3185
gene-LOC106793334	LOC106793334	127	370	484	732	146	449	504	168	380	182
gene-LOC106793397	LOC106793397	284	497	655	721	268	485	506	374	578	309
gene-LOC106793398	LOC106793398	11	31	26	8	14	22	18	25	0	4
gene-LOC106793389	LOC106793389	220	656	796	395	207	881	547	510	565	353
gene-LOC106793374	LOC106793374	456	605	716	818	398	606	590	364	684	384
gene-LOC106793373	LOC106793373	387	615	590	847	368	478	415	549	579	441
gene-LOC106793380	LOC106793380	29	45	7	3	26	119	39	109	5	49
gene-LOC106793479	LOC106793479	100	261	234	239	102	216	230	113	185	203
gene-LOC106793478	LOC106793478	640	1230	1642	980	714	1531	1322	808	1033	867
gene-LOC106793442	LOC106793442	3	3	4	6	0	5	6	6	1	3
gene-LOC106793441	LOC106793441	8	40	120	13	52	260	323	12	42	40
gene-LOC106793443	LOC106793443	4269	7147	10249	11035	4110	8742	6948	4360	7664	4819
gene-LOC106793445	LOC106793445	153	279	458	605	207	393	271	257	363	257
gene-LOC106793467	LOC106793467	660	1055	1259	2088	598	1015	1093	946	1297	752
gene-LOC106793466	LOC106793466	2	6	10	16	0	11	11	4	13	1
gene-LOC106793464	LOC106793464	2	33	45	34	7	46	38	27	44	9
gene-LOC106793465	LOC106793465	325	748	859	685	356	719	758	360	585	440
gene-LOC106793514	LOC106793514	6	7	9	9	6	18	46	11	7	28
gene-LOC106793413	LOC106793413	13	31	98	6	22	22	41	16	14	13
gene-LOC106793429	LOC106793429	229	399	442	605	256	315	305	372	467	247
gene-LOC106793440	LOC106793440	1258	2479	2954	3655	1365	2636	2988	1023	3026	1123
gene-LOC106793434	LOC106793434	528	946	1282	1216	571	946	1080	480	956	534
gene-LOC106793433	LOC106793433	52	36	43	58	48	51	26	56	36	63
gene-LOC106793432	LOC106793432	1299	2668	3072	2172	1209	2989	2812	1183	2117	1465
gene-LOC106793431	LOC106793431	1077	1961	2169	2248	1073	1854	2271	1017	1931	1180
gene-LOC106793438	LOC106793438	701	3020	3036	2893	847	2777	3227	882	2868	1113
gene-LOC106793439	LOC106793439	366	508	1280	1345	327	1364	893	771	376	449
gene-LOC106793435	LOC106793435	169	365	392	424	216	337	380	307	387	255
gene-LOC106793430	LOC106793430	185	407	366	515	215	262	302	262	345	252
gene-LOC106793437	LOC106793437	501	1353	1439	1494	569	1264	1425	504	1268	737
gene-LOC106793509	LOC106793509	4	15	131	5	25	231	164	0	3	13
gene-LOC106793513	LOC106793513	3	2	68	1	16	69	95	0	1	9
gene-LOC106793493	LOC106793493	83	341	214	135	153	359	622	68	143	82
gene-LOC106793494	LOC106793494	247	368	416	784	266	336	310	298	495	360
gene-LOC106793458	LOC106793458	818	1983	2315	1722	970	2013	2342	830	1577	955
gene-LOC106793507	LOC106793507	369	566	673	734	347	577	660	322	428	418
gene-LOC106793475	LOC106793475	146	396	422	324	180	421	372	173	332	263
gene-LOC106793414	LOC106793414	8	8	41	17	19	28	16	23	13	27
gene-LOC106793474	LOC106793474	203	491	578	575	205	439	491	183	426	234
gene-LOC106793473	LOC106793473	929	1106	1030	916	1004	1039	939	988	897	1037
gene-LOC106793477	LOC106793477	0	0	0	0	0	0	0	0	0	2
gene-LOC106793415	LOC106793415	7	1	5	1	12	1	1	6	1	3
gene-LOC106793487	LOC106793487	876	1522	1700	1311	802	1494	1567	799	1351	877
gene-LOC106793510	LOC106793510	61	134	215	347	50	173	162	44	135	60
gene-LOC106793448	LOC106793448	0	13	11	14	0	8	13	7	18	3
gene-LOC106793446	LOC106793446	4786	7107	9768	10817	4201	8472	6246	3508	7429	4154
gene-LOC106793460	LOC106793460	107	131	161	285	110	128	135	139	172	100
gene-LOC106793459	LOC106793459	2601	5783	7236	6482	2937	5463	5761	2522	4260	2994
gene-LOC106793416	LOC106793416	2	0	2	2	0	7	1	0	2	2
gene-LOC106793417	LOC106793417	1836	2968	3494	5580	2123	3099	2932	2656	3423	2212
gene-LOC106793470	LOC106793470	811	1092	1359	2014	763	1100	1433	873	1317	679
gene-LOC106793418	LOC106793418	21	14	22	26	34	18	25	6	12	19
gene-LOC106793450	LOC106793450	352	592	596	643	355	544	669	353	524	368
gene-LOC106793419	LOC106793419	1241	2364	3077	2303	948	2226	2862	869	1567	1029
gene-LOC106793451	LOC106793451	297	586	766	789	263	479	707	215	471	281
gene-LOC106793449	LOC106793449	1018	2546	2876	3522	1074	3183	2828	1290	2312	1343
gene-LOC106793420	LOC106793420	0	6	5	0	0	11	5	0	0	1
gene-LOC106793427	LOC106793427	84	154	151	211	119	182	161	104	179	98
gene-LOC106793485	LOC106793485	938	962	1233	908	880	1037	860	842	906	995
gene-LOC106793471	LOC106793471	954	2200	2594	2659	987	2676	2224	1193	1817	1238
gene-LOC106793455	LOC106793455	632	830	1047	490	713	797	744	535	748	667
gene-LOC106793456	LOC106793456	2281	4385	6355	4357	1722	5318	4284	2294	3668	2507
gene-LOC106793498	LOC106793498	288	732	693	838	524	533	680	559	579	714
gene-LOC106793426	LOC106793426	213	720	736	766	309	804	757	376	672	393
gene-LOC106793480	LOC106793480	148	273	351	377	132	166	193	167	288	201
gene-LOC106793481	LOC106793481	552	1450	1873	1809	530	2013	1694	745	1481	768
gene-LOC106793463	LOC106793463	1273	1729	2198	2013	858	1552	1803	574	1838	818
gene-LOC106793428	LOC106793428	32	36	72	60	22	39	48	29	26	18
gene-LOC106793483	LOC106793483	264	541	758	772	375	765	595	396	464	498
gene-LOC106793482	LOC106793482	567	1179	1272	1129	560	1337	1397	557	943	691
gene-LOC106793499	LOC106793499	177	344	399	555	156	264	288	185	383	186
gene-LOC106793421	LOC106793421	1	4	8	9	4	14	7	3	8	3
gene-LOC106793462	LOC106793462	2848	6610	7282	7043	2805	7600	7049	3143	5260	3738
gene-LOC106793488	LOC106793488	1647	3222	3053	2299	1886	2862	3153	1520	2669	1776
gene-LOC106793511	LOC106793511	106	155	157	158	121	94	112	129	144	120
gene-LOC106793512	LOC106793512	55	0	0	0	48	0	1	65	0	77
gene-LOC106793505	LOC106793505	137	262	264	387	206	185	214	226	294	215
gene-LOC106793506	LOC106793506	405	1446	1482	1397	547	1617	1746	710	1278	777
gene-LOC106793501	LOC106793501	532	886	1012	872	568	1104	1110	508	761	604
gene-LOC106793422	LOC106793422	2	0	4	2	0	0	0	0	2	0
gene-LOC106793490	LOC106793490	32	106	120	133	47	132	176	51	42	24
gene-LOC106793489	LOC106793489	14	21	26	23	9	17	15	13	8	14
gene-LOC106793492	LOC106793492	387	1895	2108	1952	527	2479	2873	846	1828	817
gene-LOC106793425	LOC106793425	534	1814	1924	1850	556	1731	2162	611	1417	758
gene-LOC106793504	LOC106793504	265	588	574	405	356	876	795	382	562	437
gene-LOC106793495	LOC106793495	302	666	672	599	244	630	702	275	534	328
gene-LOC106793423	LOC106793423	0	0	0	0	0	0	1	0	1	0
gene-LOC106793497	LOC106793497	116	171	146	132	192	232	234	152	127	150
gene-LOC106793496	LOC106793496	178	135	203	162	162	246	158	145	107	178
gene-LOC106793502	LOC106793502	42	34	50	44	26	56	42	23	27	36
gene-LOC106793503	LOC106793503	295	463	637	44	232	994	1451	16	14	207
gene-LOC106793454	LOC106793454	351	784	837	664	327	770	845	375	726	450
gene-LOC106793453	LOC106793453	4607	13175	17619	7462	5704	13269	8873	5594	11768	6965
gene-LOC106793452	LOC106793452	516	1229	1383	613	536	1461	1078	522	1165	708
gene-LOC106793461	LOC106793461	841	2117	3174	1663	938	2076	1333	1064	2249	1175
gene-LOC106793469	LOC106793469	6210	20783	26767	8158	8452	17945	17591	9724	17484	11897
gene-LOC106793484	LOC106793484	131	312	435	337	155	397	306	154	215	122
gene-LOC106793515	LOC106793515	1	16	8	0	0	4	11	1	0	0
gene-LOC106793555	LOC106793555	434	1213	1276	1679	412	1248	1284	376	704	454
gene-LOC106793582	LOC106793582	432	1041	1015	920	518	870	796	562	884	684
gene-LOC106793569	LOC106793569	242	652	769	953	176	568	591	260	580	320
gene-LOC106793568	LOC106793568	292	574	720	667	289	638	781	305	498	379
gene-LOC106793529	LOC106793529	4	47	66	20	9	39	131	22	23	11
gene-LOC106793516	LOC106793516	0	1	0	0	0	0	1	0	0	0
gene-LOC106793517	LOC106793517	0	0	1	0	0	0	0	0	0	0
gene-LOC106793525	LOC106793525	0	143	401	18	355	509	1281	6	1	316
gene-LOC106793530	LOC106793530	0	0	3	0	0	1	1	0	0	0
gene-LOC106793584	LOC106793584	221	17167	1879	176	1731	22455	1263	11492	100	2389
gene-LOC106793570	LOC106793570	71	193	248	229	100	236	183	89	212	110
gene-LOC106793571	LOC106793571	382	1000	1212	1274	439	1191	1331	494	951	538
gene-LOC106793535	LOC106793535	572	1269	939	1142	586	1440	1159	592	737	414
gene-LOC106793533	LOC106793533	308	674	539	453	284	828	693	264	436	245
gene-LOC106793531	LOC106793531	463	627	1319	2092	275	882	711	309	1080	298
gene-LOC106793532	LOC106793532	95	114	256	353	61	151	130	67	218	64
gene-LOC106793541	LOC106793541	3659	8438	11686	13256	2843	9858	8596	3701	9422	3851
gene-LOC106793542	LOC106793542	806	1882	2924	4828	745	2279	2188	948	2377	892
gene-LOC106793554	LOC106793554	2137	2363	3102	4399	2140	2073	2883	1980	3036	2396
gene-LOC106793551	LOC106793551	186	214	307	306	130	289	296	138	236	177
gene-LOC106793553	LOC106793553	15	47	50	66	14	64	49	26	33	28
gene-LOC106793552	LOC106793552	136	379	398	460	132	458	446	215	374	217
gene-LOC106793557	LOC106793557	718	1202	1906	1555	643	1516	1282	738	1159	797
gene-LOC106793546	LOC106793546	636	1211	1229	1327	590	1044	1116	623	926	883
gene-LOC106793547	LOC106793547	326	507	492	466	273	458	453	325	395	388
gene-LOC106793549	LOC106793549	126	400	373	301	121	355	365	194	288	158
gene-LOC106793550	LOC106793550	37	72	149	220	41	57	58	51	133	88
gene-LOC106793545	LOC106793545	292	698	733	664	261	650	676	295	456	420
gene-LOC106793586	LOC106793586	135	350	347	445	197	349	345	235	312	237
gene-Trnam-cau	Trnam-cau	0	0	0	0	0	0	0	0	0	0
gene-LOC106793580	LOC106793580	12	4	3	9	6	8	6	9	6	20
gene-LOC106793578	LOC106793578	685	1047	1239	1239	631	901	863	637	931	683
gene-LOC106793583	LOC106793583	602	767	815	652	455	683	753	479	705	607
gene-LOC106793587	LOC106793587	160	213	250	319	133	195	197	159	227	161
gene-LOC106793544	LOC106793544	2	40	35	2	40	21	25	20	11	49
gene-LOC106793543	LOC106793543	463	962	1317	1493	409	865	1114	408	921	445
gene-LOC106793537	LOC106793537	2810	3355	3632	2822	3124	3727	3712	1983	2188	2377
gene-LOC106793536	LOC106793536	312	705	896	886	421	750	659	488	700	528
gene-LOC106793538	LOC106793538	388	727	755	917	363	827	880	420	610	491
gene-LOC106793539	LOC106793539	899	1889	2039	2249	872	1670	1908	795	1583	1084
gene-LOC106793540	LOC106793540	180	330	324	309	194	228	220	196	275	259
gene-LOC106793565	LOC106793565	651	1095	1109	1183	618	964	1005	698	976	715
gene-LOC106793567	LOC106793567	379	789	915	806	475	943	869	396	802	559
gene-LOC106793573	LOC106793573	183	354	327	438	209	324	370	238	298	304
gene-LOC106793572	LOC106793572	395	597	693	377	573	619	661	468	433	531
gene-LOC106793527	LOC106793527	13	9	28	6	10	21	13	22	14	8
gene-LOC106793519	LOC106793519	0	0	0	0	0	0	0	0	0	0
gene-LOC106793520	LOC106793520	20	61	69	80	21	47	54	22	40	35
gene-LOC106793577	LOC106793577	103	5	2	15	82	0	0	85	25	88
gene-LOC106793576	LOC106793576	283	369	466	256	243	305	459	173	248	258
gene-LOC106793523	LOC106793523	200	382	465	516	209	323	370	191	349	267
gene-LOC106793526	LOC106793526	97	176	170	120	101	98	129	138	150	148
gene-LOC106793521	LOC106793521	202	194	131	101	190	176	133	216	184	186
gene-LOC106793522	LOC106793522	13	19	9	8	18	12	13	15	10	13
gene-LOC106793575	LOC106793575	381	743	883	687	385	784	743	462	743	478
gene-LOC106793588	LOC106793588	163	162	146	173	206	108	128	205	123	217
gene-LOC106793524	LOC106793524	359	396	349	367	499	238	225	388	395	514
gene-LOC106793574	LOC106793574	1109	2262	2309	1566	1112	2411	2483	1240	1875	1597
gene-LOC106793581	LOC106793581	1387	2260	2175	1441	1607	1932	1399	1021	2099	1630
gene-Trnaq-cug	Trnaq-cug	0	0	0	0	0	0	0	0	0	0
gene-LOC106793563	LOC106793563	823	1085	1068	1389	834	1070	1137	821	956	1093
gene-LOC106793564	LOC106793564	0	0	0	0	0	0	0	1	0	0
gene-LOC106793562	LOC106793562	264	321	432	394	269	317	334	386	348	387
gene-LOC106793560	LOC106793560	250	540	646	804	382	504	398	349	605	397
gene-LOC106793561	LOC106793561	45	1	3	0	61	0	0	101	5	87
gene-LOC106793559	LOC106793559	15	75	64	51	35	97	84	22	36	19
gene-LOC106793558	LOC106793558	86	301	249	194	102	360	370	108	100	134
gene-LOC106793665	LOC106793665	47	253	219	254	65	214	262	94	172	115
gene-LOC106793666	LOC106793666	17	10	5	19	6	6	10	17	11	12
gene-LOC106793604	LOC106793604	1	1	0	1	0	1	0	1	1	1
gene-LOC106793659	LOC106793659	12	96	10	6	30	123	76	99	2	14
gene-LOC106793661	LOC106793661	470	1161	1338	989	571	1154	1349	465	921	588
gene-LOC106793601	LOC106793601	173	392	432	467	136	329	356	144	396	187
gene-LOC106793589	LOC106793589	5	10	8	16	1	4	4	3	1	0
gene-LOC106793643	LOC106793643	1668	2116	2516	2105	1644	2480	2306	1817	2000	2020
gene-LOC106793630	LOC106793630	94	83	76	43	87	67	105	61	50	79
gene-LOC106793629	LOC106793629	726	1070	1314	1056	777	1121	917	959	904	1068
gene-LOC106793639	LOC106793639	112	224	276	230	140	206	163	188	216	216
gene-LOC106793640	LOC106793640	479	980	981	807	459	850	992	411	748	566
gene-LOC106793649	LOC106793649	214	292	467	235	224	376	302	296	291	283
gene-LOC106793623	LOC106793623	156	169	250	269	171	204	184	164	260	207
gene-LOC106793621	LOC106793621	350	560	613	380	339	581	512	399	522	482
gene-LOC106793625	LOC106793625	193	338	351	433	159	215	270	196	314	226
gene-LOC106793624	LOC106793624	79	99	177	209	93	114	112	101	147	84
gene-LOC106793590	LOC106793590	34	118	184	245	49	140	158	99	119	109
gene-LOC106793655	LOC106793655	500	945	962	1158	476	834	1090	409	814	494
gene-LOC106793660	LOC106793660	876	2000	2010	1729	838	2123	2182	770	1496	918
gene-LOC106793652	LOC106793652	689	829	743	952	587	759	1051	409	713	535
gene-LOC106793651	LOC106793651	9	10	11	3	7	22	5	13	2	18
gene-LOC106793650	LOC106793650	326	485	549	373	367	580	475	382	385	353
gene-LOC106793642	LOC106793642	914	801	1224	2256	710	821	898	771	1293	729
gene-LOC106793662	LOC106793662	221	198	166	193	212	120	130	160	143	167
gene-LOC106793648	LOC106793648	348	836	1187	893	370	1249	952	418	917	434
gene-LOC106793613	LOC106793613	1038	2160	2668	1685	768	2630	1852	842	1709	1007
gene-LOC106793614	LOC106793614	262	651	697	755	246	648	657	247	575	302
gene-LOC106793644	LOC106793644	1686	3432	3877	4758	1805	3096	3910	1829	3919	1995
gene-LOC106793646	LOC106793646	48	52	53	57	44	43	20	89	46	51
gene-LOC106793669	LOC106793669	4	3	0	3	1	0	59	5	0	23
gene-LOC106793670	LOC106793670	5	9	2	0	0	0	0	20	0	22
gene-LOC106793654	LOC106793654	118	226	279	339	131	246	232	134	218	132
gene-LOC106793653	LOC106793653	968	1283	1456	1354	1181	1248	1201	1058	1163	1027
gene-LOC106793628	LOC106793628	2928	6582	7404	7718	3078	7752	7681	2816	5073	3380
gene-LOC106793633	LOC106793633	233	1268	1372	1697	327	1863	1849	360	619	323
gene-LOC106793635	LOC106793635	498	997	1026	865	465	916	1104	552	912	628
gene-LOC106793634	LOC106793634	134	113	95	72	144	107	105	101	80	161
gene-LOC106793657	LOC106793657	162	362	485	419	176	462	461	224	346	261
gene-LOC106793658	LOC106793658	189	218	225	224	174	160	153	186	205	215
gene-LOC106793611	LOC106793611	3862	6183	8781	8774	3484	7148	6505	3763	5678	3740
gene-LOC106793606	LOC106793606	230	459	486	470	234	458	597	294	375	269
gene-LOC106793610	LOC106793610	3	1	4	5	3	13	10	15	8	7
gene-LOC106793609	LOC106793609	11	41	33	36	23	42	30	23	32	17
gene-LOC106793605	LOC106793605	600	2314	3057	1581	827	2762	2153	930	2262	1189
gene-LOC106793607	LOC106793607	3	35	32	45	10	44	35	20	54	29
gene-LOC106793603	LOC106793603	2	1	6	0	2	7	3	0	1	16
