"Liostenogaster_flavolineata","Polistes_dominula"
"Lflavo2a004445","gene4859"
"Lflavo2a004447","gene4625"
"Lflavo2a004448","gene9454"
"Lflavo2a004450","gene4360"
"Lflavo2a004451","gene3268"
"Lflavo2a004452","gene1053"
"Lflavo2a004453","gene3261"
"Lflavo2a004454","gene124"
"Lflavo2a004455","gene2756"
"Lflavo2a004456","gene10370"
"Lflavo2a004457","gene5730"
"Lflavo2a004459","gene8633"
"Lflavo2a004460","gene9456"
"Lflavo2a004461","gene10366"
"Lflavo2a004462","gene5552"
"Lflavo2a004467","gene4361"
"Lflavo2a004468","gene6643"
"Lflavo2a004469","gene5810"
"Lflavo2a004470","gene10365"
"Lflavo2a004471","gene5812"
"Lflavo2a004472","gene5807"
"Lflavo2a004474","gene1130"
"Lflavo2a004475","gene1761"
"Lflavo2a004476","gene4856"
"Lflavo2a004477","gene4858"
"Lflavo2a004478","gene5811"
"Lflavo2a004480","gene3263"
"Lflavo2a004481","gene4860"
"Lflavo2a004482","gene4363"
"Lflavo2a004483","gene5547"
"Lflavo2a004484","gene3262"
"Lflavo2a004485","gene5808"
"Lflavo2a004486","gene9455"
"Lflavo2a004487","gene8635"
"Lflavo2a004488","gene8813"
"Lflavo2a004489","gene4364"
"Lflavo2a004490","gene216"
"Lflavo2a004492","gene2157"
"Lflavo2a004493","gene2350"
"Lflavo2a004494","gene10080"
"Lflavo2a004495","gene6776"
"Lflavo2a004497","gene6775"
"Lflavo2a004499","gene6348"
"Lflavo2a004500","gene2227"
"Lflavo2a004501","gene2349"
"Lflavo2a004502","gene10081"
"Lflavo2a004504","gene10082"
"Lflavo2a004507","gene7289"
"Lflavo2a004508","gene10074"
"Lflavo2a004509","gene1527"
"Lflavo2a004510","gene6778"
"Lflavo2a004511","gene8063"
"Lflavo2a004513","gene6779"
"Lflavo2a004514","gene3737"
"Lflavo2a004515","gene10079"
"Lflavo2a004516","gene2226"
"Lflavo2a004517","gene10083"
"Lflavo2a004518","gene3148"
"Lflavo2a004522","gene3147"
"Lflavo2a004523","gene3153"
"Lflavo2a004526","gene3150"
"Lflavo2a004530","gene2187"
"Lflavo2a004535","gene2188"
"Lflavo2a004536","gene2186"
"Lflavo2a004537","gene2185"
"Lflavo2a004542","gene2392"
"Lflavo2a004543","gene2391"
"Lflavo2a004544","gene8377"
"Lflavo2a004546","gene8457"
"Lflavo2a004547","gene2394"
"Lflavo2a004548","gene7467"
"Lflavo2a004549","gene2396"
"Lflavo2a004553","gene6888"
"Lflavo2a004554","gene10681"
"Lflavo2a004556","gene6889"
"Lflavo2a004559","gene7676"
"Lflavo2a004560","gene7679"
"Lflavo2a004561","gene8376"
"Lflavo2a004564","gene7468"
"Lflavo2a004565","gene7678"
"Lflavo2a004567","gene7677"
"Lflavo2a004568","gene71"
"Lflavo2a004569","gene2395"
"Lflavo2a004571","gene8375"
"Lflavo2a004572","gene8378"
"Lflavo2a004574","gene6374"
"Lflavo2a004576","gene7747"
"Lflavo2a004577","gene7595"
"Lflavo2a004578","gene5275"
"Lflavo2a004579","gene6370"
"Lflavo2a004580","gene894"
"Lflavo2a004581","gene4012"
"Lflavo2a004582","gene5273"
"Lflavo2a004583","gene502"
"Lflavo2a004584","gene8241"
"Lflavo2a004585","gene826"
"Lflavo2a004586","gene6162"
"Lflavo2a004587","gene9008"
"Lflavo2a004588","gene8239"
"Lflavo2a004589","gene8245"
"Lflavo2a004591","gene7745"
"Lflavo2a004592","gene893"
"Lflavo2a004593","gene506"
"Lflavo2a004594","gene6160"
"Lflavo2a004595","gene9011"
"Lflavo2a004597","gene503"
"Lflavo2a004598","gene6375"
"Lflavo2a004600","gene6372"
"Lflavo2a004601","gene7591"
"Lflavo2a004603","gene8238"
"Lflavo2a004604","gene2527"
"Lflavo2a004606","gene9012"
"Lflavo2a004608","gene825"
"Lflavo2a004609","gene10544"
"Lflavo2a004610","gene6161"
"Lflavo2a004611","gene8242"
"Lflavo2a004614","gene5274"
"Lflavo2a004615","gene7746"
"Lflavo2a004616","gene6373"
"Lflavo2a004617","gene9010"
"Lflavo2a004618","gene7588"
"Lflavo2a004620","gene6371"
"Lflavo2a004621","gene895"
"Lflavo2a004622","gene7748"
"Lflavo2a004623","gene9009"
"Lflavo2a004624","gene7593"
"Lflavo2a004625","gene504"
"Lflavo2a004627","gene7592"
"Lflavo2a004628","gene505"
"Lflavo2a004629","gene6163"
"Lflavo2a004630","gene7598"
"Lflavo2a004631","gene8243"
"Lflavo2a004632","gene8041"
"Lflavo2a004633","gene6048"
"Lflavo2a004634","gene2442"
"Lflavo2a004635","gene8541"
"Lflavo2a004640","gene2438"
"Lflavo2a004644","gene5534"
"Lflavo2a004645","gene8540"
"Lflavo2a004646","gene4236"
"Lflavo2a004647","gene2453"
"Lflavo2a004648","gene6057"
"Lflavo2a004649","gene2447"
"Lflavo2a004650","gene3021"
"Lflavo2a004651","gene2450"
"Lflavo2a004652","gene2451"
"Lflavo2a004653","gene6051"
"Lflavo2a004654","gene4238"
"Lflavo2a004655","gene8542"
"Lflavo2a004657","gene3017"
"Lflavo2a004658","gene2445"
"Lflavo2a004659","gene8527"
"Lflavo2a004660","gene2444"
"Lflavo2a004661","gene6049"
"Lflavo2a004662","gene6055"
"Lflavo2a004663","gene8528"
"Lflavo2a004664","gene3019"
"Lflavo2a004667","gene6047"
"Lflavo2a004668","gene6053"
"Lflavo2a004669","gene3018"
"Lflavo2a004671","gene2446"
"Lflavo2a004672","gene8526"
"Lflavo2a004673","gene2436"
"Lflavo2a004675","gene3022"
"Lflavo2a004676","gene2448"
"Lflavo2a004678","gene6052"
"Lflavo2a004679","gene2439"
"Lflavo2a004682","gene8543"
"Lflavo2a004684","gene2454"
"Lflavo2a004686","gene2437"
"Lflavo2a004687","gene6056"
"Lflavo2a004689","gene2452"
"Lflavo2a004690","gene2435"
"Lflavo2a004692","gene2449"
"Lflavo2a004701","gene131"
"Lflavo2a004702","gene133"
"Lflavo2a004703","gene129"
"Lflavo2a004710","gene132"
"Lflavo2a004714","gene130"
"Lflavo2a004717","gene128"
"Lflavo2a004718","gene141"
"Lflavo2a004719","gene142"
"Lflavo2a004720","gene6585"
"Lflavo2a004721","gene10988"
"Lflavo2a004726","gene3524"
"Lflavo2a004730","gene4379"
"Lflavo2a004732","gene649"
"Lflavo2a004733","gene2803"
"Lflavo2a004735","gene6602"
"Lflavo2a004738","gene6600"
"Lflavo2a004741","gene6601"
"Lflavo2a004742","gene8064"
"Lflavo2a004747","gene8062"
"Lflavo2a004748","gene10239"
"Lflavo2a004750","gene3234"
"Lflavo2a004751","gene3054"
"Lflavo2a004753","gene3419"
"Lflavo2a004754","gene10888"
"Lflavo2a004755","gene10556"
"Lflavo2a004756","gene9040"
"Lflavo2a004757","gene8008"
"Lflavo2a004758","gene3416"
"Lflavo2a004760","gene10973"
"Lflavo2a004761","gene9041"
"Lflavo2a004762","gene672"
"Lflavo2a004764","gene10095"
"Lflavo2a004765","gene8229"
"Lflavo2a004767","gene4738"
"Lflavo2a004770","gene6925"
"Lflavo2a004772","gene912"
"Lflavo2a004773","gene8003"
"Lflavo2a004774","gene9924"
"Lflavo2a004776","gene1663"
"Lflavo2a004777","gene10889"
"Lflavo2a004778","gene10557"
"Lflavo2a004779","gene9242"
"Lflavo2a004780","gene9280"
"Lflavo2a004782","gene6724"
"Lflavo2a004784","gene5833"
"Lflavo2a004785","gene4460"
"Lflavo2a004786","gene8914"
"Lflavo2a004788","gene10096"
"Lflavo2a004789","gene5319"
"Lflavo2a004790","gene7153"
"Lflavo2a004791","gene3422"
"Lflavo2a004792","gene10911"
"Lflavo2a004793","gene1664"
"Lflavo2a004794","gene6574"
"Lflavo2a004795","gene7569"
"Lflavo2a004796","gene3563"
"Lflavo2a004797","gene10885"
"Lflavo2a004798","gene10531"
"Lflavo2a004799","gene9293"
"Lflavo2a004800","gene7113"
"Lflavo2a004801","gene6954"
"Lflavo2a004803","gene7570"
"Lflavo2a004804","gene10890"
"Lflavo2a004805","gene8934"
"Lflavo2a004806","gene2734"
"Lflavo2a004807","gene8006"
"Lflavo2a004808","gene6805"
"Lflavo2a004809","gene7114"
"Lflavo2a004810","gene1666"
"Lflavo2a004811","gene4461"
"Lflavo2a004812","gene3053"
"Lflavo2a004813","gene7223"
"Lflavo2a004814","gene9294"
"Lflavo2a004815","gene9257"
"Lflavo2a004816","gene4468"
"Lflavo2a004818","gene3494"
"Lflavo2a004819","gene1667"
"Lflavo2a004820","gene7408"
"Lflavo2a004821","gene9281"
"Lflavo2a004822","gene8230"
"Lflavo2a004823","gene9258"
"Lflavo2a004824","gene3493"
"Lflavo2a004825","gene4851"
"Lflavo2a004826","gene222"
"Lflavo2a004827","gene8441"
"Lflavo2a004828","gene5834"
"Lflavo2a004831","gene2531"
"Lflavo2a004832","gene8005"
"Lflavo2a004834","gene10891"
"Lflavo2a004835","gene910"
"Lflavo2a004837","gene223"
"Lflavo2a004838","gene5863"
"Lflavo2a004842","gene8004"
"Lflavo2a004843","gene7116"
"Lflavo2a004844","gene7117"
"Lflavo2a004845","gene5335"
"Lflavo2a004846","gene3421"
"Lflavo2a004847","gene6723"
"Lflavo2a004848","gene9282"
"Lflavo2a004849","gene8002"
"Lflavo2a004851","gene673"
"Lflavo2a004852","gene4469"
"Lflavo2a004853","gene4852"
"Lflavo2a004854","gene9275"
"Lflavo2a004855","gene1851"
"Lflavo2a004856","gene5334"
"Lflavo2a004857","gene3420"
"Lflavo2a004858","gene9923"
"Lflavo2a004859","gene5832"
"Lflavo2a004860","gene5835"
"Lflavo2a004861","gene1185"
"Lflavo2a004869","gene1192"
"Lflavo2a004871","gene1197"
"Lflavo2a004873","gene1413"
"Lflavo2a004874","gene927"
"Lflavo2a004875","gene10641"
"Lflavo2a004876","gene4189"
"Lflavo2a004877","gene4770"
"Lflavo2a004879","gene1303"
"Lflavo2a004880","gene5642"
"Lflavo2a004882","gene9612"
"Lflavo2a004885","gene11251"
"Lflavo2a004886","gene329"
"Lflavo2a004887","gene5641"
"Lflavo2a004888","gene777"
"Lflavo2a004890","gene328"
"Lflavo2a004892","gene10182"
"Lflavo2a004893","gene683"
"Lflavo2a004894","gene7232"
"Lflavo2a004895","gene4194"
"Lflavo2a004897","gene10742"
"Lflavo2a004898","gene1194"
"Lflavo2a004900","gene7628"
"Lflavo2a004901","gene10743"
"Lflavo2a004902","gene4191"
"Lflavo2a004903","gene4196"
"Lflavo2a004904","gene5638"
"Lflavo2a004906","gene1412"
"Lflavo2a004907","gene5637"
"Lflavo2a004908","gene10438"
"Lflavo2a004911","gene684"
"Lflavo2a004912","gene4193"
"Lflavo2a004914","gene10744"
"Lflavo2a004915","gene9921"
"Lflavo2a004916","gene1193"
"Lflavo2a004917","gene5639"
"Lflavo2a004918","gene1196"
"Lflavo2a004920","gene1300"
"Lflavo2a004921","gene4190"
"Lflavo2a004922","gene2234"
"Lflavo2a004923","gene1195"
"Lflavo2a004924","gene10741"
"Lflavo2a004926","gene2233"
"Lflavo2a004927","gene4195"
"Lflavo2a004928","gene9922"
"Lflavo2a004929","gene5640"
"Lflavo2a004930","gene6918"
"Lflavo2a004931","gene5753"
"Lflavo2a004935","gene4740"
"Lflavo2a004936","gene10934"
"Lflavo2a004937","gene5449"
"Lflavo2a004938","gene5447"
"Lflavo2a004939","gene10562"
"Lflavo2a004942","gene264"
"Lflavo2a004943","gene263"
"Lflavo2a004945","gene762"
"Lflavo2a004946","gene10068"
"Lflavo2a004947","gene5445"
"Lflavo2a004949","gene9318"
"Lflavo2a004950","gene1996"
"Lflavo2a004952","gene4739"
"Lflavo2a004953","gene5450"
"Lflavo2a004954","gene10069"
"Lflavo2a004955","gene10563"
"Lflavo2a004956","gene218"
"Lflavo2a004957","gene217"
"Lflavo2a004959","gene224"
"Lflavo2a004960","gene6916"
"Lflavo2a004961","gene6248"
"Lflavo2a004962","gene6224"
"Lflavo2a004963","gene5451"
"Lflavo2a004964","gene220"
"Lflavo2a004965","gene9311"
"Lflavo2a004968","gene8271"
"Lflavo2a004969","gene10936"
"Lflavo2a004970","gene4474"
"Lflavo2a004972","gene9310"
"Lflavo2a004974","gene10935"
"Lflavo2a004975","gene9317"
"Lflavo2a004976","gene534"
"Lflavo2a004977","gene3733"
"Lflavo2a004979","gene10565"
"Lflavo2a004980","gene5446"
"Lflavo2a004982","gene5452"
"Lflavo2a004983","gene10937"
"Lflavo2a004985","gene10933"
"Lflavo2a004986","gene5453"
"Lflavo2a004991","gene1882"
"Lflavo2a004992","gene9002"
"Lflavo2a004996","gene1887"
"Lflavo2a004998","gene1879"
"Lflavo2a005004","gene1885"
"Lflavo2a005005","gene1878"
"Lflavo2a005006","gene1883"
"Lflavo2a005007","gene1880"
"Lflavo2a005008","gene9001"
"Lflavo2a005009","gene1881"
"Lflavo2a005012","gene4620"
"Lflavo2a005016","gene1884"
"Lflavo2a005017","gene6014"
"Lflavo2a005018","gene7823"
"Lflavo2a005019","gene4260"
"Lflavo2a005020","gene1540"
"Lflavo2a005021","gene1715"
"Lflavo2a005022","gene4374"
"Lflavo2a005024","gene4267"
"Lflavo2a005026","gene5095"
"Lflavo2a005027","gene9871"
"Lflavo2a005028","gene1716"
"Lflavo2a005029","gene4266"
"Lflavo2a005030","gene3235"
"Lflavo2a005033","gene10898"
"Lflavo2a005034","gene2322"
"Lflavo2a005035","gene2002"
"Lflavo2a005036","gene4259"
"Lflavo2a005037","gene3061"
"Lflavo2a005038","gene10900"
"Lflavo2a005040","gene3289"
"Lflavo2a005041","gene4261"
"Lflavo2a005042","gene1541"
"Lflavo2a005043","gene5182"
"Lflavo2a005044","gene10897"
"Lflavo2a005045","gene1199"
"Lflavo2a005046","gene4264"
"Lflavo2a005048","gene1697"
"Lflavo2a005049","gene9869"
"Lflavo2a005050","gene1535"
"Lflavo2a005052","gene4268"
"Lflavo2a005054","gene5094"
"Lflavo2a005055","gene9601"
"Lflavo2a005056","gene3288"
"Lflavo2a005057","gene4262"
"Lflavo2a005072","gene9736"
"Lflavo2a005077","gene5035"
"Lflavo2a005079","gene9528"
"Lflavo2a005080","gene9533"
"Lflavo2a005081","gene9735"
"Lflavo2a005082","gene9532"
"Lflavo2a005084","gene5036"
"Lflavo2a005087","gene2434"
"Lflavo2a005089","gene9527"
"Lflavo2a005091","gene9732"
"Lflavo2a005092","gene9529"
"Lflavo2a005093","gene9733"
"Lflavo2a005096","gene5034"
"Lflavo2a005097","gene8870"
"Lflavo2a005099","gene9734"
"Lflavo2a005103","gene8613"
"Lflavo2a005107","gene5442"
"Lflavo2a005109","gene8612"
"Lflavo2a005110","gene5373"
"Lflavo2a005111","gene5368"
"Lflavo2a005116","gene5444"
"Lflavo2a005118","gene5371"
"Lflavo2a005120","gene5441"
"Lflavo2a005121","gene121"
"Lflavo2a005122","gene5372"
"Lflavo2a005123","gene2961"
"Lflavo2a005124","gene122"
"Lflavo2a005126","gene2962"
"Lflavo2a005127","gene120"
"Lflavo2a005128","gene5443"
"Lflavo2a005129","gene5370"
"Lflavo2a005132","gene2958"
"Lflavo2a005133","gene2957"
"Lflavo2a005134","gene2956"
"Lflavo2a005138","gene1132"
"Lflavo2a005139","gene3238"
"Lflavo2a005144","gene4430"
"Lflavo2a005147","gene4454"
"Lflavo2a005150","gene4434"
"Lflavo2a005151","gene862"
"Lflavo2a005153","gene4431"
"Lflavo2a005154","gene9587"
"Lflavo2a005155","gene9586"
"Lflavo2a005156","gene860"
"Lflavo2a005157","gene4453"
"Lflavo2a005159","gene3240"
"Lflavo2a005163","gene859"
"Lflavo2a005165","gene3239"
"Lflavo2a005166","gene4854"
"Lflavo2a005167","gene4433"
"Lflavo2a005168","gene864"
"Lflavo2a005173","gene4855"
"Lflavo2a005175","gene1206"
"Lflavo2a005179","gene863"
"Lflavo2a005181","gene3236"
"Lflavo2a005182","gene9585"
"Lflavo2a005184","gene11000"
"Lflavo2a005186","gene7308"
"Lflavo2a005187","gene5830"
"Lflavo2a005188","gene5664"
"Lflavo2a005189","gene4197"
"Lflavo2a005190","gene1648"
"Lflavo2a005191","gene1221"
"Lflavo2a005192","gene7803"
"Lflavo2a005193","gene7802"
"Lflavo2a005194","gene10433"
"Lflavo2a005195","gene1222"
"Lflavo2a005196","gene2266"
"Lflavo2a005197","gene3800"
"Lflavo2a005198","gene1017"
"Lflavo2a005199","gene1376"
"Lflavo2a005200","gene1653"
"Lflavo2a005201","gene5825"
"Lflavo2a005202","gene1654"
"Lflavo2a005203","gene1646"
"Lflavo2a005204","gene5083"
"Lflavo2a005206","gene1647"
"Lflavo2a005208","gene5829"
"Lflavo2a005209","gene5662"
"Lflavo2a005211","gene7307"
"Lflavo2a005212","gene1223"
"Lflavo2a005213","gene1219"
"Lflavo2a005214","gene1016"
"Lflavo2a005215","gene7309"
"Lflavo2a005216","gene1378"
"Lflavo2a005217","gene1651"
"Lflavo2a005219","gene1375"
"Lflavo2a005220","gene1377"
"Lflavo2a005221","gene2269"
"Lflavo2a005222","gene5824"
"Lflavo2a005223","gene7305"
"Lflavo2a005224","gene1374"
"Lflavo2a005225","gene1652"
"Lflavo2a005228","gene1372"
"Lflavo2a005230","gene10432"
"Lflavo2a005232","gene2268"
"Lflavo2a005233","gene4198"
"Lflavo2a005234","gene5831"
"Lflavo2a005236","gene5827"
"Lflavo2a005237","gene1650"
"Lflavo2a005238","gene2267"
"Lflavo2a005239","gene4133"
"Lflavo2a005240","gene4136"
"Lflavo2a005241","gene1371"
"Lflavo2a005242","gene10434"
"Lflavo2a005243","gene5660"
"Lflavo2a005244","gene7304"
"Lflavo2a005245","gene10435"
"Lflavo2a005247","gene10430"
"Lflavo2a005248","gene1224"
"Lflavo2a005249","gene5082"
"Lflavo2a005250","gene4134"
"Lflavo2a005252","gene5084"
"Lflavo2a005253","gene1649"
"Lflavo2a005254","gene1220"
"Lflavo2a005255","gene7306"
"Lflavo2a005260","gene7213"
"Lflavo2a005262","gene3207"
"Lflavo2a005263","gene7246"
"Lflavo2a005264","gene499"
"Lflavo2a005266","gene2839"
"Lflavo2a005267","gene4283"
"Lflavo2a005270","gene2844"
"Lflavo2a005271","gene495"
"Lflavo2a005272","gene2840"
"Lflavo2a005273","gene494"
"Lflavo2a005274","gene3206"
"Lflavo2a005275","gene9594"
"Lflavo2a005277","gene7672"
"Lflavo2a005279","gene8512"
"Lflavo2a005281","gene9308"
"Lflavo2a005284","gene9386"
"Lflavo2a005288","gene9593"
"Lflavo2a005289","gene9387"
"Lflavo2a005292","gene9595"
"Lflavo2a005293","gene501"
"Lflavo2a005294","gene5987"
"Lflavo2a005295","gene2838"
"Lflavo2a005296","gene2846"
"Lflavo2a005297","gene500"
"Lflavo2a005298","gene2426"
"Lflavo2a005302","gene5996"
"Lflavo2a005303","gene10704"
"Lflavo2a005304","gene498"
"Lflavo2a005306","gene4284"
"Lflavo2a005307","gene7670"
"Lflavo2a005308","gene7245"
"Lflavo2a005311","gene5986"
"Lflavo2a005312","gene2847"
"Lflavo2a005313","gene2841"
"Lflavo2a005314","gene8511"
"Lflavo2a005316","gene5539"
"Lflavo2a005317","gene4282"
"Lflavo2a005318","gene2842"
"Lflavo2a005324","gene7671"
"Lflavo2a005330","gene2837"
"Lflavo2a005331","gene9309"
"Lflavo2a005344","gene9680"
"Lflavo2a005345","gene5066"
"Lflavo2a005349","gene9677"
"Lflavo2a005350","gene4382"
"Lflavo2a005351","gene4383"
"Lflavo2a005352","gene9679"
"Lflavo2a005354","gene9678"
"Lflavo2a005355","gene4386"
"Lflavo2a005356","gene5065"
"Lflavo2a005357","gene4384"
"Lflavo2a005358","gene5067"
"Lflavo2a005359","gene4385"
"Lflavo2a005366","gene7413"
"Lflavo2a005367","gene2572"
"Lflavo2a005368","gene621"
"Lflavo2a005369","gene10228"
"Lflavo2a005370","gene9831"
"Lflavo2a005374","gene2567"
"Lflavo2a005375","gene6009"
"Lflavo2a005376","gene595"
"Lflavo2a005377","gene7774"
"Lflavo2a005380","gene2080"
"Lflavo2a005382","gene9867"
"Lflavo2a005383","gene6007"
"Lflavo2a005384","gene6920"
"Lflavo2a005385","gene10229"
"Lflavo2a005388","gene5272"
"Lflavo2a005390","gene8653"
"Lflavo2a005391","gene787"
"Lflavo2a005392","gene6367"
"Lflavo2a005395","gene598"
"Lflavo2a005396","gene2555"
"Lflavo2a005397","gene1508"
"Lflavo2a005398","gene1213"
"Lflavo2a005399","gene5271"
"Lflavo2a005400","gene2582"
"Lflavo2a005401","gene5283"
"Lflavo2a005403","gene2081"
"Lflavo2a005404","gene2076"
"Lflavo2a005407","gene6134"
"Lflavo2a005408","gene4233"
"Lflavo2a005409","gene5266"
"Lflavo2a005412","gene2559"
"Lflavo2a005414","gene8355"
"Lflavo2a005415","gene6006"
"Lflavo2a005416","gene7327"
"Lflavo2a005418","gene5261"
"Lflavo2a005419","gene4965"
"Lflavo2a005423","gene8844"
"Lflavo2a005425","gene9240"
"Lflavo2a005426","gene2551"
"Lflavo2a005427","gene6129"
"Lflavo2a005430","gene8841"
"Lflavo2a005431","gene2549"
"Lflavo2a005432","gene10493"
"Lflavo2a005433","gene763"
"Lflavo2a005437","gene597"
"Lflavo2a005438","gene770"
"Lflavo2a005439","gene2517"
"Lflavo2a005440","gene7030"
"Lflavo2a005445","gene2574"
"Lflavo2a005446","gene2571"
"Lflavo2a005448","gene2565"
"Lflavo2a005449","gene2576"
"Lflavo2a005450","gene6008"
"Lflavo2a005451","gene2159"
"Lflavo2a005452","gene8845"
"Lflavo2a005454","gene1511"
"Lflavo2a005456","gene785"
"Lflavo2a005460","gene8846"
"Lflavo2a005461","gene8652"
"Lflavo2a005462","gene2361"
"Lflavo2a005464","gene924"
"Lflavo2a005466","gene782"
"Lflavo2a005467","gene5313"
"Lflavo2a005468","gene593"
"Lflavo2a005470","gene10906"
"Lflavo2a005472","gene3969"
"Lflavo2a005474","gene2581"
"Lflavo2a005476","gene6076"
"Lflavo2a005477","gene6790"
"Lflavo2a005479","gene2564"
"Lflavo2a005481","gene2568"
"Lflavo2a005482","gene2521"
"Lflavo2a005483","gene784"
"Lflavo2a005487","gene596"
"Lflavo2a005488","gene2358"
"Lflavo2a005489","gene1509"
"Lflavo2a005491","gene6012"
"Lflavo2a005492","gene2569"
"Lflavo2a005493","gene1087"
"Lflavo2a005495","gene2570"
"Lflavo2a005496","gene8358"
"Lflavo2a005497","gene5263"
"Lflavo2a005498","gene9847"
"Lflavo2a005499","gene1831"
"Lflavo2a005500","gene8354"
"Lflavo2a005501","gene3610"
"Lflavo2a005502","gene2519"
"Lflavo2a005503","gene2554"
"Lflavo2a005504","gene2218"
"Lflavo2a005508","gene794"
"Lflavo2a005509","gene2516"
"Lflavo2a005510","gene6133"
"Lflavo2a005511","gene6010"
"Lflavo2a005512","gene5267"
"Lflavo2a005513","gene764"
"Lflavo2a005515","gene620"
"Lflavo2a005520","gene2484"
"Lflavo2a005523","gene5268"
"Lflavo2a005526","gene1901"
"Lflavo2a005527","gene2573"
"Lflavo2a005528","gene2566"
"Lflavo2a005529","gene2560"
"Lflavo2a005530","gene4104"
"Lflavo2a005531","gene2561"
"Lflavo2a005532","gene2360"
"Lflavo2a005533","gene926"
"Lflavo2a005534","gene5264"
"Lflavo2a005535","gene594"
"Lflavo2a005536","gene6139"
"Lflavo2a005537","gene6366"
"Lflavo2a005538","gene3612"
"Lflavo2a005539","gene6368"
"Lflavo2a005540","gene8359"
"Lflavo2a005541","gene1510"
"Lflavo2a005543","gene9972"
"Lflavo2a005544","gene2557"
"Lflavo2a005545","gene2158"
"Lflavo2a005549","gene6131"
"Lflavo2a005554","gene8304"
"Lflavo2a005555","gene2550"
"Lflavo2a005559","gene8847"
"Lflavo2a005560","gene8655"
"Lflavo2a005561","gene2552"
"Lflavo2a005563","gene8650"
"Lflavo2a005564","gene2556"
"Lflavo2a005566","gene2575"
"Lflavo2a005567","gene795"
"Lflavo2a005568","gene2546"
"Lflavo2a005569","gene2501"
"Lflavo2a005570","gene2078"
"Lflavo2a005572","gene1088"
"Lflavo2a005575","gene9772"
"Lflavo2a005576","gene5314"
"Lflavo2a005577","gene8081"
"Lflavo2a005579","gene1806"
"Lflavo2a005580","gene6132"
"Lflavo2a005582","gene3611"
"Lflavo2a005583","gene2357"
"Lflavo2a005584","gene9277"
"Lflavo2a005585","gene10494"
"Lflavo2a005586","gene5270"
"Lflavo2a005591","gene6013"
"Lflavo2a005592","gene10230"
"Lflavo2a005598","gene8356"
"Lflavo2a005599","gene8471"
"Lflavo2a005600","gene2558"
"Lflavo2a005601","gene6127"
"Lflavo2a005605","gene2520"
"Lflavo2a005607","gene5269"
"Lflavo2a005608","gene6369"
"Lflavo2a005610","gene1512"
"Lflavo2a005612","gene6135"
"Lflavo2a005613","gene8651"
"Lflavo2a005614","gene8654"
"Lflavo2a005615","gene2563"
"Lflavo2a005616","gene4302"
"Lflavo2a005620","gene2547"
"Lflavo2a005621","gene5265"
"Lflavo2a005623","gene2359"
"Lflavo2a005624","gene4232"
"Lflavo2a005625","gene2160"
"Lflavo2a005628","gene9278"
"Lflavo2a005634","gene7053"
"Lflavo2a005635","gene10481"
"Lflavo2a005636","gene7051"
"Lflavo2a005637","gene3323"
"Lflavo2a005639","gene3290"
"Lflavo2a005641","gene7049"
"Lflavo2a005643","gene1989"
"Lflavo2a005644","gene10482"
"Lflavo2a005645","gene7048"
"Lflavo2a005647","gene7047"
"Lflavo2a005648","gene3324"
"Lflavo2a005649","gene7052"
"Lflavo2a005650","gene7050"
"Lflavo2a005651","gene3291"
"Lflavo2a005652","gene3320"
"Lflavo2a005653","gene10400"
"Lflavo2a005662","gene202"
"Lflavo2a005664","gene3754"
"Lflavo2a005668","gene208"
"Lflavo2a005677","gene204"
"Lflavo2a005686","gene7369"
"Lflavo2a005688","gene3753"
"Lflavo2a005700","gene7851"
"Lflavo2a005702","gene7850"
"Lflavo2a005704","gene9212"
"Lflavo2a005705","gene8622"
"Lflavo2a005707","gene4877"
"Lflavo2a005710","gene9712"
"Lflavo2a005711","gene1056"
"Lflavo2a005712","gene360"
"Lflavo2a005713","gene8620"
"Lflavo2a005716","gene9213"
"Lflavo2a005717","gene3266"
"Lflavo2a005721","gene3747"
"Lflavo2a005723","gene7475"
"Lflavo2a005724","gene1057"
