Orthogroup	Liostenogaster_flavolineata	Drosophila_melanogaster
OG0001346	Lflavo2a010976P1	NP_001163275.2, NP_726353.1, NP_726352.1, NP_726351.1, NP_001163274.1, NP_001163276.1, NP_726350.1, NP_001163278.2, NP_611814.3
OG0001347	Lflavo2a010714P1, Lflavo2a010646P1, Lflavo2a010689P1	NP_001285434.1, NP_573377.1, NP_001285435.1, NP_573378.1, NP_573367.1
OG0001348	Lflavo2a006972P1	NP_001036751.1, NP_001262909.1, NP_001247284.1, NP_524480.2
OG0001349	Lflavo2a012377P1, Lflavo2a012351P1	NP_001245742.1, NP_524861.2, NP_001245743.1
OG0001350	Lflavo2a001660P1	NP_001368939.1, NP_001368961.1
OG0001352	Lflavo2a009141P1, Lflavo2a009141P2	NP_001137785.1, NP_722952.1, NP_001137786.1, NP_001137787.1, NP_722951.1, NP_722950.2, NP_476966.1, NP_001137784.1, NP_001137783.1
OG0001354	Lflavo2a014047P1	NP_524332.2, NP_731737.1
OG0001355	Lflavo2a001956P1, Lflavo2a001956P2	NP_611717.2, NP_001261141.1, NP_001356969.1, NP_611715.3
OG0001357	Lflavo2a007648P2, Lflavo2a007648P4, Lflavo2a007648P1, Lflavo2a007648P3	NP_001261360.1, NP_001261358.1, NP_647780.1, NP_001261359.1, NP_995984.1
OG0001358	Lflavo2a000536P1	NP_001246502.1, NP_726481.1, NP_611965.2, NP_726482.1
OG0001360	Lflavo2a006929P1, Lflavo2a006929P2, Lflavo2a006929P3	NP_524034.2, NP_729787.2
OG0001361	Lflavo2a011716P1	NP_524337.1
OG0001362	Lflavo2a012027P1, Lflavo2a012027P2	NP_725517.2
OG0001362	Lflavo2a007691P1	NP_610456.4, NP_724748.1
OG0001363	Lflavo2a001132P1	NP_001262426.1, NP_649914.1
OG0001364	Lflavo2a001739P1, Lflavo2a001739P2, Lflavo2a008632P1	NP_733312.2, NP_733311.2, NP_001138124.2, NP_733313.2
OG0001365	Lflavo2a004014P1, Lflavo2a004014P2	NP_001137978.1, NP_001137979.2, NP_649138.2
OG0001366	Lflavo2a003442P1	NP_001036277.2, NP_001285261.1, NP_001285262.1, NP_001036276.1, NP_572996.1
OG0001366	Lflavo2a003450P1	NP_732904.2, NP_732905.2, NP_001262883.1, NP_651183.3
OG0001367	Lflavo2a012485P1, Lflavo2a012472P1, Lflavo2a012524P1	NP_001259065.1, NP_524842.2
OG0001368	Lflavo2a005572P1	NP_524359.2, NP_731998.1
OG0001369	Lflavo2a011106P1	NP_611974.2, NP_726489.2
OG0001371	Lflavo2a014262P1	NP_477094.1, NP_996188.1, NP_996189.1, NP_996187.1
OG0001372	Lflavo2a004597P1	NP_001163143.1, NP_610879.1
OG0001373	Lflavo2a010985P1	NP_001259740.1, NP_001259741.1, NP_608374.1, NP_001260348.1, NP_524740.2
OG0001374	Lflavo2a008185P1, Lflavo2a002224P2, Lflavo2a002224P1, Lflavo2a002224P3	NP_731852.2, NP_650306.1, NP_001262544.1, NP_001262545.1, NP_001262546.1, NP_001097773.1, NP_001097772.1, NP_001262547.1, NP_001097774.1
OG0001375	Lflavo2a001842P1	NP_001262379.1, NP_536783.1
OG0001376	Lflavo2a000408P2, Lflavo2a000408P1, Lflavo2a000408P3	NP_649460.3, NP_730821.2, NP_730822.2, NP_730823.2
OG0001377	Lflavo2a008210P1	NP_650594.1, NP_788685.1, NP_732202.2
OG0001378	Lflavo2a003378P1	NP_725921.1, NP_001261098.1, NP_611439.2
OG0001379	Lflavo2a012534P1	NP_001287279.1, NP_001287280.1, NP_524312.1, NP_731529.1
OG0001381	Lflavo2a009856P1	NP_001285893.1, NP_001285894.1, NP_609646.1, NP_723813.1, NP_001033903.1, NP_001188796.1
OG0001382	Lflavo2a013281P1	NP_001036599.1, NP_001246722.1
OG0001383	Lflavo2a004779P2, Lflavo2a004779P4, Lflavo2a004779P3, Lflavo2a004779P1	NP_650605.1, NP_001287195.1, NP_649650.2, NP_001036684.1, NP_001303419.1
OG0001385	Lflavo2a011993P1	NP_647761.1, NP_729600.1, NP_648389.3, NP_729601.1
OG0001389	Lflavo2a007428P1, Lflavo2a007428P4, Lflavo2a007428P13, Lflavo2a007428P9, Lflavo2a007428P3, Lflavo2a007428P2, Lflavo2a007428P8	NP_730940.1
OG0001390	Lflavo2a013521P1, Lflavo2a002889P1	NP_524039.2
OG0001391	Lflavo2a012009P1	NP_001097555.1, NP_729446.1, NP_729447.1, NP_001097556.2, NP_001286989.1, NP_523988.2, NP_729448.1
OG0001392	Lflavo2a014078P1	NP_001285638.1, NP_608961.2
OG0001393	Lflavo2a003283P1	NP_001260496.1, NP_476942.1, NP_723960.1, NP_995721.1, NP_476943.1
OG0001394	Lflavo2a009232P1	NP_727252.1, NP_001368975.1, NP_511082.2
OG0001395	Lflavo2a013778P1	NP_650256.2
OG0001396	Lflavo2a012946P1	NP_001247382.1, NP_001247384.1, NP_651852.1, NP_733422.1, NP_733423.1, NP_001247383.1
OG0001398	Lflavo2a013927P1, Lflavo2a013980P1	NP_477282.2, NP_729146.1
OG0001399	Lflavo2a003491P1	NP_001284936.1, NP_651962.2
OG0001400	Lflavo2a012796P1	NP_001027183.1, NP_001303464.1, NP_001027182.1, NP_001303465.1, NP_731699.2, NP_001260257.1, NP_609241.1, NP_650568.2, NP_650567.1, NP_650566.1
OG0001402	Lflavo2a001461P1	NP_001246624.1, NP_001246625.1, NP_001097503.1, NP_647900.1, NP_728990.1, NP_728991.1, NP_001097504.1, NP_728992.1
OG0001403	Lflavo2a001020P1	NP_610186.2, NP_001260716.1, NP_652462.3
OG0001404	Lflavo2a007836P1	NP_650821.2
OG0001405	Lflavo2a004611P1, Lflavo2a004611P2	NP_001263047.1, NP_001263048.1, NP_001138118.2, NP_001263049.1, NP_733258.4
OG0001407	Lflavo2a005479P1	NP_647800.1, NP_728852.1, NP_728853.1, NP_728854.1, NP_728855.1
OG0001408	Lflavo2a003068P1	NP_001259908.1, NP_001259909.1, NP_001259910.1, NP_523455.2, NP_722766.1
OG0001410	Lflavo2a001804P4, Lflavo2a001804P2, Lflavo2a001804P5	NP_001137932.1, NP_524021.2, NP_001261682.1
OG0001411	Lflavo2a013647P1, Lflavo2a013781P1	NP_996178.1, NP_001138021.1, NP_001262343.1, NP_649715.2
OG0001412	Lflavo2a007992P1	NP_611542.2
OG0001414	Lflavo2a000478P1	NP_730938.1, NP_730939.1
OG0001415	Lflavo2a009317P1, Lflavo2a009305P1, Lflavo2a009351P1	NP_523700.2, NP_725059.1
OG0001416	Lflavo2a001160P1	NP_001246988.1, NP_001246989.1, NP_001303497.1, NP_731247.3, NP_731246.2, NP_001303498.1
OG0001419	Lflavo2a005195P1	NP_001286579.1, NP_001286580.1, NP_001286581.1, NP_611353.1
OG0001420	Lflavo2a013366P1	NP_001162973.2, NP_609639.2
OG0001421	Lflavo2a003381P1, Lflavo2a003381P2, Lflavo2a003381P3, Lflavo2a003381P4	NP_648910.1, NP_730188.1
OG0001422	Lflavo2a005967P1	NP_001259384.1, NP_727350.1, NP_524848.1
OG0001423	Lflavo2a012158P1	NP_001263146.1, NP_524609.2, NP_733434.1, NP_733435.1, NP_733436.1
OG0001424	Lflavo2a009047P1	NP_573318.1
OG0001425	Lflavo2a005598P1, Lflavo2a005414P1	NP_727364.1, NP_001259389.1, NP_572580.1, NP_727362.1, NP_727363.1, NP_001356937.1
OG0001426	Lflavo2a010140P1	NP_001246538.1, NP_001286891.1, NP_612062.1, NP_728548.1
OG0001427	Lflavo2a010654P1	NP_001245791.1, NP_001245795.1, NP_728424.1, NP_728423.1, NP_001245792.1, NP_001245793.1, NP_001245794.1, NP_728422.1, NP_996526.1, NP_996527.1, NP_996528.1, NP_001245796.1, NP_523433.2
OG0001428	Lflavo2a013762P1	NP_001286769.1, NP_523824.1
OG0001429	Lflavo2a005155P1, Lflavo2a005155P2, Lflavo2a005155P3, Lflavo2a005155P4	NP_001303349.1
OG0001430	Lflavo2a009546P1	NP_001260900.1, NP_001260901.1, NP_001097273.1, NP_001260902.1, NP_001097272.1, NP_001097271.1, NP_610689.1
OG0001431	Lflavo2a004631P1	NP_001263050.1, NP_001287575.1, NP_524730.1
OG0001432	Lflavo2a007440P1	NP_001097080.2, NP_477416.1
OG0001433	Lflavo2a011207P1, Lflavo2a011207P2	NP_788357.1
OG0001434	Lflavo2a013193P1	NP_609813.1, NP_724016.1, NP_724017.1, NP_995724.2
OG0001435	Lflavo2a006115P1, Lflavo2a006124P1	NP_001097437.1, NP_001097438.1, NP_611821.1, NP_001286778.1
OG0001436	Lflavo2a007179P1, Lflavo2a007277P1	NP_610424.1
OG0001437	Lflavo2a007422P1	NP_001261405.1, NP_728942.1, NP_001261406.1, NP_647862.1
OG0001438	Lflavo2a004450P1	NP_001263139.1, NP_001263140.1, NP_651865.1, NP_733427.1
OG0001439	Lflavo2a008488P1	NP_649902.2, NP_731366.1, NP_731367.2
OG0001440	Lflavo2a006676P1	NP_001245631.1, NP_001259463.1, NP_727567.1, NP_001245632.1, NP_572750.3, NP_001368979.1
OG0001441	Lflavo2a013093P1, Lflavo2a013093P2	NP_001189101.1, NP_001189102.1, NP_001261822.1, NP_648687.1, NP_729951.1, NP_729952.1, NP_001189103.1, NP_001189104.1
OG0001442	Lflavo2a004842P1, Lflavo2a004842P2	NP_731241.1, NP_001246987.1, NP_524278.1, NP_731242.1
OG0001443	Lflavo2a002916P1	NP_001260981.1, NP_525116.2
OG0001444	Lflavo2a014266P3, Lflavo2a014266P1, Lflavo2a014266P2	NP_001137866.1, NP_728520.2, NP_001246531.1, NP_001261204.1
OG0001445	Lflavo2a003144P1, Lflavo2a003144P2	NP_001285304.1, NP_001162764.1, NP_573085.2, NP_996463.1, NP_996464.1, NP_001356947.1
OG0001446	Lflavo2a012043P3, Lflavo2a012043P2, Lflavo2a012043P1, Lflavo2a012043P4	NP_609361.1, NP_723536.1
OG0001447	Lflavo2a011642P1, Lflavo2a011642P2	NP_001097759.1, NP_650221.1
OG0001449	Lflavo2a012391P1	NP_001163342.1, NP_728933.1, NP_647857.3, NP_001163343.1, NP_001261397.1, NP_728934.1, NP_728935.1
OG0001450	Lflavo2a009167P1, Lflavo2a009167P2	NP_570078.2, NP_001096877.1, NP_726893.2
OG0001452	Lflavo2a014139P1, Lflavo2a014139P2	NP_001033943.2, NP_652027.2, NP_725242.1
OG0001453	Lflavo2a006204P1, Lflavo2a006204P2	NP_996314.1, NP_001138130.2, NP_733410.2
OG0001454	Lflavo2a013067P1, Lflavo2a013081P1, Lflavo2a013074P1	NP_572584.1
OG0001455	Lflavo2a002606P1	NP_001014453.1, NP_001259850.1, NP_001014454.1, NP_001014455.1
OG0001456	Lflavo2a000302P1, Lflavo2a000302P2	NP_611463.1, NP_725941.1, NP_725942.1
OG0001457	Lflavo2a000965P1, Lflavo2a000965P2	NP_001261734.1, NP_001261735.1, NP_648539.1, NP_729777.1
OG0001459	Lflavo2a008352P1	NP_725623.2, NP_477123.1, NP_995862.1
OG0001461	Lflavo2a002189P1	NP_001097936.1, NP_001097935.1, NP_733137.3
OG0001462	Lflavo2a009593P1, Lflavo2a009593P2	NP_477089.3, NP_996240.1
OG0001463	Lflavo2a006828P1	NP_001014524.1, NP_001014526.1, NP_001260956.1, NP_001014525.1
OG0001464	Lflavo2a008213P1	NP_001261874.1, NP_648764.1, NP_001163280.1, NP_001163281.1, NP_477400.1, NP_599145.1, NP_726373.1, NP_477399.1
OG0001465	Lflavo2a005933P1	NP_610764.1, NP_725137.1, NP_725138.1, NP_725139.1
OG0001466	Lflavo2a002817P1	NP_001163421.1, NP_001163422.1, NP_648512.2, NP_729751.1, NP_001036601.1, NP_001036600.1, NP_001287035.1
OG0001467	Lflavo2a010911P3	NP_001189282.1, NP_524490.2
OG0001468	Lflavo2a005845P1	NP_001096849.1, NP_995587.1, NP_726534.2, NP_726536.2, NP_001259043.1
OG0001469	Lflavo2a009474P1	NP_001262286.1, NP_996153.1, NP_649546.1
OG0001470	Lflavo2a011898P1	NP_001261030.1, NP_001261031.1, NP_001261028.1, NP_725599.2, NP_001261032.1, NP_001261029.1
OG0001472	Lflavo2a002396P1	NP_001246198.1, NP_610346.1
OG0001473	Lflavo2a014109P1, Lflavo2a014109P2	NP_001162779.1, NP_001259629.1, NP_573172.2
OG0001475	Lflavo2a009374P4, Lflavo2a009374P3, Lflavo2a009374P1, Lflavo2a009374P2	NP_001259718.1, NP_001259721.1, NP_608334.3, NP_001259719.1, NP_001259720.1
OG0001476	Lflavo2a010880P1	NP_001261442.1, NP_001261443.1, NP_001261444.1, NP_001261445.1, NP_001286945.1, NP_647982.1
OG0001477	Lflavo2a000620P3	NP_524729.2
OG0001479	Lflavo2a012634P1	NP_001036358.1, NP_001162964.1, NP_723755.2, NP_001162965.1, NP_723756.1, NP_001260419.1
OG0001481	Lflavo2a009729P1	NP_001247287.1, NP_733010.1, NP_733011.2, NP_001262921.1
OG0001483	Lflavo2a005092P1	NP_001261067.1, NP_476672.1
OG0001485	Lflavo2a014041P1	NP_001285022.1, NP_001096910.1, NP_788885.1, NP_001096908.1, NP_001096911.1, NP_001096912.1, NP_001259334.1, NP_001259335.1
OG0001489	Lflavo2a003585P1	NP_523922.1, NP_728964.1, NP_728965.1
OG0001490	Lflavo2a013578P1, Lflavo2a013618P1	NP_001245436.1, NP_001033807.1, NP_001033808.1, NP_001245437.1
OG0001491	Lflavo2a008958P1, Lflavo2a008965P1	NP_610937.4
OG0001492	Lflavo2a012783P1	NP_001033865.1, NP_608494.2, NP_722605.1, NP_995603.2
OG0001493	Lflavo2a002522P1, Lflavo2a002522P2	NP_652381.1, NP_523736.1, NP_001188925.2, NP_001260961.1, NP_725351.1
OG0001494	Lflavo2a001676P1	NP_001261116.1, NP_001261118.1, NP_611555.2, NP_611556.2, NP_001261117.1
OG0001495	Lflavo2a012832P1	NP_610049.1, NP_724279.1
OG0001496	Lflavo2a012843P1	NP_610683.1
OG0001497	Lflavo2a011546P1	NP_001261081.1, NP_611381.2
OG0001498	Lflavo2a000313P1	NP_001036660.1, NP_649456.3
OG0001500	Lflavo2a003687P1	NP_001286168.1, NP_724609.1, NP_724610.1, NP_724611.1, NP_001286169.1, NP_001286170.1, NP_610326.1
OG0001502	Lflavo2a011478P1	NP_001286496.1, NP_001286497.1, NP_611146.1, NP_725600.1
OG0001503	Lflavo2a000587P1	NP_649859.1
OG0001504	Lflavo2a013924P1	NP_001263069.1, NP_651696.1, NP_733291.1
OG0001506	Lflavo2a011055P1	NP_001260855.1, NP_001286274.1, NP_523679.2, NP_001260856.1
OG0001508	Lflavo2a000010P1	NP_001036562.1, NP_536790.1, NP_725919.1, NP_001261097.1
OG0001509	Lflavo2a010053P1	NP_647896.1
OG0001510	Lflavo2a007730P1	NP_001262088.1, NP_649178.1
OG0001511	Lflavo2a001948P1	NP_728726.1, NP_647703.1, NP_728727.1, NP_995963.1
OG0001512	Lflavo2a002182P1	NP_001188672.1, NP_728267.1, NP_728268.1, NP_001259708.1
OG0001513	Lflavo2a001563P1	NP_001188547.1, NP_001245536.1, NP_524769.1, NP_788861.1
OG0001514	Lflavo2a004689P1	NP_001007096.1, NP_001007097.1, NP_001163473.1, NP_001163474.1, NP_001163475.1, NP_001262063.1, NP_524165.2
OG0001515	Lflavo2a010537P1	NP_610103.1, NP_001260669.1, NP_001286124.1, NP_724324.2, NP_001137852.1, NP_001260670.1, NP_001260671.1
OG0001516	Lflavo2a000916P3, Lflavo2a000916P2, Lflavo2a000916P1, Lflavo2a000916P4	NP_649868.1, NP_001163565.1, NP_001262405.1
OG0001518	Lflavo2a005908P1, Lflavo2a005965P1	NP_649101.2
OG0001519	Lflavo2a008484P1, Lflavo2a008484P2	NP_652072.1
OG0001520	Lflavo2a002405P1, Lflavo2a002405P2	NP_001303426.1, NP_001262557.1, NP_650330.3, NP_996204.1, NP_996205.1
OG0001521	Lflavo2a009700P1	NP_001138012.1, NP_731024.1, NP_731025.1, NP_731026.1, NP_649603.3
OG0001523	Lflavo2a002758P1	NP_609741.3, NP_723901.1
OG0001524	Lflavo2a013505P1	NP_001014555.1, NP_001261246.1, NP_728588.1
OG0001525	Lflavo2a001586P1, Lflavo2a001586P2	NP_001097409.1, NP_001163251.1, NP_611659.2
OG0001526	Lflavo2a003603P1, Lflavo2a003603P2, Lflavo2a003603P4, Lflavo2a003603P6	NP_001261101.1, NP_725940.2, NP_477394.3, NP_725939.2
OG0001527	Lflavo2a014239P1	NP_611577.2, NP_001163235.1, NP_001261123.1, NP_726061.1, NP_001163234.1, NP_726062.2
OG0001528	Lflavo2a010884P1	NP_610052.1, NP_724282.2
OG0001529	Lflavo2a009444P1, Lflavo2a009444P2	NP_788521.2, NP_729014.1, NP_648110.2, NP_729244.2, NP_729246.2
OG0001530	Lflavo2a003135P1	NP_001163702.1, NP_476650.1
OG0001531	Lflavo2a013675P1	NP_652302.1, NP_726315.1, NP_611941.1, NP_001261153.1, NP_477179.1, NP_477180.1, NP_726342.1, NP_726343.1, NP_726344.1
OG0001532	Lflavo2a002339P1	NP_001246546.1, NP_001261258.1, NP_647617.2, NP_728616.1, NP_728617.1, NP_728618.1, NP_728614.1, NP_728615.1
OG0001533	Lflavo2a008748P1	NP_001027281.1, NP_476909.2, NP_599118.2, NP_599119.2, NP_599120.2, NP_524129.1
OG0001534	Lflavo2a010679P1	NP_001356929.1, NP_001356930.1, NP_001284817.1, NP_569991.2
OG0001535	Lflavo2a001699P3, Lflavo2a001699P1, Lflavo2a001699P2, Lflavo2a001658P1	NP_609193.1
OG0001536	Lflavo2a007394P1, Lflavo2a007394P2	NP_001286950.1, NP_647989.2
OG0001539	Lflavo2a003409P1	NP_001137844.1, NP_001286106.1, NP_724277.2
OG0001541	Lflavo2a004808P1	NP_001284890.1, NP_572220.1, NP_726993.1, NP_726994.1, NP_726995.1
OG0001542	Lflavo2a012974P1, Lflavo2a013011P1	NP_001261119.1, NP_001097394.1, NP_001286664.1, NP_611557.2
OG0001543	Lflavo2a001413P1, Lflavo2a001413P2, Lflavo2a001413P3	NP_001247028.1, NP_001014614.1, NP_731489.2, NP_477254.1, NP_731490.1
OG0001544	Lflavo2a008741P1	NP_610501.1
OG0001545	Lflavo2a012439P1, Lflavo2a012440P1, Lflavo2a012440P3, Lflavo2a012440P4, Lflavo2a012440P2	NP_001260096.1, NP_608927.2
OG0001546	Lflavo2a004535P1, Lflavo2a004535P2	NP_001247335.1, NP_524530.2, NP_001247334.1, NP_001138117.1
OG0001547	Lflavo2a007349P1	NP_651807.1, NP_733380.1
OG0001548	Lflavo2a000139P1	NP_001097245.1, NP_610502.1
OG0001549	Lflavo2a003071P1	NP_476758.1, NP_476759.1
OG0001550	Lflavo2a008626P1	NP_001260919.1, NP_001260920.1, NP_523717.1
OG0001552	Lflavo2a002355P1	NP_732968.1, NP_732967.1, NP_732964.1, NP_732965.1, NP_732966.1, NP_788732.1
OG0001553	Lflavo2a005034P1, Lflavo2a005034P2	NP_648324.1
OG0001555	Lflavo2a002331P1	NP_001096961.1, NP_001137804.1, NP_609091.4, NP_001162899.1, NP_001245922.1, NP_001245923.1, NP_001245924.1
OG0001556	Lflavo2a010380P1, Lflavo2a010380P2	NP_001096967.1, NP_511144.2
OG0001557	Lflavo2a012091P2	NP_001245607.1, NP_727393.1, NP_001245608.1, NP_001245606.1
OG0001558	Lflavo2a008363P1	NP_001246255.1, NP_724932.1, NP_001033938.1, NP_001303342.1, NP_001260867.1, NP_610585.2
OG0001559	Lflavo2a010218P1	NP_730950.2, NP_730951.2
OG0001560	Lflavo2a012574P1	NP_725030.2, NP_995818.1, NP_524831.2, NP_725031.2, NP_001286312.1
OG0001561	Lflavo2a007127P1, Lflavo2a008367P1	NP_727109.2, NP_001261710.1, NP_648467.1, NP_572339.1, NP_727108.1
OG0001562	Lflavo2a000294P1	NP_647890.2, NP_728979.1, NP_728980.1
OG0001564	Lflavo2a001547P1	NP_001286713.1, NP_001286714.1, NP_726190.1, NP_726191.1, NP_726192.1, NP_477049.2
OG0001565	Lflavo2a001331P1	NP_001246647.1, NP_996003.1, NP_652706.3, NP_729173.1, NP_729174.2, NP_996004.1, NP_996002.2, NP_001286954.1
OG0001566	Lflavo2a001025P1	NP_001286742.1, NP_611705.1
OG0001569	Lflavo2a002909P1	NP_001162708.1, NP_001162709.1, NP_996384.1, NP_996385.1, NP_001368976.1, NP_572493.1, NP_727278.1
OG0001570	Lflavo2a011758P1	NP_511091.4, NP_001356934.1, NP_001014727.2, NP_001259345.1, NP_001259346.1, NP_001259347.1
OG0001571	Lflavo2a009379P1	NP_001245611.1, NP_001245609.1, NP_727405.1, NP_001245612.1
OG0001572	Lflavo2a003830P1	NP_648109.1
OG0001573	Lflavo2a002782P1, Lflavo2a002826P1	NP_651882.1
OG0001574	Lflavo2a001430P1	NP_651860.2, NP_733051.2
OG0001575	Lflavo2a008438P1	NP_001246268.1, NP_610701.2
OG0001576	Lflavo2a009485P1	NP_001188579.1, NP_001188580.1, NP_001188581.1, NP_001188582.1, NP_001259458.1, NP_001259459.1, NP_001285136.1, NP_572741.1, NP_727551.1, NP_727552.1, NP_727553.1, NP_727554.1
OG0001577	Lflavo2a010793P1	NP_572436.1
OG0001578	Lflavo2a010394P1, Lflavo2a010394P4, Lflavo2a010394P2, Lflavo2a010394P3	NP_001036727.1, NP_001262731.1, NP_001036725.1, NP_001036721.1, NP_001262733.1, NP_001036726.1, NP_001036722.1, NP_001036723.1, NP_001262732.1, NP_001036724.1, NP_001036728.1, NP_001262730.1
OG0001581	Lflavo2a000168P1	NP_001245596.1, NP_727380.1, NP_727381.1, NP_001285069.1, NP_727382.1, NP_001245597.1, NP_727383.1
OG0001583	Lflavo2a013180P1	NP_001262592.1, NP_001262593.1, NP_001287337.1, NP_524361.4, NP_732012.1, NP_732013.2
OG0001588	Lflavo2a008564P1, Lflavo2a008533P1, Lflavo2a008645P1, Lflavo2a000584P1	NP_001137612.1, NP_724557.1, NP_001014501.1, NP_724556.1, NP_610277.1
OG0001590	Lflavo2a004475P1	NP_610694.1, NP_725068.1
OG0001591	Lflavo2a012656P1	NP_001097285.1, NP_649300.1
OG0001592	Lflavo2a003342P1	NP_001097163.3, NP_001097164.2, NP_001260466.2, NP_001260467.2, NP_001285963.1, NP_001285964.1, NP_001188817.2, NP_001285962.1
OG0001594	Lflavo2a001849P1	NP_001356985.1, NP_730742.1, NP_001262220.1, NP_001097666.1, NP_730744.1, NP_730745.1, NP_001163496.1, NP_001246887.1
OG0001595	Lflavo2a006942P1	NP_001261356.1, NP_001246590.1, NP_001246591.1, NP_523896.2, NP_728814.1, NP_001137880.2, NP_001261355.1
OG0001596	Lflavo2a011489P1, Lflavo2a011489P2	NP_648400.1, NP_729617.1
OG0001597	Lflavo2a006967P1, Lflavo2a006967P2	NP_572427.1, NP_996366.1
OG0001598	Lflavo2a003965P1, Lflavo2a003147P1	NP_001246039.1, NP_001285969.1, NP_609776.1, NP_610483.1
OG0001599	Lflavo2a002614P1	NP_001246525.1, NP_001246526.1, NP_001246527.1, NP_523869.1, NP_728481.1, NP_728482.1
OG0001600	Lflavo2a007690P1	NP_001286550.1, NP_611271.3
OG0001601	Lflavo2a005776P1, Lflavo2a005776P2	NP_001015360.1, NP_001104450.2, NP_001015359.1, NP_001104451.1
OG0001603	Lflavo2a008304P1	NP_611350.1, NP_725809.1
OG0001605	Lflavo2a004042P1, Lflavo2a004020P1	NP_001027186.1, NP_001027187.1, NP_001027188.1
OG0001608	Lflavo2a005625P1	NP_608375.1
OG0001609	Lflavo2a012966P1	NP_001285458.1, NP_523413.1
OG0001610	Lflavo2a003206P4, Lflavo2a003206P1, Lflavo2a003206P3	NP_001285312.1, NP_573095.1, NP_996476.1
OG0001611	Lflavo2a011413P1	NP_001245908.1, NP_001245909.1, NP_001245910.1, NP_001285649.1, NP_523486.1, NP_723140.1
OG0001613	Lflavo2a007351P1	NP_001097876.1, NP_001097877.1, NP_001287473.1, NP_001287471.1, NP_001287472.1
OG0001614	Lflavo2a003130P1	NP_651928.1, NP_726586.1
OG0001615	Lflavo2a006040P1	NP_001285564.1, NP_001259875.1, NP_608607.2, NP_001259873.1, NP_001259874.1, NP_001356952.1, NP_001356953.1, NP_001356954.1
OG0001616	Lflavo2a005888P1	NP_723993.1, NP_001260510.1, NP_523585.2, NP_723992.1
OG0001617	Lflavo2a001522P1	NP_001188842.2, NP_001286083.1, NP_476945.1, NP_599129.1, NP_995726.1
OG0001618	Lflavo2a003529P1	NP_001287506.1, NP_651274.1, NP_733020.1
OG0001619	Lflavo2a009775P1	NP_648203.1
OG0001621	Lflavo2a011215P1, Lflavo2a011215P2	NP_730815.2, NP_730816.3
OG0001622	Lflavo2a014151P1	NP_001097086.1, NP_608874.1, NP_723021.1, NP_723022.1
OG0001623	Lflavo2a009012P1	NP_001285414.1, NP_573319.1
OG0001624	Lflavo2a011157P1	NP_523661.2
OG0001625	Lflavo2a013743P2, Lflavo2a013743P1, Lflavo2a013743P3	NP_001286478.1, NP_001286479.1, NP_001286480.1, NP_001286481.1, NP_611099.2
OG0001626	Lflavo2a002016P1, Lflavo2a002016P2	NP_001245551.1, NP_572336.2, NP_001245552.1, NP_001245553.1
OG0001627	Lflavo2a002076P1, Lflavo2a002076P2	NP_001285161.1, NP_572814.1
OG0001628	Lflavo2a010545P1, Lflavo2a010545P2	NP_001027032.1, NP_001033815.1, NP_001284727.1, NP_001284728.1, NP_001284730.1, NP_001368965.1
OG0001629	Lflavo2a000442P1	NP_995957.1, NP_001356973.1, NP_647656.2, NP_001189019.1, NP_001261280.1, NP_001261281.1
OG0001630	Lflavo2a010681P1	NP_001262043.1, NP_001262044.1, NP_001287118.1, NP_649104.1
OG0001631	Lflavo2a000215P1, Lflavo2a000215P2	NP_001260114.1, NP_608971.2
OG0001632	Lflavo2a006626P1	NP_001261778.1, NP_524047.2, NP_729818.1
OG0001633	Lflavo2a000578P1	NP_001284902.1, NP_001284903.1, NP_536786.1
OG0001634	Lflavo2a000985P1	NP_001303579.2, NP_001356913.1, NP_001097913.1, NP_733084.1, NP_733085.1, NP_733083.1
OG0001636	Lflavo2a006551P1	NP_001245656.1, NP_788899.1, NP_572914.2, NP_001245657.1, NP_727728.1
OG0001637	Lflavo2a011438P1, Lflavo2a011438P2	NP_001246271.1, NP_610719.1
OG0001638	Lflavo2a013321P1	NP_001188864.1, NP_001188865.1, NP_610196.1, NP_724447.1
OG0001640	Lflavo2a002719P4, Lflavo2a002719P3, Lflavo2a002719P1	NP_729679.2, NP_001287027.1, NP_001097583.2, NP_001097582.1
OG0001642	Lflavo2a010894P1	NP_001246108.1, NP_001246109.1, NP_001246110.1, NP_001246111.1, NP_477496.1
OG0001643	Lflavo2a001985P1	NP_001262298.1, NP_730989.2, NP_730988.1, NP_001163511.1, NP_001262297.1
OG0001644	Lflavo2a004427P1	NP_001262566.1, NP_001287327.1, NP_650369.3
OG0001645	Lflavo2a002987P1	NP_001246792.1, NP_001261938.1, NP_001261939.1, NP_648881.1
OG0001646	Lflavo2a002989P1, Lflavo2a002989P2	NP_001286819.1, NP_001286818.1, NP_726415.1, NP_611880.3
OG0001647	Lflavo2a009687P1	NP_001261816.1, NP_648674.3, NP_001261817.1, NP_788506.1
OG0001649	Lflavo2a013086P1	NP_648734.1, NP_652427.2
OG0001650	Lflavo2a012865P1	NP_001260957.1, NP_001260958.1, NP_610890.2
OG0001652	Lflavo2a008735P1, Lflavo2a008735P2, Lflavo2a008735P4, Lflavo2a008735P3	NP_001261761.1, NP_524040.2
OG0001654	Lflavo2a002656P1, Lflavo2a002656P2	NP_610172.1
OG0001656	Lflavo2a010952P1, Lflavo2a010952P2	NP_001262626.1, NP_001262627.1, NP_524987.1
