Orthogroup	Liostenogaster_flavolineata	Polistes_dominula
OG0000564	Lflavo2a010272P1, Lflavo2a010272P2, Lflavo2a010272P3	lcl|NW_015148973.1_prot_XP_015190377.1_1900, lcl|NW_015148973.1_prot_XP_015190378.1_1901, lcl|NW_015148973.1_prot_XP_015190379.1_1902
OG0000565	Lflavo2a003108P1, Lflavo2a003108P2	lcl|NW_015148973.1_prot_XP_015190477.1_2389, lcl|NW_015148973.1_prot_XP_015190478.1_2390, lcl|NW_015148973.1_prot_XP_015190479.1_2391
OG0000566	Lflavo2a005224P1	lcl|NW_015148974.1_prot_XP_015190791.1_2805
OG0000566	Lflavo2a005231P1	lcl|NW_015148974.1_prot_XP_015190793.1_2803, lcl|NW_015148974.1_prot_XP_015190792.1_2802, lcl|NW_015148974.1_prot_XP_015190794.1_2804
OG0000567	Lflavo2a004134P1, Lflavo2a004132P1	lcl|NW_015149092.1_prot_XP_015187124.1_18328, lcl|NW_015149092.1_prot_XP_015187125.1_18329
OG0000568	Lflavo2a002316P1	lcl|NW_015149124.1_prot_XP_015188452.1_19504, lcl|NW_015149124.1_prot_XP_015188453.1_19505
OG0000569	Lflavo2a003829P1	lcl|NW_015149028.1_prot_XP_015182077.1_13858
OG0000569	Lflavo2a008956P1	lcl|NW_015149028.1_prot_XP_015182075.1_13854, lcl|NW_015149028.1_prot_XP_015182076.1_13856, lcl|NW_015149028.1_prot_XP_015182078.1_13855, lcl|NW_015149028.1_prot_XP_015182079.1_13857
OG0000570	Lflavo2a001186P1	lcl|NW_015148974.1_prot_XP_015190777.1_2997, lcl|NW_015148974.1_prot_XP_015190776.1_2999, lcl|NW_015148974.1_prot_XP_015190775.1_2998, lcl|NW_015148974.1_prot_XP_015190771.1_3000, lcl|NW_015148974.1_prot_XP_015190772.1_3001, lcl|NW_015148974.1_prot_XP_015190773.1_3002, lcl|NW_015148974.1_prot_XP_015190774.1_3003
OG0000571	Lflavo2a008214P1	lcl|NW_015149011.1_prot_XP_015179164.1_11181, lcl|NW_015149011.1_prot_XP_015179165.1_11182, lcl|NW_015149011.1_prot_XP_015179166.1_11183, lcl|NW_015149011.1_prot_XP_015179168.1_11184, lcl|NW_015149011.1_prot_XP_015179167.1_11185, lcl|NW_015149011.1_prot_XP_015179169.1_11186
OG0000572	Lflavo2a012925P1	lcl|NW_015148975.1_prot_XP_015191073.1_3499, lcl|NW_015148975.1_prot_XP_015191070.1_3502, lcl|NW_015148975.1_prot_XP_015191071.1_3503, lcl|NW_015148975.1_prot_XP_015191061.1_3492, lcl|NW_015148975.1_prot_XP_015191062.1_3493, lcl|NW_015148975.1_prot_XP_015191063.1_3494, lcl|NW_015148975.1_prot_XP_015191064.1_3495, lcl|NW_015148975.1_prot_XP_015191065.1_3496, lcl|NW_015148975.1_prot_XP_015191066.1_3497, lcl|NW_015148975.1_prot_XP_015191067.1_3498, lcl|NW_015148975.1_prot_XP_015191068.1_3500, lcl|NW_015148975.1_prot_XP_015191072.1_3501
OG0000573	Lflavo2a005842P1	lcl|NW_015148971.1_prot_XP_015176515.1_1108, lcl|NW_015148971.1_prot_XP_015176521.1_1109, lcl|NW_015148971.1_prot_XP_015176531.1_1110, lcl|NW_015148971.1_prot_XP_015176540.1_1111, lcl|NW_015148971.1_prot_XP_015176549.1_1112, lcl|NW_015148971.1_prot_XP_015176558.1_1113
OG0000574	Lflavo2a005983P1, Lflavo2a005983P2	lcl|NW_015148988.1_prot_XP_015174186.1_6771
OG0000575	Lflavo2a013738P1	lcl|NW_015149089.1_prot_XP_015186977.1_18187, lcl|NW_015149089.1_prot_XP_015186978.1_18188, lcl|NW_015149089.1_prot_XP_015186979.1_18189, lcl|NW_015149089.1_prot_XP_015186980.1_18190, lcl|NW_015149089.1_prot_XP_015186982.1_18191, lcl|NW_015149089.1_prot_XP_015186983.1_18192, lcl|NW_015149089.1_prot_XP_015186984.1_18193, lcl|NW_015149089.1_prot_XP_015186985.1_18194, lcl|NW_015149089.1_prot_XP_015186986.1_18195
OG0000576	Lflavo2a013451P1	lcl|NW_015148971.1_prot_XP_015177295.1_912, lcl|NW_015148971.1_prot_XP_015177275.1_908, lcl|NW_015148971.1_prot_XP_015177285.1_910, lcl|NW_015148971.1_prot_XP_015177251.1_907, lcl|NW_015148971.1_prot_XP_015177259.1_909, lcl|NW_015148971.1_prot_XP_015177267.1_911
OG0000577	Lflavo2a007706P1	lcl|NW_015149080.1_prot_XP_015186444.1_17762, lcl|NW_015149080.1_prot_XP_015186445.1_17763, lcl|NW_015149080.1_prot_XP_015186446.1_17764, lcl|NW_015149080.1_prot_XP_015186447.1_17765
OG0000578	Lflavo2a001962P2, Lflavo2a001962P5, Lflavo2a001962P1, Lflavo2a001962P3, Lflavo2a001962P4	lcl|NW_015149055.1_prot_XP_015184694.1_16263, lcl|NW_015149055.1_prot_XP_015184692.1_16265, lcl|NW_015149055.1_prot_XP_015184690.1_16266, lcl|NW_015149055.1_prot_XP_015184693.1_16262, lcl|NW_015149055.1_prot_XP_015184691.1_16264
OG0000579	Lflavo2a008009P1, Lflavo2a008009P2	lcl|NW_015148998.1_prot_XP_015176373.1_8784, lcl|NW_015149003.1_prot_XP_015177476.1_9669, lcl|NW_015149310.1_prot_XP_015189760.1_20677, lcl|NW_015149730.1_prot_XP_015189892.1_20782
OG0000580	Lflavo2a004343P1	lcl|NW_015148970.1_prot_XP_015172527.1_525, lcl|NW_015148970.1_prot_XP_015172533.1_526, lcl|NW_015148970.1_prot_XP_015172543.1_527, lcl|NW_015148970.1_prot_XP_015172553.1_528, lcl|NW_015148970.1_prot_XP_015172561.1_529, lcl|NW_015148970.1_prot_XP_015172568.1_530, lcl|NW_015148970.1_prot_XP_015172577.1_531, lcl|NW_015148970.1_prot_XP_015172586.1_532, lcl|NW_015148970.1_prot_XP_015172594.1_533, lcl|NW_015148970.1_prot_XP_015172611.1_535
OG0000581	Lflavo2a000563P1	lcl|NW_015148990.1_prot_XP_015174581.1_7051
OG0000581	Lflavo2a008259P1	lcl|NW_015149026.1_prot_XP_015181940.1_13564
OG0000582	Lflavo2a005220P1	lcl|NW_015148974.1_prot_XP_015190820.1_2819, lcl|NW_015148974.1_prot_XP_015190819.1_2821, lcl|NW_015148974.1_prot_XP_015190817.1_2823, lcl|NW_015148974.1_prot_XP_015190821.1_2822, lcl|NW_015148974.1_prot_XP_015190818.1_2820
OG0000584	Lflavo2a002933P1	lcl|NW_015149026.1_prot_XP_015181960.1_13651, lcl|NW_015149026.1_prot_XP_015181959.1_13652, lcl|NW_015149026.1_prot_XP_015181958.1_13653, lcl|NW_015149026.1_prot_XP_015181957.1_13654, lcl|NW_015149026.1_prot_XP_015181954.1_13656, lcl|NW_015149026.1_prot_XP_015181955.1_13655, lcl|NW_015149026.1_prot_XP_015181962.1_13657, lcl|NW_015149026.1_prot_XP_015181961.1_13658
OG0000586	Lflavo2a012738P1	lcl|NW_015149060.1_prot_XP_015185090.1_16544, lcl|NW_015149060.1_prot_XP_015185091.1_16545, lcl|NW_015149060.1_prot_XP_015185092.1_16546
OG0000587	Lflavo2a005997P1, Lflavo2a005997P2, Lflavo2a005997P7, Lflavo2a005997P8, Lflavo2a005997P9	lcl|NW_015149007.1_prot_XP_015178111.1_10295, lcl|NW_015149007.1_prot_XP_015178112.1_10296, lcl|NW_015149007.1_prot_XP_015178113.1_10297, lcl|NW_015149007.1_prot_XP_015178114.1_10298, lcl|NW_015149007.1_prot_XP_015178115.1_10299
OG0000588	Lflavo2a012690P1	lcl|NW_015149874.1_prot_XP_015189915.1_20800, lcl|NW_015148975.1_prot_XP_015190988.1_3448, lcl|NW_015149190.1_prot_XP_015189498.1_20454, lcl|NW_015150324.1_prot_XP_015189980.1_20849
OG0000589	Lflavo2a013059P1, Lflavo2a013077P1	lcl|NW_015149011.1_prot_XP_015179161.1_11137
OG0000590	Lflavo2a009082P1	lcl|NW_015149011.1_prot_XP_015179149.1_11135, lcl|NW_015149011.1_prot_XP_015179150.1_11136
OG0000591	Lflavo2a003010P1	lcl|NW_015148980.1_prot_XP_015172433.1_5095, lcl|NW_015148980.1_prot_XP_015172434.1_5096, lcl|NW_015148980.1_prot_XP_015172436.1_5097
OG0000592	Lflavo2a007935P1	lcl|NW_015149044.1_prot_XP_015183677.1_15223, lcl|NW_015149044.1_prot_XP_015183678.1_15224, lcl|NW_015149044.1_prot_XP_015183679.1_15225, lcl|NW_015149044.1_prot_XP_015183680.1_15226, lcl|NW_015149044.1_prot_XP_015183681.1_15227, lcl|NW_015149044.1_prot_XP_015183682.1_15228, lcl|NW_015149044.1_prot_XP_015183683.1_15229, lcl|NW_015149044.1_prot_XP_015183684.1_15230, lcl|NW_015149044.1_prot_XP_015183685.1_15231
OG0000593	Lflavo2a011260P1	lcl|NW_015148994.1_prot_XP_015175706.1_8026, lcl|NW_015148994.1_prot_XP_015175704.1_8024, lcl|NW_015148994.1_prot_XP_015175709.1_8027, lcl|NW_015148994.1_prot_XP_015175708.1_8023, lcl|NW_015148994.1_prot_XP_015175705.1_8025
OG0000594	Lflavo2a012018P1	lcl|NW_015149001.1_prot_XP_015177187.1_9347, lcl|NW_015149001.1_prot_XP_015177186.1_9348
OG0000594	Lflavo2a012019P1	lcl|NW_015149001.1_prot_XP_015177188.1_9349
OG0000595	Lflavo2a009861P1	lcl|NW_015148994.1_prot_XP_015175782.1_8044, lcl|NW_015148994.1_prot_XP_015175781.1_8043, lcl|NW_015148994.1_prot_XP_015175780.1_8045
OG0000596	Lflavo2a002582P4, Lflavo2a002582P2, Lflavo2a002582P3	lcl|NW_015149161.1_prot_XP_015189186.1_20195, lcl|NW_015149161.1_prot_XP_015189184.1_20193, lcl|NW_015149161.1_prot_XP_015189185.1_20194
OG0000597	Lflavo2a004352P1	lcl|NW_015149008.1_prot_XP_015178474.1_10407
OG0000598	Lflavo2a008172P1, Lflavo2a008177P1	lcl|NW_015149017.1_prot_XP_015180717.1_12575, lcl|NW_015149017.1_prot_XP_015180720.1_12574, lcl|NW_015149017.1_prot_XP_015180712.1_12576, lcl|NW_015149017.1_prot_XP_015180711.1_12573, lcl|NW_015149017.1_prot_XP_015180713.1_12579, lcl|NW_015149017.1_prot_XP_015180714.1_12580, lcl|NW_015149017.1_prot_XP_015180718.1_12581, lcl|NW_015149017.1_prot_XP_015180719.1_12582, lcl|NW_015149017.1_prot_XP_015180715.1_12577, lcl|NW_015149017.1_prot_XP_015180716.1_12578
OG0000599	Lflavo2a003154P1	lcl|NW_015149020.1_prot_XP_015181077.1_12871, lcl|NW_015149020.1_prot_XP_015181078.1_12872
OG0000601	Lflavo2a014147P1, Lflavo2a014147P2	lcl|NW_015148977.1_prot_XP_015171198.1_4205, lcl|NW_015148977.1_prot_XP_015171193.1_4208, lcl|NW_015148977.1_prot_XP_015171194.1_4203, lcl|NW_015148977.1_prot_XP_015171197.1_4207, lcl|NW_015148977.1_prot_XP_015171195.1_4204, lcl|NW_015148977.1_prot_XP_015171196.1_4206, lcl|NW_015148977.1_prot_XP_015171192.1_4202
OG0000602	Lflavo2a000145P1	lcl|NW_015148976.1_prot_XP_015191547.1_3595
OG0000602	Lflavo2a000076P1, Lflavo2a000089P1, Lflavo2a000150P1	lcl|NW_015148976.1_prot_XP_015191636.1_3598, lcl|NW_015148976.1_prot_XP_015191637.1_3597
OG0000603	Lflavo2a010547P1	lcl|NW_015148991.1_prot_XP_015175152.1_7630, lcl|NW_015148991.1_prot_XP_015175153.1_7631, lcl|NW_015148991.1_prot_XP_015175154.1_7632, lcl|NW_015148991.1_prot_XP_015175156.1_7633, lcl|NW_015149129.1_prot_XP_015188579.1_19637, lcl|NW_015149129.1_prot_XP_015188577.1_19640, lcl|NW_015149049.1_prot_XP_015184250.1_15751, lcl|NW_015149229.1_prot_XP_015189660.1_20594, lcl|NW_015149129.1_prot_XP_015188578.1_19636, lcl|NW_015149221.1_prot_XP_015189628.1_20564, lcl|NW_015149221.1_prot_XP_015189629.1_20565, lcl|NW_015149270.1_prot_XP_015189712.1_20637, lcl|NW_015149607.1_prot_XP_015189865.1_20759, lcl|NW_015149607.1_prot_XP_015189863.1_20760, lcl|NW_015149129.1_prot_XP_015188582.1_19642, lcl|NW_015149129.1_prot_XP_015188583.1_19643
OG0000604	Lflavo2a005570P1	lcl|NW_015148977.1_prot_XP_015171347.1_4103, lcl|NW_015148977.1_prot_XP_015171348.1_4104, lcl|NW_015148977.1_prot_XP_015171353.1_4106, lcl|NW_015148977.1_prot_XP_015171352.1_4107, lcl|NW_015148977.1_prot_XP_015171349.1_4101, lcl|NW_015148977.1_prot_XP_015171350.1_4100, lcl|NW_015148977.1_prot_XP_015171351.1_4102
OG0000606	Lflavo2a008622P1	lcl|NW_015149104.1_prot_XP_015187738.1_18885
OG0000607	Lflavo2a013528P1	lcl|NW_015148970.1_prot_XP_015171879.1_369, lcl|NW_015148970.1_prot_XP_015171871.1_368, lcl|NW_015148970.1_prot_XP_015171890.1_370, lcl|NW_015148970.1_prot_XP_015171901.1_371
OG0000608	Lflavo2a007465P1	lcl|NW_015148991.1_prot_XP_015174917.1_7606
OG0000608	Lflavo2a003684P1	lcl|NW_015148970.1_prot_XP_015172232.1_467, lcl|NW_015148970.1_prot_XP_015172272.1_468, lcl|NW_015148970.1_prot_XP_015172282.1_469, lcl|NW_015148970.1_prot_XP_015172253.1_470, lcl|NW_015148970.1_prot_XP_015172261.1_471, lcl|NW_015148970.1_prot_XP_015172243.1_466
OG0000609	Lflavo2a013825P1	lcl|NW_015149030.1_prot_XP_015182211.1_13996, lcl|NW_015149030.1_prot_XP_015182212.1_13997, lcl|NW_015149030.1_prot_XP_015182213.1_13998, lcl|NW_015149030.1_prot_XP_015182214.1_13999, lcl|NW_015149030.1_prot_XP_015182215.1_14000, lcl|NW_015149030.1_prot_XP_015182208.1_13995, lcl|NW_015149030.1_prot_XP_015182210.1_13993, lcl|NW_015149030.1_prot_XP_015182216.1_13992, lcl|NW_015149030.1_prot_XP_015182209.1_13994
OG0000610	Lflavo2a006825P1	lcl|NW_015148975.1_prot_XP_015191142.1_3415, lcl|NW_015148975.1_prot_XP_015191140.1_3413, lcl|NW_015148975.1_prot_XP_015191141.1_3414, lcl|NW_015148975.1_prot_XP_015191139.1_3412
OG0000611	Lflavo2a012852P1	lcl|NW_015149016.1_prot_XP_015180291.1_12360, lcl|NW_015149016.1_prot_XP_015180292.1_12361, lcl|NW_015149016.1_prot_XP_015180293.1_12362, lcl|NW_015149016.1_prot_XP_015180294.1_12358, lcl|NW_015149016.1_prot_XP_015180295.1_12363, lcl|NW_015149016.1_prot_XP_015180289.1_12357, lcl|NW_015149016.1_prot_XP_015180288.1_12359
OG0000612	Lflavo2a007749P1	lcl|NW_015149024.1_prot_XP_015181617.1_13390, lcl|NW_015149024.1_prot_XP_015181615.1_13389, lcl|NW_015149024.1_prot_XP_015181616.1_13391, lcl|NW_015149024.1_prot_XP_015181618.1_13392
OG0000613	Lflavo2a006593P1	lcl|NW_015149075.1_prot_XP_015186307.1_17567, lcl|NW_015149075.1_prot_XP_015186306.1_17566, lcl|NW_015149075.1_prot_XP_015186308.1_17568, lcl|NW_015149075.1_prot_XP_015186309.1_17569
OG0000615	Lflavo2a003885P2	lcl|NW_015149157.1_prot_XP_015189104.1_20105, lcl|NW_015149157.1_prot_XP_015189105.1_20107, lcl|NW_015149157.1_prot_XP_015189106.1_20108, lcl|NW_015149157.1_prot_XP_015189107.1_20106
OG0000616	Lflavo2a010923P1	lcl|NW_015148973.1_prot_XP_015190087.1_2106, lcl|NW_015148973.1_prot_XP_015190088.1_2107, lcl|NW_015148973.1_prot_XP_015190089.1_2108
OG0000617	Lflavo2a013403P1, Lflavo2a013389P1	lcl|NW_015149005.1_prot_XP_015177791.1_9857
OG0000618	Lflavo2a000481P1	lcl|NW_015148975.1_prot_XP_015191242.1_3314, lcl|NW_015148975.1_prot_XP_015191241.1_3313, lcl|NW_015148975.1_prot_XP_015191240.1_3315, lcl|NW_015148975.1_prot_XP_015191244.1_3316, lcl|NW_015148975.1_prot_XP_015191245.1_3317
OG0000619	Lflavo2a003440P4, Lflavo2a003440P5, Lflavo2a003440P6, Lflavo2a003440P1, Lflavo2a003440P2, Lflavo2a003440P3	lcl|NW_015148974.1_prot_XP_015190666.1_2939, lcl|NW_015148974.1_prot_XP_015190667.1_2940, lcl|NW_015148974.1_prot_XP_015190664.1_2936, lcl|NW_015148974.1_prot_XP_015190663.1_2937, lcl|NW_015148974.1_prot_XP_015190668.1_2941, lcl|NW_015148974.1_prot_XP_015190669.1_2942, lcl|NW_015148974.1_prot_XP_015190665.1_2938
OG0000620	Lflavo2a004873P1	lcl|NW_015148974.1_prot_XP_015190811.1_2907, lcl|NW_015148974.1_prot_XP_015190812.1_2908, lcl|NW_015148974.1_prot_XP_015190813.1_2909, lcl|NW_015148974.1_prot_XP_015190814.1_2910
OG0000621	Lflavo2a002745P1, Lflavo2a002745P2, Lflavo2a002745P3	lcl|NW_015149060.1_prot_XP_015185129.1_16511, lcl|NW_015149060.1_prot_XP_015185127.1_16509, lcl|NW_015149060.1_prot_XP_015185128.1_16510
OG0000622	Lflavo2a001516P1, Lflavo2a001473P1	lcl|NW_015149002.1_prot_XP_015177368.1_9555, lcl|NW_015149002.1_prot_XP_015177369.1_9556, lcl|NW_015149002.1_prot_XP_015177372.1_9557, lcl|NW_015149002.1_prot_XP_015177370.1_9558, lcl|NW_015149002.1_prot_XP_015177373.1_9559
OG0000623	Lflavo2a011037P2, Lflavo2a011037P1, Lflavo2a011037P6, Lflavo2a011037P5	lcl|NW_015149084.1_prot_XP_015186789.1_17983
OG0000624	Lflavo2a004351P1, Lflavo2a004351P2	lcl|NW_015148974.1_prot_XP_015190616.1_2830, lcl|NW_015148974.1_prot_XP_015190614.1_2832, lcl|NW_015148974.1_prot_XP_015190615.1_2831, lcl|NW_015148974.1_prot_XP_015190619.1_2829, lcl|NW_015148974.1_prot_XP_015190618.1_2833, lcl|NW_015148974.1_prot_XP_015190617.1_2834
OG0000625	Lflavo2a001589P2, Lflavo2a001589P1, Lflavo2a001589P3	lcl|NW_015148972.1_prot_XP_015186573.1_1820, lcl|NW_015148972.1_prot_XP_015186498.1_1822, lcl|NW_015148972.1_prot_XP_015186506.1_1823, lcl|NW_015148972.1_prot_XP_015186515.1_1824, lcl|NW_015148972.1_prot_XP_015186524.1_1825, lcl|NW_015148972.1_prot_XP_015186534.1_1826, lcl|NW_015148972.1_prot_XP_015186551.1_1821, lcl|NW_015148972.1_prot_XP_015186564.1_1827
OG0000626	Lflavo2a012070P1, Lflavo2a012070P2	lcl|NW_015148986.1_prot_XP_015173715.1_6347, lcl|NW_015148986.1_prot_XP_015173716.1_6348, lcl|NW_015148986.1_prot_XP_015173717.1_6349
OG0000627	Lflavo2a008024P1	lcl|NW_015148988.1_prot_XP_015174156.1_6742, lcl|NW_015148988.1_prot_XP_015174157.1_6743
OG0000628	Lflavo2a010743P1	lcl|NW_015149052.1_prot_XP_015184484.1_15973, lcl|NW_015149052.1_prot_XP_015184478.1_15974, lcl|NW_015149052.1_prot_XP_015184479.1_15975, lcl|NW_015149052.1_prot_XP_015184480.1_15976, lcl|NW_015149052.1_prot_XP_015184482.1_15977, lcl|NW_015149052.1_prot_XP_015184483.1_15978
OG0000629	Lflavo2a003799P1	lcl|NW_015149006.1_prot_XP_015177995.1_10060, lcl|NW_015149006.1_prot_XP_015177996.1_10059, lcl|NW_015149006.1_prot_XP_015177994.1_10061, lcl|NW_015149006.1_prot_XP_015177993.1_10062
OG0000630	Lflavo2a002537P1	lcl|NW_015149057.1_prot_XP_015184958.1_16371, lcl|NW_015149057.1_prot_XP_015184955.1_16372, lcl|NW_015149057.1_prot_XP_015184956.1_16373, lcl|NW_015149057.1_prot_XP_015184957.1_16374
OG0000631	Lflavo2a011763P1	lcl|NW_015148971.1_prot_XP_015175621.1_1152, lcl|NW_015148971.1_prot_XP_015175594.1_1153, lcl|NW_015148971.1_prot_XP_015175603.1_1154, lcl|NW_015148971.1_prot_XP_015175612.1_1155
OG0000632	Lflavo2a002839P1, Lflavo2a002892P1	lcl|NW_015148977.1_prot_XP_015171112.1_4002
OG0000634	Lflavo2a011812P1	lcl|NW_015148972.1_prot_XP_015184993.1_1667, lcl|NW_015148972.1_prot_XP_015185002.1_1668, lcl|NW_015148972.1_prot_XP_015185010.1_1669, lcl|NW_015148972.1_prot_XP_015185018.1_1670, lcl|NW_015148972.1_prot_XP_015185025.1_1665, lcl|NW_015148972.1_prot_XP_015185035.1_1666
OG0000635	Lflavo2a007686P1	lcl|NW_015148992.1_prot_XP_015175344.1_7668, lcl|NW_015148992.1_prot_XP_015175345.1_7669, lcl|NW_015148992.1_prot_XP_015175347.1_7670
OG0000636	Lflavo2a001837P1	lcl|NW_015149086.1_prot_XP_015186886.1_18136, lcl|NW_015149086.1_prot_XP_015186888.1_18137, lcl|NW_015149086.1_prot_XP_015186889.1_18138, lcl|NW_015149086.1_prot_XP_015186890.1_18139, lcl|NW_015149086.1_prot_XP_015186892.1_18134, lcl|NW_015149086.1_prot_XP_015186891.1_18135
OG0000637	Lflavo2a001103P1, Lflavo2a001103P2	lcl|NW_015149047.1_prot_XP_015183966.1_15553, lcl|NW_015149047.1_prot_XP_015183967.1_15554, lcl|NW_015149047.1_prot_XP_015183968.1_15555, lcl|NW_015149047.1_prot_XP_015183970.1_15556, lcl|NW_015149047.1_prot_XP_015183971.1_15557, lcl|NW_015149047.1_prot_XP_015183965.1_15552, lcl|NW_015149047.1_prot_XP_015183964.1_15551
OG0000638	Lflavo2a001720P1	lcl|NW_015148973.1_prot_XP_015188555.1_2182, lcl|NW_015148973.1_prot_XP_015188563.1_2183, lcl|NW_015148973.1_prot_XP_015188573.1_2184, lcl|NW_015148973.1_prot_XP_015188576.1_2185, lcl|NW_015148973.1_prot_XP_015188581.1_2186
OG0000639	Lflavo2a003327P1, Lflavo2a003327P2	lcl|NW_015149068.1_prot_XP_015185705.1_17127, lcl|NW_015149068.1_prot_XP_015185704.1_17123, lcl|NW_015149068.1_prot_XP_015185700.1_17124, lcl|NW_015149068.1_prot_XP_015185701.1_17125, lcl|NW_015149068.1_prot_XP_015185702.1_17126
OG0000640	Lflavo2a007395P1, Lflavo2a007395P2	lcl|NW_015149092.1_prot_XP_015187215.1_18423, lcl|NW_015149092.1_prot_XP_015187214.1_18422, lcl|NW_015149092.1_prot_XP_015187217.1_18424, lcl|NW_015149092.1_prot_XP_015187218.1_18425
OG0000641	Lflavo2a004633P3, Lflavo2a004633P1, Lflavo2a004633P2	lcl|NW_015149013.1_prot_XP_015179738.1_11650, lcl|NW_015149013.1_prot_XP_015179737.1_11642, lcl|NW_015149013.1_prot_XP_015179739.1_11651, lcl|NW_015149013.1_prot_XP_015179736.1_11643, lcl|NW_015149013.1_prot_XP_015179729.1_11644, lcl|NW_015149013.1_prot_XP_015179730.1_11645, lcl|NW_015149013.1_prot_XP_015179732.1_11646, lcl|NW_015149013.1_prot_XP_015179733.1_11647, lcl|NW_015149013.1_prot_XP_015179734.1_11648, lcl|NW_015149013.1_prot_XP_015179735.1_11649
OG0000642	Lflavo2a002469P1	lcl|NW_015149034.1_prot_XP_015182574.1_14336, lcl|NW_015149034.1_prot_XP_015182573.1_14337
OG0000643	Lflavo2a006484P1, Lflavo2a006484P2	lcl|NW_015149113.1_prot_XP_015188110.1_19223, lcl|NW_015149113.1_prot_XP_015188107.1_19221, lcl|NW_015149113.1_prot_XP_015188108.1_19222, lcl|NW_015149113.1_prot_XP_015188109.1_19224
OG0000644	Lflavo2a002710P1	lcl|NW_015148977.1_prot_XP_015171119.1_3873
OG0000644	Lflavo2a002679P1	lcl|NW_015148977.1_prot_XP_015171014.1_3867, lcl|NW_015148977.1_prot_XP_015171118.1_3868, lcl|NW_015148977.1_prot_XP_015171116.1_3872, lcl|NW_015148977.1_prot_XP_015171016.1_3869
OG0000645	Lflavo2a012771P1, Lflavo2a012871P1	lcl|NW_015149016.1_prot_XP_015180283.1_12353, lcl|NW_015149016.1_prot_XP_015180280.1_12351, lcl|NW_015149016.1_prot_XP_015180282.1_12352, lcl|NW_015149016.1_prot_XP_015180284.1_12354, lcl|NW_015149016.1_prot_XP_015180285.1_12355, lcl|NW_015149016.1_prot_XP_015180286.1_12356, lcl|NW_015149016.1_prot_XP_015180281.1_12349, lcl|NW_015149016.1_prot_XP_015180279.1_12350
OG0000646	Lflavo2a002680P1	lcl|NW_015148973.1_prot_XP_015187939.1_2333, lcl|NW_015148973.1_prot_XP_015187929.1_2332, lcl|NW_015148973.1_prot_XP_015187948.1_2334
OG0000647	Lflavo2a012619P2, Lflavo2a012619P1, Lflavo2a012619P3	lcl|NW_015149054.1_prot_XP_015184656.1_16139, lcl|NW_015149054.1_prot_XP_015184657.1_16138, lcl|NW_015149054.1_prot_XP_015184658.1_16140
OG0000648	Lflavo2a014013P1	lcl|NW_015149042.1_prot_XP_015183514.1_15105, lcl|NW_015149042.1_prot_XP_015183515.1_15106
OG0000649	Lflavo2a006320P1, Lflavo2a006320P2	lcl|NW_015149010.1_prot_XP_015178743.1_10945
OG0000650	Lflavo2a012425P2, Lflavo2a012425P1, Lflavo2a012425P3	lcl|NW_015148987.1_prot_XP_015174112.1_6599
OG0000651	Lflavo2a000491P1	lcl|NW_015149087.1_prot_XP_015186932.1_18159, lcl|NW_015149087.1_prot_XP_015186928.1_18155, lcl|NW_015149087.1_prot_XP_015186929.1_18156, lcl|NW_015149087.1_prot_XP_015186930.1_18157, lcl|NW_015149087.1_prot_XP_015186931.1_18158, lcl|NW_015149087.1_prot_XP_015186933.1_18160
OG0000652	Lflavo2a006066P1, Lflavo2a006066P3, Lflavo2a006066P2, Lflavo2a006066P5, Lflavo2a006066P4	lcl|NW_015149099.1_prot_XP_015187545.1_18750, lcl|NW_015149099.1_prot_XP_015187546.1_18751, lcl|NW_015149099.1_prot_XP_015187547.1_18752, lcl|NW_015149099.1_prot_XP_015187548.1_18753
OG0000653	Lflavo2a006848P7, Lflavo2a006848P1, Lflavo2a006848P6, Lflavo2a006848P2, Lflavo2a006848P4	lcl|NW_015149003.1_prot_XP_015177424.1_9614, lcl|NW_015149003.1_prot_XP_015177422.1_9615, lcl|NW_015149003.1_prot_XP_015177426.1_9619, lcl|NW_015149003.1_prot_XP_015177427.1_9620, lcl|NW_015149003.1_prot_XP_015177423.1_9617, lcl|NW_015149003.1_prot_XP_015177425.1_9618, lcl|NW_015149003.1_prot_XP_015177429.1_9616
OG0000654	Lflavo2a012727P1, Lflavo2a012727P2	lcl|NW_015148992.1_prot_XP_015175317.1_7780, lcl|NW_015148992.1_prot_XP_015175315.1_7781, lcl|NW_015148992.1_prot_XP_015175316.1_7778, lcl|NW_015148992.1_prot_XP_015175314.1_7779
OG0000655	Lflavo2a001243P1, Lflavo2a001374P1, Lflavo2a006741P1	lcl|NW_015149215.1_prot_XP_015189585.1_20527, lcl|NW_015149476.1_prot_XP_015189821.1_20726, lcl|NW_015149051.1_prot_XP_015184368.1_15899, lcl|NW_015149010.1_prot_XP_015178751.1_11062, lcl|NW_015148970.1_prot_XP_015173372.1_543, lcl|NW_015148970.1_prot_XP_015173381.1_544, lcl|NW_015149532.1_prot_XP_015189836.1_20738
OG0000656	Lflavo2a004485P1, Lflavo2a004485P3, Lflavo2a004485P4	lcl|NW_015149011.1_prot_XP_015179120.1_11244
OG0000657	Lflavo2a000232P1	lcl|NW_015148979.1_prot_XP_015171805.1_4694, lcl|NW_015148979.1_prot_XP_015171806.1_4695
