Orthogroup	Liostenogaster_flavolineata	Vespula_vulgaris
OG0001324	Lflavo2a000433P2	KAF7404690.1
OG0001325	Lflavo2a012203P1, Lflavo2a012203P2	KAF7404847.1
OG0001326	Lflavo2a003094P1, Lflavo2a003094P2	KAF7408741.1
OG0001327	Lflavo2a004470P1	KAF7383390.1
OG0001329	Lflavo2a004236P1	KAF7407359.1
OG0001331	Lflavo2a001821P2, Lflavo2a001821P1, Lflavo2a001821P6, Lflavo2a001821P3, Lflavo2a001821P5, Lflavo2a001821P4	KAF7380086.1
OG0001332	Lflavo2a011565P1	KAF7384899.1
OG0001333	Lflavo2a013314P1	KAF7405093.1
OG0001334	Lflavo2a006816P1	KAF7402967.1
OG0001335	Lflavo2a000993P1, Lflavo2a000993P2	KAF7379577.1
OG0001336	Lflavo2a012902P1	KAF7389066.1
OG0001337	Lflavo2a007950P1	KAF7412277.1
OG0001338	Lflavo2a005844P2, Lflavo2a005844P5, Lflavo2a005844P3, Lflavo2a005844P1, Lflavo2a005844P4	KAF7403067.1
OG0001339	Lflavo2a001065P1	KAF7385195.1
OG0001340	Lflavo2a005707P1	KAF7400497.1
OG0001341	Lflavo2a009133P1	KAF7407155.1
OG0001342	Lflavo2a009467P1	KAF7388842.1
OG0001343	Lflavo2a003368P1, Lflavo2a003368P2	KAF7411359.1
OG0001346	Lflavo2a010976P1	KAF7381372.1
OG0001347	Lflavo2a010689P1	KAF7402501.1
OG0001348	Lflavo2a006972P1	KAF7380252.1
OG0001349	Lflavo2a012377P1, Lflavo2a012351P1	KAF7381323.1, KAF7381318.1
OG0001350	Lflavo2a001660P1	KAF7380726.1
OG0001352	Lflavo2a009141P1, Lflavo2a009141P2	KAF7382085.1
OG0001353	Lflavo2a006185P1	KAF7392767.1
OG0001354	Lflavo2a014047P1	KAF7384392.1
OG0001355	Lflavo2a001956P1, Lflavo2a001956P2	KAF7391354.1
OG0001357	Lflavo2a007648P2, Lflavo2a007648P4, Lflavo2a007648P1, Lflavo2a007648P3	KAF7394773.1
OG0001358	Lflavo2a000536P1	KAF7385662.1, KAF7385660.1
OG0001359	Lflavo2a009140P1	KAF7400374.1
OG0001360	Lflavo2a006929P1, Lflavo2a006929P2, Lflavo2a006929P3	KAF7407823.1
OG0001361	Lflavo2a011716P1	KAF7385859.1
OG0001362	Lflavo2a012027P1, Lflavo2a012027P2, Lflavo2a007691P1	KAF7394715.1
OG0001363	Lflavo2a001132P1	KAF7398404.1
OG0001364	Lflavo2a001739P1, Lflavo2a001739P2, Lflavo2a008632P1	KAF7408409.1, KAF7408383.1
OG0001365	Lflavo2a004014P1, Lflavo2a004014P2	KAF7399057.1
OG0001366	Lflavo2a003450P1	KAF7408514.1
OG0001367	Lflavo2a012472P1	KAF7384327.1
OG0001367	Lflavo2a012524P1	KAF7384324.1
OG0001368	Lflavo2a005572P1	KAF7408491.1
OG0001370	Lflavo2a012450P1	KAF7408825.1
OG0001370	Lflavo2a012451P2, Lflavo2a012451P1, Lflavo2a012451P3, Lflavo2a012451P5	KAF7408824.1
OG0001371	Lflavo2a014262P1	KAF7402387.1
OG0001372	Lflavo2a004597P1	KAF7402881.1
OG0001373	Lflavo2a010985P1	KAF7396327.1
OG0001374	Lflavo2a008185P1, Lflavo2a002224P2, Lflavo2a002224P1, Lflavo2a002224P3	KAF7402937.1
OG0001375	Lflavo2a001842P1	KAF7396487.1
OG0001376	Lflavo2a000408P2, Lflavo2a000408P1, Lflavo2a000408P3	KAF7408003.1
OG0001377	Lflavo2a008210P1	KAF7408315.1
OG0001378	Lflavo2a003378P1	KAF7411429.1
OG0001379	Lflavo2a012534P1	KAF7393294.1
OG0001381	Lflavo2a009856P1	KAF7381462.1
OG0001382	Lflavo2a013281P1	KAF7405107.1
OG0001383	Lflavo2a004779P2, Lflavo2a004779P4, Lflavo2a004779P3, Lflavo2a004779P1	KAF7385636.1
OG0001385	Lflavo2a011993P1	KAF7386806.1
OG0001386	Lflavo2a000080P1	KAF7381592.1, KAF7412032.1, KAF7396119.1, KAF7380287.1, KAF7380907.1, KAF7387005.1, KAF7386959.1, KAF7401044.1, KAF7396657.1
OG0001390	Lflavo2a013521P1	KAF7382901.1
OG0001390	Lflavo2a002889P1	KAF7379558.1
OG0001391	Lflavo2a012009P1	KAF7386805.1
OG0001392	Lflavo2a014078P1	KAF7404520.1
OG0001393	Lflavo2a003283P1	KAF7394860.1
OG0001394	Lflavo2a009232P1	KAF7411190.1
OG0001395	Lflavo2a013778P1	KAF7411129.1
OG0001396	Lflavo2a012946P1	KAF7408305.1
OG0001397	Lflavo2a013419P1	KAF7380815.1
OG0001397	Lflavo2a009514P1	KAF7380805.1
OG0001398	Lflavo2a013927P1, Lflavo2a013980P1	KAF7380045.1, KAF7380046.1
OG0001399	Lflavo2a003491P1	KAF7405132.1, KAF7404787.1
OG0001401	Lflavo2a006693P1	KAF7404769.1
OG0001402	Lflavo2a001461P1	KAF7404680.1
OG0001403	Lflavo2a001020P1	KAF7408485.1
OG0001404	Lflavo2a007836P1	KAF7383675.1
OG0001405	Lflavo2a004611P1, Lflavo2a004611P2	KAF7382030.1
OG0001406	Lflavo2a002447P1	KAF7380782.1
OG0001407	Lflavo2a005479P1	KAF7390756.1
OG0001408	Lflavo2a003068P1	KAF7411115.1
OG0001409	Lflavo2a009817P1	KAF7380132.1
OG0001410	Lflavo2a001804P4, Lflavo2a001804P2, Lflavo2a001804P5	KAF7383533.1
OG0001411	Lflavo2a013647P1	KAF7411780.1
OG0001413	Lflavo2a010235P1	KAF7394908.1
OG0001414	Lflavo2a000478P1	KAF7407364.1
OG0001415	Lflavo2a009317P1	KAF7405568.1
OG0001415	Lflavo2a009351P1	KAF7405570.1
OG0001416	Lflavo2a001160P1	KAF7383569.1
OG0001417	Lflavo2a006441P1	KAF7382841.1
OG0001418	Lflavo2a002378P2, Lflavo2a002378P1, Lflavo2a002378P3	KAF7407592.1
OG0001419	Lflavo2a005195P1	KAF7408576.1
OG0001420	Lflavo2a013366P1	KAF7389160.1
OG0001421	Lflavo2a003381P1, Lflavo2a003381P2, Lflavo2a003381P3, Lflavo2a003381P4	KAF7411436.1
OG0001422	Lflavo2a005967P1	KAF7407780.1
OG0001424	Lflavo2a009047P1	KAF7380171.1
OG0001425	Lflavo2a005598P1	KAF7396366.1
OG0001426	Lflavo2a010140P1	KAF7412255.1
OG0001428	Lflavo2a013762P1	KAF7386792.1
OG0001429	Lflavo2a005155P1, Lflavo2a005155P2, Lflavo2a005155P3, Lflavo2a005155P4	KAF7407689.1
OG0001430	Lflavo2a009546P1	KAF7384160.1
OG0001431	Lflavo2a004631P1	KAF7382031.1
OG0001432	Lflavo2a007440P1	KAF7388144.1
OG0001433	Lflavo2a011207P1, Lflavo2a011207P2	KAF7385180.1
OG0001434	Lflavo2a013193P1	KAF7382140.1
OG0001435	Lflavo2a006124P1	KAF7393237.1
OG0001436	Lflavo2a007179P1, Lflavo2a007277P1	KAF7402380.1
OG0001438	Lflavo2a004450P1	KAF7412607.1
OG0001439	Lflavo2a008488P1	KAF7404996.1
OG0001440	Lflavo2a006676P1	KAF7378982.1
OG0001441	Lflavo2a013093P1, Lflavo2a013093P2	KAF7386825.1
OG0001442	Lflavo2a004842P1, Lflavo2a004842P2	KAF7405530.1
OG0001443	Lflavo2a002916P1	KAF7402519.1
OG0001444	Lflavo2a014266P3, Lflavo2a014266P1, Lflavo2a014266P2	KAF7402394.1
OG0001445	Lflavo2a003144P1, Lflavo2a003144P2	KAF7412691.1
OG0001446	Lflavo2a012043P3, Lflavo2a012043P2, Lflavo2a012043P1, Lflavo2a012043P4	KAF7402699.1
OG0001447	Lflavo2a011642P1, Lflavo2a011642P2	KAF7402671.1
OG0001448	Lflavo2a012411P1	KAF7400456.1
OG0001449	Lflavo2a012391P1	KAF7380771.1
OG0001450	Lflavo2a009167P1, Lflavo2a009167P2	KAF7402654.1
OG0001452	Lflavo2a014139P1, Lflavo2a014139P2	KAF7382039.1
OG0001453	Lflavo2a006204P1, Lflavo2a006204P2	KAF7392776.1
OG0001454	Lflavo2a013067P1	KAF7392746.1
OG0001454	Lflavo2a013081P1, Lflavo2a013074P1	KAF7392747.1
OG0001455	Lflavo2a002606P1	KAF7383644.1, KAF7383631.1
OG0001457	Lflavo2a000965P1, Lflavo2a000965P2	KAF7395036.1
OG0001459	Lflavo2a008352P1	KAF7404633.1
OG0001460	Lflavo2a014341P1	KAF7396439.1
OG0001461	Lflavo2a002189P1	KAF7394816.1
OG0001463	Lflavo2a006828P1	KAF7382992.1
OG0001464	Lflavo2a008213P1	KAF7378812.1
OG0001465	Lflavo2a005933P1	KAF7380722.1
OG0001466	Lflavo2a002817P1	KAF7378960.1
OG0001467	Lflavo2a010911P3	KAF7384906.1
OG0001468	Lflavo2a005845P1	KAF7411744.1
OG0001469	Lflavo2a009474P1	KAF7398703.1
OG0001470	Lflavo2a011898P1	KAF7393101.1
OG0001471	Lflavo2a011984P1	KAF7405223.1
OG0001472	Lflavo2a002396P1	KAF7404495.1
OG0001473	Lflavo2a014109P1, Lflavo2a014109P2	KAF7407725.1
OG0001475	Lflavo2a009374P4, Lflavo2a009374P3, Lflavo2a009374P1, Lflavo2a009374P2	KAF7408122.1
OG0001476	Lflavo2a010880P1	KAF7393211.1
OG0001477	Lflavo2a000620P3	KAF7392718.1
OG0001479	Lflavo2a012634P1	KAF7394938.1
OG0001480	Lflavo2a008242P1	KAF7407525.1
OG0001481	Lflavo2a009729P1	KAF7391341.1
OG0001482	Lflavo2a007104P1	KAF7394764.1
OG0001483	Lflavo2a005092P1	KAF7379384.1
OG0001484	Lflavo2a013229P1	KAF7393143.1
OG0001486	Lflavo2a011615P1	KAF7382159.1
OG0001488	Lflavo2a006941P1	KAF7395136.1
OG0001489	Lflavo2a003585P1	KAF7392849.1
OG0001490	Lflavo2a013578P1	KAF7383652.1
OG0001490	Lflavo2a013618P1	KAF7383651.1, KAF7383594.1
OG0001491	Lflavo2a008958P1, Lflavo2a008965P1	KAF7379556.1
OG0001492	Lflavo2a012783P1	KAF7389138.1
OG0001493	Lflavo2a002522P1, Lflavo2a002522P2	KAF7393131.1
OG0001494	Lflavo2a001676P1	KAF7402577.1
OG0001495	Lflavo2a012832P1	KAF7385253.1
OG0001496	Lflavo2a012843P1	KAF7385808.1
OG0001497	Lflavo2a011546P1	KAF7402841.1
OG0001498	Lflavo2a000313P1	KAF7385846.1
OG0001499	Lflavo2a001513P1	KAF7400481.1
OG0001500	Lflavo2a003687P1	KAF7385681.1
OG0001503	Lflavo2a000587P1	KAF7404805.1
OG0001504	Lflavo2a013924P1	KAF7386907.1
OG0001505	Lflavo2a005241P1	KAF7398832.1
OG0001506	Lflavo2a011055P1	KAF7383381.1
OG0001507	Lflavo2a012706P1, Lflavo2a012706P2	KAF7401003.1
OG0001508	Lflavo2a000010P1	KAF7400861.1
OG0001509	Lflavo2a010053P1	KAF7383358.1
OG0001510	Lflavo2a007730P1	KAF7382812.1
OG0001511	Lflavo2a001948P1	KAF7394666.1
OG0001514	Lflavo2a004689P1	KAF7412150.1
OG0001515	Lflavo2a010537P1	KAF7388042.1
OG0001516	Lflavo2a000916P3, Lflavo2a000916P2, Lflavo2a000916P1, Lflavo2a000916P4	KAF7383384.1
OG0001517	Lflavo2a011059P1	KAF7400543.1
OG0001519	Lflavo2a008484P1, Lflavo2a008484P2	KAF7400746.1
OG0001520	Lflavo2a002405P1, Lflavo2a002405P2	KAF7400533.1
OG0001521	Lflavo2a009700P1	KAF7387965.1
OG0001522	Lflavo2a010706P1	KAF7402497.1
OG0001523	Lflavo2a002758P1	KAF7382906.1
OG0001524	Lflavo2a013505P1	KAF7388237.1
OG0001525	Lflavo2a001586P1, Lflavo2a001586P2	KAF7396455.1
OG0001526	Lflavo2a003603P1, Lflavo2a003603P2, Lflavo2a003603P4, Lflavo2a003603P6	KAF7404861.1
OG0001527	Lflavo2a014239P1	KAF7396278.1
OG0001528	Lflavo2a010884P1	KAF7392510.1
OG0001529	Lflavo2a009444P1, Lflavo2a009444P2	KAF7391384.1, KAF7382153.1
OG0001530	Lflavo2a003135P1	KAF7398419.1
OG0001531	Lflavo2a013675P1	KAF7386793.1
OG0001532	Lflavo2a002339P1	KAF7407627.1
OG0001533	Lflavo2a008748P1	KAF7407329.1
OG0001534	Lflavo2a010679P1	KAF7408023.1
OG0001535	Lflavo2a001699P3, Lflavo2a001699P1, Lflavo2a001699P2	KAF7380717.1
OG0001536	Lflavo2a007394P1, Lflavo2a007394P2	KAF7402899.1
OG0001537	Lflavo2a000682P1, Lflavo2a000682P2	KAF7403146.1
OG0001538	Lflavo2a004659P1, Lflavo2a004659P2	KAF7389140.1
OG0001539	Lflavo2a003409P1	KAF7411423.1
OG0001541	Lflavo2a004808P1	KAF7380821.1
OG0001542	Lflavo2a012974P1, Lflavo2a013011P1	KAF7407295.1
OG0001543	Lflavo2a001413P1, Lflavo2a001413P2, Lflavo2a001413P3	KAF7398890.1
OG0001544	Lflavo2a008741P1	KAF7402857.1
OG0001545	Lflavo2a012440P1, Lflavo2a012440P3, Lflavo2a012440P4, Lflavo2a012440P2	KAF7403128.1
OG0001546	Lflavo2a004535P1, Lflavo2a004535P2	KAF7391097.1
OG0001547	Lflavo2a007349P1	KAF7411824.1
OG0001548	Lflavo2a000139P1	KAF7412430.1
OG0001549	Lflavo2a003071P1	KAF7412743.1
OG0001550	Lflavo2a008626P1	KAF7388913.1
OG0001552	Lflavo2a002355P1	KAF7394603.1
OG0001553	Lflavo2a005034P1, Lflavo2a005034P2	KAF7411376.1
OG0001554	Lflavo2a000489P3, Lflavo2a000489P2, Lflavo2a000489P1	KAF7385689.1
OG0001556	Lflavo2a010380P1, Lflavo2a010380P2	KAF7385032.1
OG0001557	Lflavo2a012091P2	KAF7379595.1
OG0001559	Lflavo2a010218P1	KAF7390977.1
OG0001560	Lflavo2a012574P1	KAF7387900.1
OG0001561	Lflavo2a007127P1, Lflavo2a008367P1	KAF7407728.1
OG0001562	Lflavo2a000294P1	KAF7396483.1
OG0001564	Lflavo2a001547P1	KAF7398395.1
OG0001565	Lflavo2a001331P1	KAF7405326.1
OG0001566	Lflavo2a001025P1	KAF7385099.1
OG0001567	Lflavo2a005431P1, Lflavo2a005431P2	KAF7390732.1
OG0001568	Lflavo2a009421P1	KAF7407810.1, KAF7407809.1
OG0001569	Lflavo2a002909P1	KAF7402520.1
OG0001570	Lflavo2a011758P1	KAF7389296.1
OG0001571	Lflavo2a009379P1	KAF7401025.1
OG0001572	Lflavo2a003830P1	KAF7385775.1
OG0001573	Lflavo2a002782P1	KAF7396419.1
OG0001573	Lflavo2a002826P1	KAF7396417.1
OG0001574	Lflavo2a001430P1	KAF7391294.1
OG0001575	Lflavo2a008438P1	KAF7400675.1
OG0001576	Lflavo2a009485P1	KAF7398711.1
OG0001577	Lflavo2a010793P1	KAF7412089.1
OG0001578	Lflavo2a010394P1, Lflavo2a010394P4, Lflavo2a010394P2, Lflavo2a010394P3	KAF7388781.1
OG0001581	Lflavo2a000168P1	KAF7401013.1, KAF7401014.1
OG0001583	Lflavo2a013180P1	KAF7384151.1
OG0001584	Lflavo2a001066P1, Lflavo2a001055P1, Lflavo2a002731P1	KAF7382719.1
OG0001584	Lflavo2a001041P1	KAF7382716.1, KAF7382717.1, KAF7382718.1
OG0001588	Lflavo2a008564P1, Lflavo2a008533P1, Lflavo2a008645P1	KAF7383625.1
OG0001588	Lflavo2a000584P1	KAF7380161.1
OG0001590	Lflavo2a004475P1	KAF7393171.1
OG0001591	Lflavo2a012656P1	KAF7391333.1
OG0001593	Lflavo2a007156P1	KAF7378765.1
OG0001594	Lflavo2a001849P1	KAF7405088.1
OG0001596	Lflavo2a011489P1, Lflavo2a011489P2	KAF7388900.1
OG0001597	Lflavo2a006967P1, Lflavo2a006967P2	KAF7412066.1
OG0001598	Lflavo2a003965P1	KAF7398961.1
OG0001598	Lflavo2a003147P1	KAF7393040.1
OG0001599	Lflavo2a002614P1	KAF7393132.1
OG0001600	Lflavo2a007690P1	KAF7394527.1
OG0001601	Lflavo2a005776P1, Lflavo2a005776P2	KAF7385771.1
OG0001602	Lflavo2a008212P1, Lflavo2a008212P2	KAF7404566.1
OG0001603	Lflavo2a008304P1	KAF7407745.1
OG0001604	Lflavo2a004493P3, Lflavo2a004493P4, Lflavo2a004493P1, Lflavo2a004493P2	KAF7382956.1
OG0001605	Lflavo2a004042P1	KAF7391128.1
OG0001605	Lflavo2a004020P1	KAF7391127.1
OG0001606	Lflavo2a001726P4, Lflavo2a001726P2, Lflavo2a001726P1, Lflavo2a001726P3	KAF7386687.1
OG0001607	Lflavo2a000435P1	KAF7402488.1
OG0001608	Lflavo2a005625P1	KAF7391303.1
OG0001609	Lflavo2a012966P1	KAF7407334.1
OG0001610	Lflavo2a003206P4, Lflavo2a003206P1, Lflavo2a003206P3	KAF7382755.1, KAF7382756.1
OG0001611	Lflavo2a011413P1	KAF7380746.1
OG0001612	Lflavo2a004183P1	KAF7385715.1
OG0001614	Lflavo2a003130P1	KAF7398417.1
OG0001615	Lflavo2a006040P1	KAF7382767.1
OG0001616	Lflavo2a005888P1	KAF7401004.1
OG0001617	Lflavo2a001522P1	KAF7383518.1
OG0001618	Lflavo2a003529P1	KAF7412185.1
OG0001619	Lflavo2a009775P1	KAF7394997.1
OG0001620	Lflavo2a011603P1	KAF7405463.1
OG0001620	Lflavo2a011651P1	KAF7405466.1
OG0001621	Lflavo2a011215P1, Lflavo2a011215P2	KAF7394571.1
OG0001622	Lflavo2a014151P1	KAF7396234.1
OG0001623	Lflavo2a009012P1	KAF7380175.1
OG0001624	Lflavo2a011157P1	KAF7392862.1
OG0001625	Lflavo2a013743P2, Lflavo2a013743P1, Lflavo2a013743P3	KAF7381561.1
OG0001626	Lflavo2a002016P1, Lflavo2a002016P2	KAF7387879.1
OG0001627	Lflavo2a002076P1, Lflavo2a002076P2	KAF7379357.1
OG0001628	Lflavo2a010545P1, Lflavo2a010545P2	KAF7400800.1
OG0001629	Lflavo2a000442P1	KAF7407173.1
OG0001630	Lflavo2a010681P1	KAF7379073.1
OG0001632	Lflavo2a006626P1	KAF7382178.1
OG0001633	Lflavo2a000578P1	KAF7394579.1
OG0001636	Lflavo2a006551P1	KAF7402950.1
OG0001637	Lflavo2a011438P1, Lflavo2a011438P2	KAF7379589.1
OG0001638	Lflavo2a013321P1	KAF7411617.1
OG0001639	Lflavo2a014152P1	KAF7382016.1
OG0001640	Lflavo2a002719P4, Lflavo2a002719P3, Lflavo2a002719P1	KAF7411485.1, KAF7411483.1
OG0001641	Lflavo2a002691P1	KAF7402476.1
OG0001642	Lflavo2a010894P1	KAF7392513.1
OG0001643	Lflavo2a001985P1	KAF7386667.1
OG0001644	Lflavo2a004427P1	KAF7412601.1
OG0001645	Lflavo2a002987P1	KAF7381510.1
OG0001646	Lflavo2a002989P1, Lflavo2a002989P2	KAF7393165.1
OG0001647	Lflavo2a009687P1	KAF7407926.1
OG0001648	Lflavo2a013473P1, Lflavo2a013473P2	KAF7383522.1, KAF7383524.1, KAF7383523.1
OG0001649	Lflavo2a013086P1	KAF7386823.1
OG0001650	Lflavo2a012865P1	KAF7384420.1
OG0001651	Lflavo2a013946P2	KAF7405307.1, KAF7405309.1, KAF7405591.1
OG0001652	Lflavo2a008735P1, Lflavo2a008735P2, Lflavo2a008735P4, Lflavo2a008735P3	KAF7407746.1
OG0001653	Lflavo2a011128P1, Lflavo2a011128P2	KAF7382783.1
OG0001655	Lflavo2a013082P1	KAF7392745.1
OG0001656	Lflavo2a010952P1, Lflavo2a010952P2	KAF7408664.1, KAF7408665.1
OG0001657	Lflavo2a002808P1	KAF7378706.1, KAF7378908.1
OG0001658	Lflavo2a005988P4, Lflavo2a005988P3, Lflavo2a005988P5, Lflavo2a005988P1, Lflavo2a005988P2	KAF7381624.1
OG0001659	Lflavo2a005109P1, Lflavo2a005109P2	KAF7386639.1
OG0001660	Lflavo2a005053P1, Lflavo2a005024P1	KAF7388803.1
OG0001662	Lflavo2a003875P1	KAF7400827.1
OG0001663	Lflavo2a010042P1, Lflavo2a010015P1	KAF7408095.1
OG0001665	Lflavo2a007037P1	KAF7407817.1
OG0001667	Lflavo2a000208P2, Lflavo2a000208P1, Lflavo2a000208P3, Lflavo2a000208P4, Lflavo2a000208P5	KAF7408325.1
OG0001669	Lflavo2a008698P1	KAF7393178.1
OG0001670	Lflavo2a004159P1	KAF7384112.1
OG0001671	Lflavo2a008684P1	KAF7395100.1
OG0001672	Lflavo2a007906P1	KAF7412482.1
OG0001673	Lflavo2a008560P1	KAF7408419.1
OG0001674	Lflavo2a008606P1	KAF7408420.1
OG0001675	Lflavo2a010449P1	KAF7380710.1
OG0001677	Lflavo2a007632P1	KAF7408566.1
OG0001678	Lflavo2a002524P1	KAF7389268.1
OG0001679	Lflavo2a000496P1, Lflavo2a000496P2, Lflavo2a000496P4, Lflavo2a000496P5, Lflavo2a000496P3	KAF7398389.1
OG0001680	Lflavo2a006057P3, Lflavo2a006057P4, Lflavo2a006057P2, Lflavo2a006057P1, Lflavo2a006057P5	KAF7408107.1
OG0001681	Lflavo2a012128P1	KAF7387800.1
OG0001682	Lflavo2a002668P1	KAF7391114.1
OG0001683	Lflavo2a006973P1	KAF7380096.1
OG0001684	Lflavo2a006879P1	KAF7412064.1, KAF7412067.1
OG0001685	Lflavo2a005419P3	KAF7411163.1
OG0001686	Lflavo2a003998P1	KAF7407461.1
OG0001687	Lflavo2a005026P1	KAF7392818.1
OG0001688	Lflavo2a012089P1	KAF7400293.1
OG0001689	Lflavo2a002638P1	KAF7378615.1
OG0001690	Lflavo2a007023P1	KAF7378616.1
OG0001691	Lflavo2a011064P1	KAF7381491.1
OG0001692	Lflavo2a005385P1	KAF7396509.1
OG0001693	Lflavo2a012167P1	KAF7398753.1
OG0001695	Lflavo2a001387P1	KAF7398887.1
OG0001696	Lflavo2a004097P1	KAF7385716.1
OG0001697	Lflavo2a008714P1	KAF7378641.1
OG0001698	Lflavo2a011277P1	KAF7401037.1
OG0001699	Lflavo2a011510P1	KAF7388064.1
OG0001700	Lflavo2a011750P1	KAF7392932.1
OG0001701	Lflavo2a013921P1	KAF7398784.1
OG0001702	Lflavo2a011657P12, Lflavo2a011657P14, Lflavo2a011657P2, Lflavo2a011657P4, Lflavo2a011657P10, Lflavo2a011657P11, Lflavo2a011657P1, Lflavo2a011657P7, Lflavo2a011657P8, Lflavo2a011657P5	KAF7408630.1
OG0001703	Lflavo2a014044P1	KAF7386908.1
OG0001704	Lflavo2a013996P1	KAF7398541.1
OG0001706	Lflavo2a008265P1, Lflavo2a008265P2	KAF7404730.1
OG0001707	Lflavo2a003199P1	KAF7400426.1
OG0001708	Lflavo2a002391P1	KAF7389187.1
OG0001709	Lflavo2a010257P1	KAF7408708.1
OG0001710	Lflavo2a004869P1	KAF7408715.1
OG0001711	Lflavo2a010736P2, Lflavo2a010736P3, Lflavo2a010736P1	KAF7408294.1
OG0001713	Lflavo2a002865P1	KAF7396632.1
OG0001714	Lflavo2a001533P2	KAF7408601.1
OG0001715	Lflavo2a002897P3, Lflavo2a002897P1, Lflavo2a002897P2	KAF7407361.1
OG0001716	Lflavo2a007929P1	KAF7392601.1
OG0001717	Lflavo2a013624P1	KAF7408615.1
OG0001721	Lflavo2a006274P1, Lflavo2a006274P2	KAF7412729.1
OG0001722	Lflavo2a006728P1	KAF7405020.1
OG0001723	Lflavo2a001900P1, Lflavo2a001900P2	KAF7384837.1
OG0001724	Lflavo2a008842P1	KAF7408776.1
OG0001725	Lflavo2a004106P1	KAF7400558.1
OG0001726	Lflavo2a005688P1	KAF7388089.1
OG0001727	Lflavo2a010180P1	KAF7405196.1
OG0001728	Lflavo2a002589P1	KAF7386714.1
OG0001728	Lflavo2a002574P1	KAF7386713.1
OG0001728	Lflavo2a002612P1	KAF7386718.1
OG0001728	Lflavo2a002542P1	KAF7386702.1
OG0001729	Lflavo2a008251P1	KAF7392783.1
OG0001730	Lflavo2a001064P1	KAF7398762.1
OG0001731	Lflavo2a013642P1	KAF7411921.1
OG0001733	Lflavo2a000924P1	KAF7381533.1, KAF7381532.1
OG0001734	Lflavo2a009615P2, Lflavo2a009615P3	KAF7381565.1
OG0001735	Lflavo2a001884P1	KAF7408058.1
OG0001736	Lflavo2a007856P1	KAF7402613.1
OG0001737	Lflavo2a009766P4, Lflavo2a009766P2, Lflavo2a009766P3, Lflavo2a009766P1, Lflavo2a009766P5	KAF7405467.1
OG0001738	Lflavo2a013052P1, Lflavo2a013052P2	KAF7392948.1
OG0001739	Lflavo2a005711P3, Lflavo2a005711P2, Lflavo2a005711P1	KAF7384915.1
OG0001741	Lflavo2a004920P1	KAF7399002.1
OG0001742	Lflavo2a010512P1	KAF7382656.1
OG0001743	Lflavo2a010288P1	KAF7396505.1
OG0001745	Lflavo2a009661P6, Lflavo2a009661P1, Lflavo2a009661P4, Lflavo2a009661P5, Lflavo2a009661P2, Lflavo2a009661P3	KAF7402350.1
OG0001746	Lflavo2a007627P1	KAF7385064.1
OG0001747	Lflavo2a004544P1	KAF7396405.1
OG0001748	Lflavo2a000013P1	KAF7400867.1
OG0001749	Lflavo2a006084P1	KAF7388114.1
OG0001750	Lflavo2a004203P1	KAF7398809.1
OG0001750	Lflavo2a003013P1	KAF7391032.1
OG0001751	Lflavo2a010098P1, Lflavo2a010098P2, Lflavo2a010098P3	KAF7391397.1
OG0001752	Lflavo2a006017P1, Lflavo2a006017P2	KAF7388119.1
OG0001753	Lflavo2a009884P1	KAF7396744.1
OG0001754	Lflavo2a012709P1	KAF7400995.1
OG0001755	Lflavo2a003269P1	KAF7411338.1
OG0001756	Lflavo2a008808P2, Lflavo2a008808P1, Lflavo2a008808P3, Lflavo2a008808P4, Lflavo2a008808P5	KAF7408774.1
OG0001757	Lflavo2a006544P1	KAF7412409.1
OG0001758	Lflavo2a000273P1	KAF7407898.1
OG0001759	Lflavo2a002761P1	KAF7384973.1
OG0001759	Lflavo2a002740P1	KAF7384974.1
OG0001760	Lflavo2a006449P1	KAF7387776.1, KAF7387775.1
OG0001760	Lflavo2a006436P1	KAF7387778.1
OG0001761	Lflavo2a003252P1	KAF7382757.1
OG0001761	Lflavo2a004507P2, Lflavo2a004507P1, Lflavo2a004507P3	KAF7382760.1
OG0001762	Lflavo2a007123P1	KAF7407730.1
OG0001763	Lflavo2a006337P1, Lflavo2a006337P2	KAF7390950.1
OG0001764	Lflavo2a010698P4, Lflavo2a010698P2, Lflavo2a010698P1, Lflavo2a010698P3	KAF7400733.1
OG0001765	Lflavo2a011567P1	KAF7388059.1
OG0001767	Lflavo2a003626P1, Lflavo2a003632P1, Lflavo2a003647P1, Lflavo2a001521P1, Lflavo2a001507P1	KAF7390967.1, KAF7390966.1, KAF7390964.1, KAF7390965.1
OG0001768	Lflavo2a008966P1	KAF7408781.1
OG0001769	Lflavo2a004282P1, Lflavo2a004282P2	KAF7404737.1
OG0001770	Lflavo2a003286P1	KAF7412746.1
OG0001771	Lflavo2a003375P1, Lflavo2a003375P2, Lflavo2a003375P3	KAF7411360.1
OG0001772	Lflavo2a003570P1	KAF7411526.1
OG0001773	Lflavo2a002646P1, Lflavo2a011267P1	KAF7385122.1
OG0001774	Lflavo2a001112P1	KAF7398504.1
OG0001775	Lflavo2a013991P1	KAF7398780.1, KAF7398782.1
OG0001776	Lflavo2a013705P1	KAF7389292.1
OG0001777	Lflavo2a001598P1	KAF7391213.1
OG0001778	Lflavo2a012072P1	KAF7385823.1
OG0001779	Lflavo2a012388P1	KAF7396675.1
OG0001780	Lflavo2a005794P2	KAF7385773.1
OG0001781	Lflavo2a007450P1	KAF7402888.1
OG0001782	Lflavo2a000765P1	KAF7382156.1
