Orthogroup	Liostenogaster_flavolineata	Nasonia_vitripennis
OG0000326	Lflavo2a003481P1	XP_032456846.1, XP_032456847.1, XP_031788645.1, XP_031788646.1, XP_031788647.1, XP_031788648.1, XP_031788649.1, XP_031788650.1, XP_031788651.1, XP_032456843.1, XP_032456844.1, XP_031788652.1, XP_032456845.1
OG0000327	Lflavo2a012903P1	XP_031784409.1, XP_008211654.1, XP_031784408.1, XP_031784411.1, XP_031784410.1, XP_031784413.1, XP_031784412.1, XP_032455764.1, XP_032455765.1
OG0000328	Lflavo2a001877P1	XP_016844754.1, XP_016844753.1, XP_016844755.1, XP_016844751.1, XP_016844752.1, XP_032456604.1, XP_032456605.1, XP_016844757.1, XP_031788108.1, XP_008217110.1, XP_008217113.1, XP_032456606.1, XP_031788110.1, XP_031788111.1, XP_031788113.1, XP_031788109.1, XP_016844756.1
OG0000329	Lflavo2a013830P4, Lflavo2a013830P2, Lflavo2a013830P5, Lflavo2a013830P1, Lflavo2a013830P3	XP_003424503.1, XP_016844838.1, XP_016844837.1, XP_032456599.1, XP_001608049.2, XP_008217153.1, XP_016844836.1, XP_032456595.1, XP_032456596.1, XP_032456597.1
OG0000330	Lflavo2a008686P2, Lflavo2a008686P3, Lflavo2a008686P10, Lflavo2a008686P8, Lflavo2a008686P5, Lflavo2a008686P1, Lflavo2a008686P9	XP_031787311.1, XP_031787310.1, XP_031787306.1, XP_031787307.1, XP_031787308.1, XP_031787309.1
OG0000331	Lflavo2a012234P1	XP_031777058.1, XP_031777059.1, XP_032451845.1
OG0000332	Lflavo2a014082P1, Lflavo2a014082P2	XP_031785221.1, XP_031785226.1, XP_031785224.1, XP_032454950.1, XP_032454952.1, XP_031785223.1, XP_031785220.1, XP_032454949.1, XP_031785222.1, XP_031785225.1, XP_032454951.1
OG0000333	Lflavo2a003316P1	XP_031785193.1, XP_031785194.1, XP_032455603.1, XP_001606157.2, XP_008205568.1, XP_032455604.1
OG0000335	Lflavo2a010355P1	XP_016839726.1, XP_016839725.1, XP_016839724.1, XP_008203483.1, XP_016839723.1
OG0000336	Lflavo2a011690P1, Lflavo2a011690P2	XP_032453641.1, XP_032453637.1, XP_031789444.1, XP_031789438.1, XP_031789439.1, XP_031789440.1, XP_031789443.1, XP_031789441.1
OG0000338	Lflavo2a000299P4, Lflavo2a000299P3, Lflavo2a000299P1, Lflavo2a000299P2	XP_016844517.1, XP_016844518.1, XP_031784120.1, XP_031784118.1, XP_031784117.1, XP_031784119.1, XP_031784110.1, XP_031784111.1, XP_031784112.1, XP_031784113.1, XP_032457824.1, XP_032457825.1, XP_031784116.1, XP_032457826.1
OG0000339	Lflavo2a003050P1	XP_008213925.1, XP_016844616.1, XP_016844617.1, XP_008213927.1, XP_008213930.1, XP_031779457.1, XP_003427942.1
OG0000340	Lflavo2a009752P1	XP_031784492.1, XP_031784497.1, XP_031784498.1, XP_031784480.1, XP_031784482.1, XP_031784483.1, XP_031784484.1, XP_031784485.1, XP_031784486.1, XP_031784487.1, XP_031784488.1, XP_031784489.1, XP_031784490.1, XP_031784491.1, XP_031784494.1, XP_032455245.1, XP_032455246.1, XP_031784495.1, XP_031784496.1, XP_031784493.1, XP_032455247.1
OG0000341	Lflavo2a009185P1	XP_032457631.1, XP_032457633.1, XP_016843699.1, XP_016843697.1, XP_016843694.1, XP_016843701.1, XP_016843698.1, XP_032457632.1, XP_032457634.1, XP_016843700.1, XP_031781468.1
OG0000342	Lflavo2a002583P1, Lflavo2a002583P2, Lflavo2a002583P3	XP_031784686.1, XP_031784687.1, XP_031784679.1, XP_031784680.1, XP_031784682.1, XP_031784683.1, XP_031784684.1, XP_031784685.1, XP_031784688.1, XP_031784689.1, XP_031784681.1, XP_031784677.1, XP_031784678.1
OG0000343	Lflavo2a013831P1	XP_008203039.1, XP_008203037.1, XP_008203038.1, XP_008203036.1, XP_003425481.1
OG0000344	Lflavo2a011562P2, Lflavo2a011562P1, Lflavo2a011562P6, Lflavo2a011562P5, Lflavo2a011562P4, Lflavo2a011562P3	XP_032456365.1, XP_032456366.1, XP_032456363.1, XP_032456364.1, XP_032456361.1, XP_032456359.1, XP_003426710.1, XP_032456362.1, XP_008207365.1, XP_032456360.1, XP_031787398.1, XP_031787399.1, XP_031787401.1
OG0000345	Lflavo2a003148P1, Lflavo2a003148P10, Lflavo2a003148P4, Lflavo2a003148P5, Lflavo2a003148P9, Lflavo2a003148P8, Lflavo2a003148P12, Lflavo2a003148P15, Lflavo2a003148P21, Lflavo2a003148P25, Lflavo2a003148P22, Lflavo2a003148P11, Lflavo2a003148P3, Lflavo2a003148P13, Lflavo2a003148P6, Lflavo2a003148P24, Lflavo2a003148P19, Lflavo2a003148P16, Lflavo2a003148P26, Lflavo2a003148P2, Lflavo2a003148P7, Lflavo2a003148P23, Lflavo2a003148P14, Lflavo2a003148P20, Lflavo2a003148P18	XP_003424082.1, XP_016837459.1
OG0000346	Lflavo2a003179P1	XP_008202560.1, XP_031778103.1, XP_031778104.1, XP_031778105.1, XP_031778106.1, XP_032451765.1, XP_032451766.1, XP_032451767.1, XP_032451768.1, XP_032451769.1, XP_031778107.1, XP_031778108.1, XP_031778109.1, XP_031778110.1, XP_008202557.1, XP_008202561.1
OG0000347	Lflavo2a000194P1	XP_032455105.1, XP_032455099.1, XP_032455101.1, XP_031785281.1, XP_008211949.1, XP_031785280.2, XP_032455102.1, XP_032455103.1, XP_032455104.1
OG0000348	Lflavo2a012243P1	XP_031785715.1, XP_031785717.1, XP_031785718.1, XP_031785719.1, XP_032455827.1, XP_031785721.1, XP_031785722.1, XP_032455829.1, XP_031785720.1, XP_032455828.1, XP_031785725.1, XP_032455830.1, XP_032455832.1, XP_032455833.1, XP_032455831.1, XP_031785723.1, XP_031785726.1
OG0000349	Lflavo2a001705P1, Lflavo2a001693P1	XP_008202464.1, XP_003425431.1, XP_031777478.1, XP_031777479.1, XP_031777481.1, XP_032457317.1, XP_008202466.1, XP_032457318.1
OG0000350	Lflavo2a012825P1, Lflavo2a012825P2	XP_031783372.1, XP_031783370.1, XP_031783369.1, XP_031783373.1, XP_008206412.1, XP_031783363.1, XP_031783365.1, XP_031783367.1, XP_031783368.1
OG0000351	Lflavo2a011126P1	XP_003424892.1, XP_001604260.2, XP_008210525.1, XP_031780307.1, XP_031780308.1, XP_032452347.1, XP_008210536.1, XP_032452348.1
OG0000352	Lflavo2a002240P1, Lflavo2a000046P4, Lflavo2a000046P3, Lflavo2a000046P1, Lflavo2a000046P2	XP_032455258.1, XP_031784795.1, XP_031784793.1, XP_031784791.1, XP_031784790.1, XP_031784792.1, XP_031784794.1
OG0000353	Lflavo2a003625P1	XP_001603344.2, XP_008216908.1, XP_031787531.1, XP_008216904.1, XP_008216905.1, XP_032455998.1, XP_032455999.1, XP_008216907.1, XP_031787532.1
OG0000354	Lflavo2a013869P1	XP_001605471.2, XP_008206368.1, XP_008206370.1, XP_031783422.1
OG0000355	Lflavo2a008933P1	XP_001603053.2, XP_016843896.1, XP_031786230.1, XP_032454799.1, XP_032454800.1, XP_032454801.1, XP_032454802.1, XP_032454803.1, XP_032454805.1, XP_032454806.1, XP_032454807.1, XP_032454808.1, XP_032454809.1, XP_032454810.1, XP_032454811.1
OG0000356	Lflavo2a005267P1	XP_003424885.1
OG0000356	Lflavo2a013549P1	XP_003428202.1, XP_008214870.1, XP_016845279.1
OG0000357	Lflavo2a013226P1	XP_016839272.1, XP_016839273.1, XP_016839275.1, XP_016839277.1, XP_016839279.1, XP_031783131.1, XP_031783132.1, XP_031783134.1, XP_031783135.1, XP_031783136.1, XP_031783137.1, XP_031783138.1, XP_031783139.1, XP_031783140.1, XP_031783141.1, XP_031783142.1, XP_032453949.1
OG0000359	Lflavo2a001509P1	XP_003425682.1, XP_008203561.1, XP_008203562.1, XP_008203563.1, XP_008203564.1, XP_016839188.1, XP_032454103.1, XP_032454104.1, XP_032454105.1, XP_032454106.1
OG0000360	Lflavo2a007569P1	XP_001601673.2, XP_032457584.1, XP_016836811.1, XP_016836812.1, XP_016836813.1, XP_016836810.1, XP_016836809.1, XP_032457578.1
OG0000361	Lflavo2a009108P1	XP_031788048.1, XP_032456056.1, XP_031788050.1, XP_032456055.1
OG0000363	Lflavo2a002167P1, Lflavo2a012532P1	XP_008203202.1, XP_031785250.1, XP_008203197.1, XP_016842757.1, XP_016842758.1, XP_016842756.1, XP_031785252.1, XP_031785251.1, XP_008203201.2, XP_008203203.1, XP_008203198.1, XP_031785248.1, XP_031785249.1
OG0000364	Lflavo2a008772P2, Lflavo2a008772P1, Lflavo2a008772P3	XP_031779490.1, XP_016844670.1, XP_032452558.1, XP_008214059.1, XP_016844669.1, XP_031779489.1
OG0000365	Lflavo2a013400P1	XP_008207793.1, XP_008207803.1, XP_032452722.1, XP_032452723.1, XP_008207780.1, XP_008207787.1
OG0000366	Lflavo2a013448P1, Lflavo2a013448P2	XP_001602532.1, XP_008214424.1, XP_031778387.1, XP_031778389.1, XP_031778390.1, XP_031778391.1, XP_031778392.1, XP_031778393.1, XP_031778395.1, XP_032452958.1
OG0000367	Lflavo2a002485P1	XP_016840044.1, XP_016840038.1, XP_031783111.1, XP_032454406.1, XP_003426087.1, XP_016840036.1, XP_016840040.1, XP_016840037.1, XP_016840043.1, XP_031783112.1, XP_016840039.1, XP_016840041.1
OG0000368	Lflavo2a013973P1	XP_031789420.1, XP_031789422.1, XP_031789414.1, XP_031789415.1, XP_031789416.1, XP_031789417.1, XP_031789418.1, XP_031789419.1, XP_031789421.1, XP_031789423.1, XP_031789424.1
OG0000369	Lflavo2a010104P1, Lflavo2a010104P2, Lflavo2a010104P4, Lflavo2a010104P3	XP_001603032.2, XP_008212304.1, XP_008206476.1, XP_008206472.1, XP_008206473.1, XP_032454291.1, XP_008206477.1, XP_032454289.1, XP_032454290.1
OG0000370	Lflavo2a007113P1	XP_031779508.1, XP_032452592.1
OG0000370	Lflavo2a007043P1	XP_031779509.1, XP_016842582.1, XP_016842583.1, XP_016842584.1
OG0000371	Lflavo2a000808P1	XP_031780219.1, XP_031780218.1, XP_008204218.1, XP_008204224.1, XP_031780220.1
OG0000372	Lflavo2a003017P13, Lflavo2a003017P15, Lflavo2a003017P5, Lflavo2a003017P2, Lflavo2a003017P7, Lflavo2a003017P1, Lflavo2a003017P10, Lflavo2a003017P14, Lflavo2a003017P6, Lflavo2a003017P8	XP_031779584.1, XP_031779579.1, XP_031779581.1, XP_031779582.1, XP_031779583.1
OG0000373	Lflavo2a003271P1	XP_031787613.1, XP_031787611.1, XP_032456472.1, XP_031787610.1, XP_031787607.1, XP_031787608.1, XP_031787609.1, XP_032456471.1, XP_031787612.1
OG0000374	Lflavo2a006619P1	XP_008204754.1, XP_008204749.1, XP_008204750.1, XP_016838229.1, XP_032452078.1, XP_008204751.1, XP_008204752.1, XP_031778599.1
OG0000375	Lflavo2a001075P1	XP_008217013.1, XP_031776892.1, XP_032457890.1, XP_001600309.1, XP_031776890.1
OG0000376	Lflavo2a013181P1	XP_008203444.3, XP_016840072.1, XP_008203445.1, XP_001601938.2, XP_016840071.1, XP_003425657.1, XP_008203443.1
OG0000377	Lflavo2a009348P1	XP_031786100.1, XP_031786101.1, XP_031786098.1, XP_031786093.1, XP_031786092.1, XP_032454674.1, XP_032454675.1, XP_032454672.1, XP_032454673.1, XP_016845176.2, XP_031786099.1, XP_031786096.1, XP_031786095.1, XP_031786097.1
OG0000379	Lflavo2a002621P1, Lflavo2a002621P2	XP_032456436.1, XP_031787172.1, XP_031787173.1, XP_031787174.1, XP_031787175.1, XP_032456435.1, XP_031787170.1, XP_031787171.1
OG0000380	Lflavo2a013580P1	XP_001600607.1, XP_001601290.2, XP_001601068.1, XP_016845241.1, XP_032454741.1, XP_032454742.1, XP_032454743.1, XP_001601182.1
OG0000381	Lflavo2a006171P1	XP_032454671.1, NP_001166018.1, NP_001166019.1, XP_008211968.1, XP_016841998.1
OG0000382	Lflavo2a007442P1, Lflavo2a007442P2	XP_008207142.2, XP_016838397.2, XP_032453287.1, XP_003424845.2, XP_003424847.2, XP_016838396.2, XP_032453286.1, XP_008207153.2, XP_008207145.2
OG0000383	Lflavo2a002891P1	XP_031785233.1, XP_016842081.1, XP_016842082.1, XP_016842083.1, XP_016842084.1, XP_016842086.1, XP_031785228.1, XP_031785229.1, XP_031785230.1, XP_031785231.1, XP_031785232.1
OG0000384	Lflavo2a001972P1	XP_031785412.1, XP_008205533.1, XP_032455611.1, XP_016840904.1, XP_031785413.1, XP_031785411.1, XP_031785414.1, XP_031785415.1
OG0000385	Lflavo2a010574P1	NP_001128398.1, XP_031778327.1, XP_031778326.1, XP_031778320.1, XP_031778321.1, XP_031778322.1, XP_031778323.1, XP_031778324.1, XP_031778325.1, XP_032452168.1, XP_032452169.1, XP_032452170.1
OG0000386	Lflavo2a002177P1	XP_008208243.1, XP_016836714.1, XP_031776626.1, XP_031776628.1, XP_032451824.1, XP_032451825.1, XP_032451826.1, XP_032451827.1, XP_032451828.1, XP_032451829.1
OG0000387	Lflavo2a006376P1	XP_008217664.1, XP_008217665.1, XP_016837590.1, XP_016837591.1, XP_016837592.1, XP_016837593.1, XP_016837594.1, XP_031780447.1, XP_031780448.1, XP_031780449.1, XP_031780450.1, XP_032452354.1, XP_032452355.1, XP_032452356.1, XP_032452357.1, XP_032452358.1, XP_032452359.1, XP_032452360.1, XP_032452361.1, XP_032452362.1, XP_032452363.1
OG0000389	Lflavo2a008208P1	XP_032453864.1, XP_031783774.1, XP_032453861.1, XP_031783776.1, XP_016839125.1, XP_016839124.1, XP_032453865.1, XP_031783777.1, XP_031783775.1, XP_032453862.1
OG0000391	Lflavo2a004246P1	XP_016844947.2, XP_031788131.1
OG0000392	Lflavo2a004403P1, Lflavo2a004403P2, Lflavo2a004403P3, Lflavo2a004403P8, Lflavo2a004403P10, Lflavo2a004403P6, Lflavo2a004403P5, Lflavo2a004403P7, Lflavo2a004403P4, Lflavo2a004403P9	XP_032453157.1, XP_008209582.1, XP_003427104.1, XP_016837486.1, XP_016837484.1, XP_032453156.1, XP_016837485.1, XP_032453155.1, XP_016837482.1, XP_016837483.1
OG0000393	Lflavo2a000853P1	XP_001604983.1, XP_001605005.1, XP_003425264.1, XP_008201769.1, XP_008201770.1, XP_008201771.1, XP_008201772.1, XP_032456082.1, XP_032456083.1, XP_032456084.1, XP_032456085.1, XP_032456086.1, XP_032456087.1, XP_032456088.1, XP_032456089.1, XP_032456090.1, XP_032456091.1, XP_032456092.1, XP_032456093.1
OG0000394	Lflavo2a010003P1	XP_031779206.1, XP_031779207.1, XP_032452605.1, XP_032452606.1
OG0000395	Lflavo2a007762P1	XP_031784214.1, XP_032457855.1, XP_032457857.1, XP_031784216.1, XP_031784215.1, XP_032457856.1
OG0000396	Lflavo2a011034P1	XP_008217280.2, XP_016844760.1, XP_032456610.1, XP_032456611.1, XP_032456612.1, XP_032456608.1, XP_032456609.1, XP_031788120.1, XP_031788114.1, XP_031788115.1, XP_031788116.1, XP_031788117.1, XP_031788118.1, XP_031788119.1
OG0000397	Lflavo2a005254P4, Lflavo2a005254P3, Lflavo2a005254P1, Lflavo2a005254P5, Lflavo2a005254P2	XP_001604214.2, XP_008210388.1, XP_008210389.1
OG0000398	Lflavo2a011466P1	XP_031776809.1, XP_032451883.1, XP_032451884.1, XP_032451885.1, XP_016841475.1, XP_016841472.1, XP_031776807.1, XP_031776808.1, XP_032451881.1, XP_032451882.1
OG0000399	Lflavo2a007149P1	XP_031780774.1, XP_032452755.1, XP_032452754.1, XP_031780772.1, XP_032452753.1, XP_016837634.1, XP_031780773.1
OG0000400	Lflavo2a001102P1, Lflavo2a001102P2, Lflavo2a001102P3	XP_031781973.1, XP_031781976.1, XP_008213657.2, XP_008213661.2, XP_031781974.1, XP_031781975.1, XP_032454415.1, XP_031781972.1, XP_031781969.1, XP_031781971.1, XP_031781970.1, XP_032454416.1, XP_031781968.1, XP_016839692.2, XP_031781977.1
OG0000401	Lflavo2a007869P1	NP_001153430.1, NP_001153431.1, XP_031788491.1, XP_031788493.1, XP_032455909.1, XP_032455910.1, XP_032455911.1, XP_032455912.1, XP_031788484.1, XP_031788485.1, XP_031788486.1, XP_031788487.1, XP_031788488.1, XP_032455907.1, XP_032455908.1
OG0000402	Lflavo2a006928P2, Lflavo2a006928P1, Lflavo2a006928P4	XP_031779728.1, XP_016838617.1, XP_031779729.1, XP_031779726.1, XP_031779727.1, XP_031779730.1, XP_031779733.1, XP_031779734.1, XP_031779732.1, XP_031779731.1, XP_032452895.1
OG0000403	Lflavo2a000802P4, Lflavo2a000802P2, Lflavo2a000802P3, Lflavo2a000802P1, Lflavo2a000802P5	XP_031779535.1, XP_031779541.1, XP_031779539.1, XP_031779538.1, XP_031779540.1, XP_031779542.1, XP_031779537.1, XP_031779536.1, XP_031779534.1
OG0000404	Lflavo2a008274P1, Lflavo2a008355P1	NP_001177463.1, NP_001177466.1, XP_031786745.1, NP_001164461.1, XP_032452205.1, NP_001177464.1, NP_001177465.1
OG0000405	Lflavo2a005937P1	XP_016839203.1, XP_008203509.1, XP_016839201.1, XP_016839194.1, XP_016839196.1, XP_016839197.1, XP_016839198.1, XP_032453885.1, XP_032453886.1, XP_016839200.1, XP_032453887.1, XP_032453888.1
OG0000406	Lflavo2a002978P1	XP_001604204.2, XP_032453565.1, XP_003425364.1
OG0000406	Lflavo2a002990P1	XP_001603938.2, XP_031778644.1, XP_032453566.1
OG0000406	Lflavo2a002957P1	NP_001153410.1, NP_001153411.1
OG0000407	Lflavo2a011334P1, Lflavo2a011334P2	XP_031778232.1, XP_031778233.1, XP_031778234.1
OG0000408	Lflavo2a002456P1, Lflavo2a002456P2, Lflavo2a002456P4, Lflavo2a002456P7, Lflavo2a002456P11, Lflavo2a002456P6, Lflavo2a002456P9, Lflavo2a002456P12, Lflavo2a002456P3, Lflavo2a002456P8, Lflavo2a002456P10, Lflavo2a002456P5	XP_031780098.1, XP_031780099.1, XP_031780100.1, XP_031780101.1
OG0000409	Lflavo2a010797P3, Lflavo2a010797P17, Lflavo2a010797P18, Lflavo2a010797P16, Lflavo2a010797P10, Lflavo2a010797P9, Lflavo2a010797P14, Lflavo2a010797P12, Lflavo2a010797P11, Lflavo2a010797P5, Lflavo2a010797P15, Lflavo2a010797P2, Lflavo2a010797P4, Lflavo2a010797P7	XP_001602258.1
OG0000410	Lflavo2a007055P1	XP_008214843.1, XP_008214840.1, XP_032455184.1, XP_032455185.1, XP_032455181.1, XP_032455182.1, XP_032455183.1, XP_032455188.1, XP_032455186.1, XP_032455187.1, XP_032455190.1, XP_016845407.1, XP_032455189.1
OG0000412	Lflavo2a005199P1, Lflavo2a005199P2	XP_016843093.1, XP_001606273.2, XP_008202815.1, XP_016843089.1, XP_031777936.1
OG0000413	Lflavo2a006715P1	XP_031789405.1, XP_031789406.1, XP_031789403.1, XP_031789404.1, XP_032453716.1, XP_031789401.1, XP_031789399.1, XP_031789402.1, XP_031789400.1
OG0000414	Lflavo2a010827P5, Lflavo2a010827P7, Lflavo2a010827P4, Lflavo2a010827P6, Lflavo2a010827P1, Lflavo2a010827P2	XP_016841269.1, XP_001601738.2, XP_016841270.1, XP_016841271.1, XP_016841267.1, XP_032456800.1, XP_032456799.1
OG0000415	Lflavo2a006909P5, Lflavo2a006909P1, Lflavo2a006909P4, Lflavo2a006909P3, Lflavo2a006909P2, Lflavo2a006909P6	XP_016845564.2, XP_031785936.1, XP_031785946.1, XP_031785933.1, XP_008210968.2, XP_008210971.1, XP_016845567.1, XP_016845566.1
OG0000416	Lflavo2a007655P1, Lflavo2a007665P1	XP_016841208.1, XP_032456895.1, XP_016841217.1, XP_016841214.1, XP_031787088.1, XP_032456896.1, XP_031787091.1, XP_031787086.1, XP_032456893.1, XP_031787081.1, XP_031787090.1, XP_031787089.1, XP_032456897.1, XP_032456898.1, XP_016841215.1, XP_031787082.1, XP_031787084.1, XP_031787083.1
OG0000417	Lflavo2a002064P1, Lflavo2a002061P1	XP_008212585.1, XP_008212586.1, XP_008212587.1, XP_008212588.1
OG0000419	Lflavo2a010167P1	XP_003428113.1, XP_003428114.1
OG0000419	Lflavo2a009524P1, Lflavo2a009563P1	XP_032456547.1
OG0000420	Lflavo2a000124P1, Lflavo2a000124P2	XP_008214086.1, XP_008214082.1, XP_008214083.1, XP_008214084.1, XP_016838269.1, XP_031779960.1, XP_008214085.1, XP_032453018.1, XP_032453019.1, XP_032453020.1, XP_003427974.1, XP_016838270.1, XP_032453016.1, XP_032453017.1, XP_032453021.1, XP_031779961.1, XP_031779962.1
OG0000421	Lflavo2a003345P1, Lflavo2a003345P2, Lflavo2a003345P3	XP_001605264.2, XP_008211459.1, XP_016840490.1
OG0000422	Lflavo2a004679P1	XP_003427519.1
OG0000422	Lflavo2a004640P2, Lflavo2a004640P1	XP_031785452.1
OG0000423	Lflavo2a004886P1, Lflavo2a004886P2, Lflavo2a004886P3, Lflavo2a004886P4	XP_032454408.1, XP_016840085.1, XP_016840082.1, XP_016840083.1, XP_016840084.1, XP_008213347.1, XP_032454407.1
OG0000424	Lflavo2a001180P1	XP_001604513.2, XP_003425042.1, XP_008216456.1, XP_008216464.1, XP_031784029.1, XP_008216440.1
OG0000425	Lflavo2a011638P1, Lflavo2a011638P2	XP_031788353.1, XP_031788354.1, XP_031788355.1, XP_032456963.1, XP_032456964.1, XP_032456965.1, XP_008215933.1, XP_032456966.1, XP_032456967.1, XP_032456968.1, XP_032456969.1, XP_032456970.1, XP_032456971.1, XP_031788356.1
OG0000426	Lflavo2a003967P1	XP_016843447.1, XP_008208409.1, XP_016843446.1, XP_031785487.1, XP_032455730.1, XP_016843442.2, XP_016843443.2, XP_008208411.1, XP_008208412.1, XP_032455733.1, XP_031785489.1, XP_016843444.1, XP_032455732.1, XP_016843445.1
OG0000427	Lflavo2a007393P1, Lflavo2a007393P2	XP_031779887.1, XP_031779895.1, XP_031779898.1, XP_031779899.1, XP_031779900.1, XP_032457390.1, XP_032457391.1, XP_032457392.1, XP_032457393.1, XP_032457394.1, XP_031779886.1, XP_031779888.1, XP_031779890.1, XP_031779892.1, XP_031779891.1, XP_031779901.1, XP_031779893.1, XP_031779894.1, XP_031779889.1
OG0000428	Lflavo2a012567P1, Lflavo2a012567P2	XP_008208165.1, XP_016845650.1, XP_031785889.1, XP_016845652.1, XP_032458172.1, XP_016845651.1
OG0000429	Lflavo2a008728P2, Lflavo2a008728P1, Lflavo2a008728P3	XP_016839665.1, XP_016839667.1
OG0000430	Lflavo2a000059P1	XP_008216254.1, NP_001164403.1, XP_008216116.1, XP_008216117.1, XP_016836991.1, XP_032452184.1, XP_032452183.1, XP_008216118.1, XP_032452186.1, XP_032452187.1, XP_032452188.1, XP_032452185.1
OG0000431	Lflavo2a011768P1	XP_031783530.1, XP_031783531.1, XP_032454165.1, XP_016839900.1, XP_016839901.1, XP_016839899.1, XP_016839896.1, XP_016839897.1
OG0000432	Lflavo2a007125P1, Lflavo2a007125P2, Lflavo2a010389P1	XP_031786527.1, XP_032455155.1, XP_032455156.1, XP_032455157.1, XP_032455153.1, XP_031786524.1, XP_031786525.1, XP_031786526.1, XP_032455154.1
OG0000433	Lflavo2a012230P1	XP_016844911.1, XP_016844912.1, XP_016844913.1, XP_016844915.1, XP_032451839.1, XP_032451840.1, XP_016844916.1, XP_016844918.1, XP_016844917.1, XP_032451841.1
OG0000434	Lflavo2a014069P1, Lflavo2a014069P2	XP_031785739.1, XP_016843540.1, XP_032455834.1, XP_032455835.1, XP_032455836.1, XP_016843539.2, XP_031785736.1, XP_031785737.1, XP_031785738.1, XP_032455838.1, XP_008208709.2, XP_008208711.2, XP_016843541.2, XP_008208708.2, XP_032455837.1
OG0000435	Lflavo2a011427P1, Lflavo2a011427P2	XP_032454006.1, XP_032454008.1, XP_016840128.1, XP_032454007.1, XP_031783516.1, XP_032454004.1, XP_032454005.1, XP_008205122.1, XP_016840124.1, XP_016840125.1, XP_016840126.1, XP_016840127.1
OG0000436	Lflavo2a007255P1, Lflavo2a007255P2	XP_008204673.1, XP_031783585.1, XP_016840225.1
OG0000437	Lflavo2a000157P1, Lflavo2a000157P2	XP_008213691.1, XP_032453673.1, XP_031782519.1, XP_031782520.1, XP_031782521.1, XP_032453670.1, XP_032453671.1, XP_032453672.1, XP_031782522.1, XP_031782523.1
OG0000439	Lflavo2a010582P1	XP_001604056.2, XP_016844031.1, XP_003427340.1, XP_032455041.1
OG0000440	Lflavo2a007362P1	XP_031783724.1, XP_032454384.1, XP_032454385.1, XP_008204499.1, XP_008204503.1, XP_016839792.1, XP_016839795.1, XP_031783727.1, XP_031783728.1, XP_031783729.1, XP_031783730.1, XP_032454383.1, XP_032454382.1, XP_032454380.1, XP_032454381.1
OG0000441	Lflavo2a004523P1, Lflavo2a004523P2	XP_031789309.1, XP_031789310.1, XP_032457272.1, XP_016844569.2, XP_031789305.1, XP_031789306.1, XP_031789307.1, XP_031789308.1, XP_032457271.1
OG0000442	Lflavo2a009869P1	XP_031785706.1, XP_031785707.1, XP_031785708.1, XP_031785710.1, XP_001600432.2, XP_032455010.1, XP_031785704.1, XP_032455008.1, XP_031785699.1, XP_031785700.1, XP_031785701.1, XP_031785702.1, XP_031785705.1, XP_032455011.1, XP_032455012.1
