Orthogroup	Liostenogaster_flavolineata	Apis_mellifera
OG0000822	Lflavo2a003748P1	XP_003250969.2, XP_006565596.1, XP_003250675.2, XP_006565597.1
OG0000823	Lflavo2a006968P1, Lflavo2a006968P2	XP_003251099.1, XP_003251100.1, XP_006567859.1, XP_016767628.1, XP_016767629.1
OG0000824	Lflavo2a000151P1	XP_006558279.1, XP_006558280.1, XP_016768969.1, XP_016768968.1, XP_016768970.1
OG0000825	Lflavo2a000436P1, Lflavo2a000436P2	XP_006558552.2, XP_006558553.2, XP_006558551.2, XP_006558549.2, XP_016771261.2, XP_006558550.2
OG0000826	Lflavo2a004932P1	XP_016768758.1, XP_016768759.1
OG0000827	Lflavo2a009501P1	XP_006558726.1, XP_006558728.1, XP_016767303.1, XP_016767304.1, XP_006558730.1
OG0000828	Lflavo2a012157P1	XP_006559285.1
OG0000829	Lflavo2a013703P1	XP_016772614.1, XP_006559430.1, XP_006559431.1
OG0000830	Lflavo2a014067P1	XP_006559970.2, XP_006559965.2, XP_006559973.2, XP_026298864.1, XP_026298865.1, XP_026298866.1, XP_026298862.1, XP_026298859.1, XP_026298860.1, XP_026298861.1, XP_026298863.1
OG0000831	Lflavo2a005483P1, Lflavo2a003608P1	XP_006560073.1, XP_006560074.1, XP_026300815.1, XP_026300816.1, XP_026300817.1, XP_623977.2
OG0000832	Lflavo2a006962P1, Lflavo2a009871P1	XP_006560472.1, XP_026300515.1, XP_026300516.1
OG0000833	Lflavo2a001672P1	XP_016766663.1, XP_006560988.1, XP_006560991.1, XP_016766662.1
OG0000834	Lflavo2a003019P10	XP_006561081.1, XP_006561082.1, XP_026301325.1
OG0000835	Lflavo2a006500P1	XP_006561341.1, XP_006561342.1
OG0000836	Lflavo2a011056P1	XP_006561692.1, XP_006561694.1
OG0000837	Lflavo2a013722P1	XP_006561895.1, XP_006561894.1, XP_006561896.1, XP_392535.3, XP_016769385.1
OG0000838	Lflavo2a003250P1	XP_006561913.1, XP_006561912.1, XP_006561914.1, XP_006561915.1
OG0000839	Lflavo2a005444P1	XP_016767727.2, XP_006562223.2, XP_006562224.2, XP_006562225.2, XP_006562228.2, XP_016767723.2, XP_016767724.2, XP_016767725.2, XP_016767726.2
OG0000840	Lflavo2a010469P1, Lflavo2a009931P1	XP_006562243.2, XP_006562242.2, XP_006562244.2, XP_006562249.2, XP_006562245.2, XP_006562246.2, XP_006562247.2
OG0000841	Lflavo2a002855P1	XP_016770020.1, XP_006562950.1, XP_006562951.1
OG0000842	Lflavo2a006577P1	XP_006563113.2, XP_006563111.2, XP_006563110.2
OG0000843	Lflavo2a013676P1	XP_624414.2, XP_006564625.1, XP_016768936.1, XP_016768935.1, XP_016768937.1, XP_016768938.1
OG0000844	Lflavo2a011398P1	XP_006565924.2, XP_006565925.2, XP_016766375.2, XP_006565926.2
OG0000845	Lflavo2a014092P1, Lflavo2a014092P2	XP_006566436.2, XP_026299416.1
OG0000846	Lflavo2a011344P1	XP_016770623.2, XP_006566547.1, XP_006566548.1, XP_392781.4, XP_016770624.1
OG0000847	Lflavo2a008293P1	XP_016770734.1, XP_006566702.1, XP_006566701.1
OG0000848	Lflavo2a004658P1	XP_006567226.1, XP_006567227.1, XP_006567228.1, XP_394474.4, XP_016767292.1, XP_026296147.1
OG0000849	Lflavo2a002598P1	XP_006567292.1, XP_006567290.1, XP_006567291.1, XP_394482.4
OG0000850	Lflavo2a006947P1, Lflavo2a006947P2	XP_026296563.1, XP_026296564.1, XP_006567892.1, XP_006567895.1, XP_006567893.1, XP_392370.3, XP_026296562.1, XP_006567890.1
OG0000851	Lflavo2a012872P1	XP_006568028.1, XP_006568029.1
OG0000852	Lflavo2a012964P1, Lflavo2a012964P2	XP_006568356.1, XP_016768495.1, XP_016768496.1, XP_016768497.1
OG0000853	Lflavo2a005247P1	XP_006568386.1, XP_016768711.1, XP_392795.3
OG0000854	Lflavo2a007848P1, Lflavo2a007848P2	XP_006568761.2, XP_006568762.2, XP_006568760.1, XP_623060.3
OG0000855	Lflavo2a011873P2, Lflavo2a011873P1, Lflavo2a011873P3	XP_006568785.2, XP_026302247.1, XP_026302248.1
OG0000856	Lflavo2a001226P1	XP_016766169.1, XP_006568857.1, XP_016766168.1
OG0000857	Lflavo2a003816P1, Lflavo2a003816P2	XP_395231.3, XP_026294882.1, XP_006568895.1, XP_006568889.1, XP_006568890.1, XP_006568891.1, XP_006568893.1, XP_006568894.1, XP_016766164.1
OG0000858	Lflavo2a007051P1	XP_016773573.1, XP_016773572.1, XP_016773571.1, XP_026294920.1, XP_006569023.1, XP_006569024.1, XP_016773570.1, XP_006569025.1
OG0000859	Lflavo2a006923P4, Lflavo2a006923P1, Lflavo2a006923P3, Lflavo2a006923P2	XP_006569907.1, XP_006569908.1, XP_006569910.1, XP_006569909.1
OG0000860	Lflavo2a006000P1	XP_006570778.1, XP_006570779.1, XP_016770474.1
OG0000861	Lflavo2a001092P1	XP_006570789.1, XP_006570790.1, XP_016766871.1, XP_016766860.1
OG0000862	Lflavo2a004714P1	XP_026301856.1, XP_006571496.1, XP_026301855.1, XP_016766363.1
OG0000863	Lflavo2a002893P1	XP_394253.4, XP_026298308.1, XP_006571706.1, XP_006571707.1
OG0000864	Lflavo2a007759P1	XP_026296165.1, XP_006571892.1, XP_026296164.1, XP_623925.2, XP_026296155.1, XP_026296156.1, XP_026296157.1, XP_026296158.1
OG0000866	Lflavo2a011139P1	XP_026295164.1, XP_016767005.2, XP_026295165.1, XP_026295166.1
OG0000867	Lflavo2a006101P1	XP_016767662.1, XP_016767661.2, XP_016767663.1
OG0000868	Lflavo2a009006P1, Lflavo2a009057P1	XP_016769068.2, XP_026298273.1, XP_026298274.1, XP_026298275.1, XP_026298276.1, XP_026298271.1, XP_026298272.1
OG0000869	Lflavo2a011570P1	XP_026298974.1, XP_016769951.1, XP_026298973.1
OG0000870	Lflavo2a013405P1	XP_016772893.2, XP_026295190.1, XP_016772895.2
OG0000871	Lflavo2a011392P1	XP_026295015.1, XP_026295016.1, XP_026295017.1, XP_026295018.1, XP_026295019.1, XP_026295013.1, XP_026295014.1
OG0000872	Lflavo2a006957P1, Lflavo2a006957P2	XP_026295437.1
OG0000873	Lflavo2a006032P1, Lflavo2a006032P2	XP_026295607.1, XP_026295608.1, XP_026295609.1, XP_026295610.1, XP_026295603.1, XP_026295604.1, XP_026295605.1, XP_026295606.1, XP_026295611.1
OG0000874	Lflavo2a007198P1	XP_026295956.1, XP_026295953.1, XP_026295950.1, XP_026295951.1, XP_026295952.1, XP_026295954.1, XP_026295955.1, XP_026295958.1, XP_026295957.1
OG0000875	Lflavo2a011256P1, Lflavo2a011256P2	XP_026296760.1, XP_026296761.1, XP_026296762.1, XP_026296757.1, XP_026296758.1, XP_026296759.1, XP_026296756.1, XP_026296755.1
OG0000876	Lflavo2a013047P1	XP_026297485.1
OG0000877	Lflavo2a004355P1, Lflavo2a004355P2	XP_026297522.1, XP_026297520.1, XP_026297521.1
OG0000878	Lflavo2a012341P1, Lflavo2a012341P4, Lflavo2a012341P5, Lflavo2a012341P6, Lflavo2a012341P3, Lflavo2a012341P2	XP_026297757.1, XP_026297760.1, XP_026297761.1, XP_026297762.1, XP_026297755.1, XP_026297759.1, XP_026297758.1, XP_026297756.1, XP_026297752.1, XP_026297753.1, XP_026297754.1
OG0000879	Lflavo2a010074P1	XP_026302246.1
OG0000881	Lflavo2a013696P1, Lflavo2a013619P1	XP_026300478.1
OG0000882	Lflavo2a006555P1, Lflavo2a006555P2	XP_026300716.1, XP_026300717.1, XP_026300718.1, XP_026300719.1
OG0000883	Lflavo2a009388P1	XP_026301962.1
OG0000883	Lflavo2a009388P2	XP_026301958.1, XP_026301960.1, XP_026301961.1
OG0000884	Lflavo2a008536P3, Lflavo2a008536P1, Lflavo2a008536P2	XP_026302082.1, XP_026302080.1, XP_026302078.1, XP_026302079.1
OG0000885	Lflavo2a011378P1, Lflavo2a011378P2	XP_026302179.1
OG0000886	Lflavo2a000443P1	XP_393262.1
OG0000887	Lflavo2a011665P1	XP_397060.3
OG0000888	Lflavo2a010256P1, Lflavo2a010256P2	XP_397061.1
OG0000889	Lflavo2a007445P1	XP_397465.5
OG0000890	Lflavo2a010162P1	XP_623652.2
OG0000891	Lflavo2a011345P1	XP_623983.3
OG0000893	Lflavo2a010603P1	NP_001011594.1, XP_026295054.1
OG0000894	Lflavo2a006655P1	NP_001092187.1
OG0000894	Lflavo2a006652P1	NP_001011600.1
OG0000894	Lflavo2a006660P1, Lflavo2a006660P2	NP_001104234.1
OG0000895	Lflavo2a008106P1	NP_001011639.2
OG0000895	Lflavo2a008121P1	NP_001071293.1
OG0000896	Lflavo2a005741P1, Lflavo2a005714P1	NP_001071289.1, XP_026296900.1, XP_026296901.1, XP_026296902.1, XP_026296903.1, XP_026296904.1
OG0000898	Lflavo2a006055P1, Lflavo2a005953P1	NP_001164579.1, XP_006560112.1, XP_006560114.1, XP_006560115.1, XP_006560117.1, XP_016771166.1
OG0000899	Lflavo2a003237P1	XP_026295731.1, XP_026295732.1, XP_026295733.1, NP_001229316.1, XP_026295734.1
OG0000900	Lflavo2a002423P4, Lflavo2a002423P1, Lflavo2a002423P5	NP_001229361.1, XP_026296317.1, XP_026296318.1
OG0000901	Lflavo2a007072P1, Lflavo2a007072P2	NP_001229444.1, NP_001229445.1, XP_026296315.1, XP_026296316.1
OG0000902	Lflavo2a003795P1	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5
OG0000902	Lflavo2a000991P1	XP_026302165.1, NP_001233596.1, XP_006568757.1, XP_006568758.1
OG0000903	Lflavo2a011718P1	NP_001239361.1, XP_006571301.1, XP_006571299.1, XP_006571300.1
OG0000904	Lflavo2a000579P1	XP_001120306.1, XP_006565086.1, XP_006565087.1, XP_016771391.1, XP_026300441.1, XP_026300442.1
OG0000905	Lflavo2a011257P1	XP_001121505.2, XP_006559074.2
OG0000906	Lflavo2a014206P1	XP_006565871.1, XP_006565868.1, XP_001122444.2, XP_006565866.1, XP_006565867.1, XP_006565869.1, XP_006565870.1
OG0000907	Lflavo2a005225P3, Lflavo2a005225P8, Lflavo2a005225P6, Lflavo2a005225P1, Lflavo2a005225P4, Lflavo2a005225P5, Lflavo2a005225P2, Lflavo2a005225P7	XP_006568376.1, XP_001122551.2, XP_006568377.1
OG0000908	Lflavo2a008022P2, Lflavo2a008022P1	XP_003249558.1, XP_003249560.1, XP_016766861.1, XP_395979.4
OG0000909	Lflavo2a000953P1	XP_003250298.1
OG0000910	Lflavo2a006958P2, Lflavo2a006958P1, Lflavo2a006958P3	XP_003251315.1, XP_006569019.1, XP_006569020.2, XP_006569021.2
OG0000911	Lflavo2a009965P1, Lflavo2a009981P1, Lflavo2a009981P2	XP_006557334.2, XP_006557335.2, XP_026297814.1, XP_006557337.2, XP_006557338.2
OG0000912	Lflavo2a011168P1, Lflavo2a011155P1	XP_006557964.1
OG0000913	Lflavo2a002753P1	XP_006558415.2, XP_006558414.2, XP_006558413.2, XP_016769415.2
OG0000914	Lflavo2a000314P1, Lflavo2a000314P2	XP_006558422.1, XP_006558423.1, XP_624411.2, XP_006558425.1, XP_006558426.1
OG0000915	Lflavo2a006635P1, Lflavo2a006635P2, Lflavo2a006623P1	XP_006558998.1, XP_006558995.1, XP_026299787.1, XP_026299788.1, XP_006558996.1, XP_006558997.1
OG0000916	Lflavo2a013918P3, Lflavo2a013918P1, Lflavo2a013918P2	XP_006561326.1
OG0000917	Lflavo2a013852P2, Lflavo2a013852P1, Lflavo2a000653P1, Lflavo2a000698P1	XP_026300217.1, XP_026300218.1, XP_026300219.1, XP_026300220.1, XP_026300216.1, XP_026300215.1, XP_393277.4, XP_026300221.1, XP_026300222.1, XP_016771018.1, XP_006562343.1
OG0000918	Lflavo2a011276P1	XP_006562818.1, XP_006562819.1, XP_623089.2
OG0000919	Lflavo2a008148P1	XP_006563221.1, XP_394134.3
OG0000920	Lflavo2a004513P1, Lflavo2a004513P2	XP_026301092.1, XP_006563618.1, XP_016772021.1, XP_026301090.1, XP_026301091.1
OG0000921	Lflavo2a013036P1, Lflavo2a008679P1	XP_006563822.1
OG0000922	Lflavo2a012823P1	XP_006563973.1, XP_396380.2, XP_026295194.1, XP_026295195.1
OG0000923	Lflavo2a013545P1	XP_006564243.2, XP_006564245.2, XP_006564247.2, XP_016767699.2, XP_016767700.2, XP_396620.5
OG0000924	Lflavo2a003078P1	XP_006564466.1, XP_016770445.1, XP_016770446.1, XP_016770447.1, XP_016770448.1, XP_016770449.1, XP_016770451.1, XP_016770450.1
OG0000925	Lflavo2a012038P1	XP_006564669.2
OG0000925	Lflavo2a012096P1, Lflavo2a012096P2, Lflavo2a012096P3, Lflavo2a012096P4	XP_026298161.1
OG0000926	Lflavo2a009376P1	XP_006564764.1
OG0000927	Lflavo2a001588P1, Lflavo2a001588P4, Lflavo2a001588P2, Lflavo2a001588P3	XP_006564789.1, XP_395792.4
OG0000928	Lflavo2a005056P2, Lflavo2a005056P1, Lflavo2a005056P3	XP_006564891.1, XP_625236.3, XP_006564890.1, XP_006564888.1, XP_006564889.1
OG0000929	Lflavo2a008540P1	XP_006565533.1, XP_016768512.1, XP_016768513.1
OG0000930	Lflavo2a007296P1	XP_006566522.1, XP_624126.3, XP_006566521.1, XP_006566520.1
OG0000931	Lflavo2a006136P2, Lflavo2a006136P1, Lflavo2a006136P3	XP_396706.4, XP_016770618.2, XP_006566747.2
OG0000932	Lflavo2a003811P1	XP_006566805.1
OG0000934	Lflavo2a012328P1	XP_006567713.1, XP_393080.4
OG0000935	Lflavo2a009925P1	XP_016769980.1, XP_006568006.1, XP_026299487.1
OG0000936	Lflavo2a009776P1	XP_006568082.2, XP_006568083.2
OG0000937	Lflavo2a007137P1	XP_006568157.1, XP_006568159.1, XP_026300511.1, XP_396912.1
OG0000938	Lflavo2a000229P1, Lflavo2a000229P2	XP_006568342.1, XP_006568343.1, XP_006568341.1, XP_392573.4, XP_016768703.1
OG0000939	Lflavo2a002021P1, Lflavo2a002021P2	XP_006568541.1, XP_026295223.1, XP_006568540.1, XP_006568542.1
OG0000940	Lflavo2a011035P2, Lflavo2a011035P1, Lflavo2a011035P3	XP_006568691.1, XP_006568692.1, XP_006568696.1, XP_006568697.1, XP_026298867.1, XP_016768531.1, XP_006568693.1
OG0000941	Lflavo2a003156P1	XP_006568793.1, XP_392192.2, XP_006568786.1, XP_016766313.1, XP_016766314.1, XP_016766316.1, XP_016766317.1, XP_016766318.1, XP_016766319.1, XP_016766320.1
OG0000942	Lflavo2a007064P3, Lflavo2a007064P4, Lflavo2a007064P1, Lflavo2a007064P2	XP_006569116.1, XP_006569117.1, XP_016766435.1, XP_016766436.1, XP_006569113.1, XP_006569114.1, XP_016766432.1, XP_006569115.1, XP_016766433.1
OG0000943	Lflavo2a004682P4, Lflavo2a004682P3, Lflavo2a004682P5	XP_006569345.1, XP_006569344.1, XP_006569343.1, XP_394455.4
OG0000944	Lflavo2a005929P1	XP_006569767.2, XP_016769012.1, XP_026297838.1, XP_006569769.1
OG0000945	Lflavo2a000618P1	XP_016772111.2
OG0000945	Lflavo2a006805P1	XP_006570176.2, XP_006570177.2, XP_016770306.2
OG0000946	Lflavo2a000375P1	XP_006570451.1, XP_006570453.1, XP_016770247.1, XP_026299910.1, XP_026299911.1, XP_026299912.1
OG0000947	Lflavo2a005057P1	XP_006571635.1
OG0000948	Lflavo2a011496P1, Lflavo2a011496P2	XP_006572072.1, XP_026302296.1, XP_026302295.1, XP_026302297.1, XP_026302298.1
OG0000949	Lflavo2a009412P1, Lflavo2a009412P2	XP_006572292.1, XP_006572293.1, XP_016772944.1, XP_016772945.1, XP_006572290.1, XP_624828.2
OG0000951	Lflavo2a008955P8, Lflavo2a008955P7, Lflavo2a008955P5, Lflavo2a008955P6, Lflavo2a008955P3, Lflavo2a008955P1, Lflavo2a008955P2, Lflavo2a008955P4	XP_016770360.2, XP_016770361.2, XP_016770362.2
OG0000952	Lflavo2a001907P1	XP_016770455.1, XP_016770456.1, XP_016770457.1, XP_016770458.1, XP_016770459.1, XP_016770460.1, XP_016770461.1, XP_016770463.1, XP_016770464.1
OG0000953	Lflavo2a003140P1	XP_026300259.1, XP_016771966.1, XP_016771951.1, XP_016771955.1, XP_016771956.1, XP_016771977.1, XP_016771961.1, XP_026300254.1, XP_016771973.1
OG0000954	Lflavo2a010907P1	XP_026302252.1, XP_016772836.1, XP_016772834.1, XP_016772835.1
OG0000955	Lflavo2a013457P1	XP_026300463.1, XP_026300471.1, XP_016773359.1, XP_026300466.1, XP_026300468.1, XP_026300457.1, XP_026300458.1, XP_026300460.1
OG0000956	Lflavo2a004025P1, Lflavo2a010594P1	XP_026295316.1, XP_026295317.1
OG0000957	Lflavo2a012769P1	XP_026295486.1, XP_026295484.1, XP_026295485.1
OG0000958	Lflavo2a011060P2	XP_026295505.1, XP_026295506.1, XP_026295507.1, XP_026295508.1, XP_026295509.1
OG0000959	Lflavo2a009939P1	XP_026296504.1, XP_026296505.1, XP_026296506.1
OG0000960	Lflavo2a005536P1	XP_026296551.1, XP_026296552.1, XP_026296553.1, XP_026296550.1, XP_026296554.1
OG0000961	Lflavo2a003194P2, Lflavo2a003194P1, Lflavo2a003194P3	XP_026296932.1, XP_026296934.1, XP_026296931.1, XP_026296933.1
OG0000963	Lflavo2a008745P1, Lflavo2a008745P2	XP_026297062.1, XP_026297059.1, XP_026297060.1, XP_026297061.1
OG0000964	Lflavo2a007474P1	XP_026297267.1, XP_026297268.1
OG0000966	Lflavo2a004402P1	XP_026297813.1, XP_026297812.1, XP_026297809.1, XP_026297810.1, XP_026297811.1
OG0000967	Lflavo2a003581P2, Lflavo2a003581P1	XP_026298162.1, XP_395098.4
OG0000968	Lflavo2a007685P4, Lflavo2a007685P8, Lflavo2a007685P7, Lflavo2a007685P11, Lflavo2a007685P9	XP_026298942.1, XP_026298947.1, XP_026298931.1, XP_026298934.1, XP_026298933.1, XP_026298945.1
OG0000969	Lflavo2a006807P1	XP_026299397.1, XP_026299398.1, XP_026299399.1, XP_026299395.1, XP_026299396.1
OG0000970	Lflavo2a002270P1	XP_026299943.1, XP_026299944.1, XP_026299945.1, XP_026299940.1, XP_026299942.1, XP_026299941.1, XP_026299946.1, XP_026299947.1
OG0000971	Lflavo2a009532P1, Lflavo2a009532P2, Lflavo2a009532P4	XP_026300565.1, XP_026300563.1, XP_026300564.1, XP_026300562.1, XP_026300561.1, XP_026300566.1, XP_026300567.1
OG0000972	Lflavo2a013875P2, Lflavo2a013875P1, Lflavo2a013875P3	XP_026301019.1
OG0000973	Lflavo2a007877P1	XP_026301296.1, XP_026301297.1
OG0000974	Lflavo2a002112P1	XP_026301664.1, XP_026301665.1
OG0000975	Lflavo2a003042P3, Lflavo2a003042P4, Lflavo2a003042P1, Lflavo2a003042P2, Lflavo2a003042P5	XP_026302108.1, XP_026302106.1, XP_026302116.1
OG0000978	Lflavo2a007009P1	NP_001011621.1, XP_026300655.1, XP_026300656.1, XP_026300658.1
OG0000979	Lflavo2a009548P4, Lflavo2a009548P2, Lflavo2a009548P1, Lflavo2a009548P3	XP_006561569.2, XP_006561567.2, XP_006561570.2, NP_001014983.1, XP_006561568.2
OG0000980	Lflavo2a007427P1	NP_001106142.2, XP_006568443.2, XP_006568444.2, XP_006568445.2
OG0000981	Lflavo2a008347P1	XP_006570331.1, NP_001128420.1, XP_016770146.1
OG0000982	Lflavo2a002133P1	NP_001177850.1, XP_006570570.1
OG0000983	Lflavo2a006671P1	NP_001180219.1, XP_006565210.1, XP_006565211.1, XP_006565212.1, XP_006565213.1, XP_006565214.1
OG0000985	Lflavo2a007564P1	XP_016772980.2, NP_001265258.1, XP_016772979.2
OG0000986	Lflavo2a009598P2	XP_001120328.1, XP_026301337.1, XP_026301338.1, XP_026301339.1, XP_026301340.1
OG0000987	Lflavo2a004985P1	XP_001120426.2, XP_016767761.1
OG0000988	Lflavo2a004237P1	XP_001120751.2, XP_006561038.1, XP_006561039.1, XP_006561037.2
OG0000990	Lflavo2a003524P1, Lflavo2a003524P2	XP_006557560.1, XP_006557559.1, XP_001121606.2, XP_006557558.1
OG0000991	Lflavo2a001679P1	XP_026295234.1, XP_006561005.2, XP_006561008.2, XP_026295233.1, XP_001121745.3, XP_006561007.2, XP_026295231.1
OG0000992	Lflavo2a004371P1, Lflavo2a004371P2	XP_016768746.1, XP_001122105.4, XP_016768747.1
OG0000993	Lflavo2a007702P1	XP_003250290.2, XP_003250289.1, XP_001122242.1, XP_006563651.1, XP_016772256.1
OG0000994	Lflavo2a003351P1	XP_006572097.2, XP_001122575.3, XP_026300396.1, XP_624298.3, XP_026300397.1, XP_026300398.1, XP_026300399.1, XP_026300400.1, XP_026300405.1, XP_016772838.2, XP_026300402.1, XP_026300404.1, XP_026300403.1, XP_623586.2
OG0000995	Lflavo2a002187P1	XP_003249083.2
OG0000996	Lflavo2a014344P1	XP_003250231.1, XP_394880.3
OG0000997	Lflavo2a007714P1, Lflavo2a007714P2, Lflavo2a007708P1	XP_623194.2, XP_003250287.1, XP_006563650.1, XP_392060.2, XP_016772190.1
OG0000998	Lflavo2a012564P1, Lflavo2a012564P2, Lflavo2a012564P3	XP_397549.2, XP_003250890.1, XP_006566783.1, XP_026299607.1, XP_006566784.1
OG0000999	Lflavo2a005972P1	XP_006557401.2, XP_006557400.2, XP_006557402.2, XP_006557403.2, XP_026295845.1
OG0001000	Lflavo2a002792P1	XP_006557567.2, XP_026297071.1, XP_026297072.1
OG0001002	Lflavo2a003421P1	XP_006557622.1, XP_006557623.1, XP_026300855.1, XP_026300856.1, XP_026300857.1
OG0001003	Lflavo2a002097P1	XP_006557830.1, XP_006557833.1, XP_006557829.1, XP_006557831.1, XP_006557832.1, XP_016772470.1, XP_016772471.1
OG0001004	Lflavo2a003657P1, Lflavo2a003657P2	XP_006559028.1, XP_006559024.1, XP_006559025.1, XP_006559030.1, XP_006559026.1, XP_006559027.1, XP_006559023.1, XP_392864.4
OG0001005	Lflavo2a013776P1, Lflavo2a013776P2	XP_006559059.1
OG0001006	Lflavo2a005182P1, Lflavo2a005182P2	XP_006559116.2, XP_006559117.2, XP_026297198.1
OG0001007	Lflavo2a001125P3, Lflavo2a001125P2, Lflavo2a001125P1	XP_006559138.1, XP_006559139.1, XP_006559140.1, XP_006559141.1, XP_006559142.1, XP_006559144.1, XP_006559143.1
OG0001008	Lflavo2a004589P3, Lflavo2a004589P1, Lflavo2a004589P2	XP_006559445.2, XP_006559444.2, XP_026301498.1
OG0001009	Lflavo2a009774P1, Lflavo2a009774P2	XP_006559579.1, XP_006559580.1, XP_006559581.1, XP_006559582.1, XP_026298357.1, XP_395441.2
OG0001010	Lflavo2a000066P1	XP_395592.5, XP_006559704.2, XP_026297993.1, XP_006559702.2, XP_016769236.2, XP_016769235.2, XP_016769234.2
OG0001011	Lflavo2a006666P1	XP_006559905.1, XP_006559906.1, XP_006559908.1, XP_006559907.1
OG0001012	Lflavo2a000646P1	XP_006560213.1
OG0001013	Lflavo2a001718P1	XP_006560555.2, XP_026295248.1, XP_026295249.1, XP_026295241.1, XP_026295242.1, XP_026295243.1, XP_026295244.1, XP_026295245.1, XP_026295246.1, XP_026295247.1
OG0001014	Lflavo2a011833P1	XP_026297649.1, XP_026297650.1, XP_006560904.1, XP_006560905.1, XP_026297648.1
OG0001015	Lflavo2a005316P1	XP_006560933.1, XP_006560934.1, XP_016766817.1, XP_016766818.1, XP_016766820.1, XP_624657.2
OG0001016	Lflavo2a005126P1	XP_006561071.2, XP_026301122.1
OG0001017	Lflavo2a013268P1	XP_026301525.1, XP_006561385.1, XP_624392.3
OG0001018	Lflavo2a009370P1	XP_006561684.1, XP_624894.1
OG0001019	Lflavo2a011058P1	XP_026298848.1, XP_026298849.1, XP_026298847.1, XP_026298841.1, XP_026298842.1, XP_026298843.1, XP_026298844.1, XP_026298845.1, XP_026298846.1, XP_006561700.2, XP_006561695.2
OG0001020	Lflavo2a005635P1, Lflavo2a005635P2, Lflavo2a005635P3	XP_016768292.1, XP_006562516.1, XP_396275.3
OG0001021	Lflavo2a012575P1	XP_026300411.1
OG0001022	Lflavo2a004992P1	XP_006562805.1, XP_006562806.1, XP_395310.3, XP_026300612.1, XP_006562804.2
OG0001023	Lflavo2a000955P1	XP_016771571.2, XP_006563007.2, XP_006563004.2, XP_006563005.2, XP_006563006.2, XP_393990.3
OG0001024	Lflavo2a008140P1, Lflavo2a008140P2	XP_006563154.1, XP_006563155.1, XP_006563156.1, XP_026301549.1, XP_006563157.1, XP_006563158.1
OG0001025	Lflavo2a004437P1	XP_006563197.1, XP_006563198.1, XP_026301573.1
OG0001025	Lflavo2a001069P1	XP_394115.2
OG0001026	Lflavo2a008750P1, Lflavo2a008750P2, Lflavo2a008750P3, Lflavo2a008750P4	XP_006563298.1, XP_006563299.1
OG0001027	Lflavo2a008775P1	XP_006563306.1, XP_026301697.1, XP_016769382.1, XP_026301701.1, XP_026301706.1, XP_026301709.1, XP_026301684.1, XP_006563302.1, XP_006563303.1, XP_016769357.1, XP_026301679.1, XP_026301669.1, XP_026301691.1
OG0001028	Lflavo2a004271P1, Lflavo2a004271P2	XP_006563474.1, XP_006563475.1, XP_006563476.1, XP_006563477.1, XP_016772050.1
OG0001029	Lflavo2a006813P1	XP_006564303.1, XP_026299438.1, XP_006564304.1, XP_006564305.1
OG0001030	Lflavo2a007756P2, Lflavo2a007756P1, Lflavo2a007756P3	XP_006564310.1, XP_026297383.1, XP_395217.4
OG0001031	Lflavo2a007760P1	XP_006564331.1
OG0001032	Lflavo2a011967P1	XP_394755.4, XP_006564718.1, XP_016769191.1
OG0001033	Lflavo2a009463P1	XP_006565760.1, XP_006565761.1, XP_006565762.1, XP_016771624.1
OG0001034	Lflavo2a007921P1	XP_006565799.2, XP_006565800.2, XP_026300905.1
OG0001035	Lflavo2a012228P1	XP_006566140.1, XP_026298928.1
OG0001036	Lflavo2a000789P1, Lflavo2a000789P2	XP_006566468.1, XP_016770250.1, XP_006566465.1, XP_006566466.1
OG0001037	Lflavo2a000754P1, Lflavo2a000754P2	XP_006566517.1, XP_016770257.1, XP_016770258.1, XP_026299433.1
